,fst:drc-ghana,fst:drc-tanzania,fst:drc-cambodia,fst:ghana-tanzania,fst:ghana-cambodia,fst:tanzania-cambodia
Pf3D7_05_v3:569182-569919,,-0.003516139006133503,0.38678206755178846,,,0.3852818152112292
Pf3D7_05_v3:571058-572661,,,,-0.000945763079233694,,
Pf3D7_05_v3:573588-574248,,,,,,
Pf3D7_05_v3:574941-578505,0.004889007385634567,0.003572106609834196,-0.0032548489748303972,0.015623600993773532,,-0.003877969160861164
Pf3D7_05_v3:581227-584124,0.0024149425807746634,0.008564808059774309,,0.0024520220298673884,,
Pf3D7_05_v3:585357-585980,-0.002203147815228613,0.002744483691934273,,0.002341146857154604,,
Pf3D7_05_v3:587752-588677,,-0.003462480792501611,,,,
Pf3D7_05_v3:588921-590769,,,,,,
Pf3D7_05_v3:591338-595663,0.01179567479368144,-0.001814297992560695,-0.003187444150322066,0.008029360813642623,-0.0031821881405000993,
Pf3D7_05_v3:596818-599421,0.009895739290354068,0.007020733452982614,0.15859663254536766,0.00405067664229172,0.13029357229942987,0.11236011104571034
Pf3D7_05_v3:600047-603433,0.0014196314001302056,0.03490369195430555,0.11767832282867109,0.02787905246059923,0.09986890368323069,0.14183816798015672
Pf3D7_05_v3:605027-606330,,,,,,
Pf3D7_05_v3:607105-608451,0.0010519216304378403,-0.002625297743850503,,0.004476065736811646,,
Pf3D7_05_v3:610089-614771,0.011473321488358858,0.05184758148603625,0.42614789393590313,0.029980564564711126,0.5077479678137667,0.5269482189471474
Pf3D7_05_v3:615282-617993,0.0005660331140228029,0.011952350200467214,0.4919078614072968,0.009772735916864091,0.46933813987718,0.4565763449267418
Pf3D7_05_v3:618629-619945,0.00809292731940193,0.0021796675654696396,0.018189596524369547,4.8452504533658046e-05,,0.15789404478847688
Pf3D7_05_v3:620810-623356,-0.0017398928449245596,0.003998240725600614,,0.002673692007907443,,
Pf3D7_05_v3:624719-626481,0.01361289350311593,0.10331917750057346,,0.17423256854756947,,
Pf3D7_05_v3:627298-627961,,,,,,
Pf3D7_05_v3:628981-635382,0.06190554528751289,0.02577193964472593,,0.14708782888958685,0.10673359132585322,
Pf3D7_05_v3:637354-640381,0.004926575614548851,-0.0035749586872993837,,0.008655420129139344,,
Pf3D7_05_v3:641137-644685,0.034851687605317386,0.037425323235012235,0.6848977306824924,0.028360464653887023,0.6847075636212508,0.677635126153893
Pf3D7_05_v3:646659-652106,-0.0010745669611775862,0.008453035493437072,0.7251291195699169,0.006959117187399713,,0.7338621430660679
Pf3D7_05_v3:653966-655336,0.0065926913015459014,0.000352031582092993,0.759018460756219,-0.0009682217614004826,,0.7579478048358262
Pf3D7_05_v3:658423-658677,-0.0017916286213666523,0.00514661148749459,0.10075849829999069,0.002097897858075242,0.08818486835444245,0.05418556379921159
Pf3D7_05_v3:660150-661136,,,,,,
Pf3D7_05_v3:663551-666917,0.003843696421009639,0.005222610930262437,,-0.0020111349987887756,,
Pf3D7_05_v3:667486-674861,0.012017468511669807,0.01233816090491051,0.20422232510880003,0.02832277454010878,0.26675930246854673,0.2080762126682461
Pf3D7_05_v3:675809-676614,,,,,,
Pf3D7_05_v3:678910-680955,0.022067750691430132,0.01725362016596876,0.10315286048043959,0.004708357245427292,0.03552441091834886,0.039659896720779804
Pf3D7_05_v3:681430-682437,0.00023437135370803802,-0.0012481097209888366,,-0.0025356671388038453,,
Pf3D7_05_v3:683708-685859,0.014663262859140644,-0.0016289625609840661,,0.0048960735752608744,,
Pf3D7_05_v3:686810-691642,0.007104919804138114,0.013904762470017677,,0.010781266708594526,,0.0072676338935522234
Pf3D7_05_v3:694492-698778,0.041337345325538316,0.06303022568702536,0.06433632900806247,0.021560471960716355,0.09436423449249678,0.039043955079236976
Pf3D7_05_v3:700120-707256,0.007575270586426032,0.04173974024485607,,0.026258863317141463,,0.7395187163277354
Pf3D7_05_v3:712762-713772,,,,,,
Pf3D7_05_v3:715765-716675,-0.0011872898499207278,,,0.011681926399482042,,
Pf3D7_05_v3:718425-719855,-0.0016691202549747584,0.01065576152346133,,0.008835605937671704,,
Pf3D7_05_v3:720743-722641,0.0008379765482375704,0.09639852118394694,0.5203556379975169,-0.001944811082806313,0.5414936664417472,
Pf3D7_05_v3:724681-725751,,,,,,
Pf3D7_05_v3:731407-735162,0.008518120541189738,0.005067358140669459,,0.02895155462126094,,0.9645122536607631
Pf3D7_05_v3:735887-738400,0.049863206829998515,-0.0017692772804820734,0.038334971020624393,0.049595771133057125,-0.001866266062310089,0.0526645410232122
Pf3D7_05_v3:740156-741034,0.0027534349386796123,0.003282335620128725,0.20505343971529838,-0.00016183295905774668,0.17600674995319976,0.1545731118559744
Pf3D7_05_v3:743179-745329,0.23983602797784295,0.09977941437285429,,0.05323467946250918,,
Pf3D7_05_v3:745798-746634,0.04826992620884449,0.0012167362207748846,,0.03729389193298784,,
Pf3D7_05_v3:747795-749677,0.0010382760984702453,-0.001762858369763687,,0.0078034086577501716,,
Pf3D7_05_v3:750661-752435,0.007308693759247954,2.7439487709741746e-05,,0.01820637319306384,,
Pf3D7_05_v3:753298-757544,0.011492958960478297,0.0008893314662272157,,0.007627457833422402,0.026880425649631966,0.4880227778338141
Pf3D7_05_v3:758503-758898,,,,0.005559896838698038,,
Pf3D7_05_v3:759831-760998,,,,,,0.01954794454742279
Pf3D7_05_v3:762103-762792,-0.001105228134131859,,,,,
Pf3D7_05_v3:763532-766903,0.0048596841899295855,0.030556617925100442,,-0.0018463458437533984,,
Pf3D7_05_v3:769310-773140,0.009721506004289162,0.015583144749305193,,0.02186828006182229,,
Pf3D7_05_v3:774075-780438,0.0024512848481402466,0.000807603759611244,0.01106675113171652,0.00801844536780807,0.023279185856525768,0.006825976831580818
Pf3D7_05_v3:783638-784991,,,,,,
Pf3D7_05_v3:785664-786565,-0.0023909978715124106,-0.003601604383687567,,-0.0024822269336375463,,
Pf3D7_05_v3:788599-789480,0.0039824727316089,0.14839991162245306,0.017787118148303926,0.16681704758662189,0.017085620197646867,0.27444296077226754
Pf3D7_05_v3:790399-790773,0.004042646365607271,,,,,
Pf3D7_05_v3:791719-792936,0.16124541954130014,0.01608364348031296,0.02494040080451391,0.08036961676435364,0.06095042794532917,-0.004529611128486827
Pf3D7_05_v3:795527-797473,0.006903049221498484,0.006772298170543579,0.4010178307918234,0.006042322178480724,0.38837582870015286,0.4172448672003338
Pf3D7_05_v3:798036-798775,-0.0009646122037255681,,,,,
Pf3D7_05_v3:801450-809127,0.01307573030839573,0.00874106441714481,0.11926486849212214,0.009377675865264608,0.0875391274117321,0.1137392198602258
Pf3D7_05_v3:812648-814915,0.09939609803225805,8.35327210277362e-05,,0.09667056049896686,,-0.0020844766370044857
Pf3D7_05_v3:817066-819139,0.023245416233671417,,,,,
Pf3D7_05_v3:820719-822908,,-0.0022726784196691603,,,,
Pf3D7_05_v3:825835-827412,0.008028866258648988,0.0005203938622262236,0.29454763662227784,0.015623341094708015,0.2336685587989775,0.3440703877415915
Pf3D7_05_v3:828953-829883,,,,,,
Pf3D7_05_v3:831617-834343,0.003739495782371011,0.00590418144651605,0.2834454561063813,0.005815338587577765,0.27512228995486626,0.3044304267318743
Pf3D7_05_v3:835314-837407,0.0014692017641313663,-0.0014678072302285895,-0.00031561797386216585,-0.0015875640216177983,-0.0037330303556289864,-0.005190968583529845
Pf3D7_05_v3:838428-839083,,,,,,
Pf3D7_05_v3:839655-840560,0.010824157000107195,0.006457175941427106,,-0.0022903950986296957,,
Pf3D7_05_v3:841723-842655,-0.0011562274300233567,,,,,
Pf3D7_05_v3:843586-844817,,,,-0.0009383426537110227,,
Pf3D7_05_v3:845843-848767,0.017317740922515198,0.009046742372280047,,0.03922945195017083,,
Pf3D7_05_v3:849862-856026,0.013741175510627415,0.01722090053253188,,0.0036265519076944777,,
Pf3D7_05_v3:857038-858477,-0.0023488108559950064,0.0023349438198246746,,0.0034620106733815282,,
Pf3D7_05_v3:859373-861063,0.005654624497881001,0.0031528064810794373,,0.006900485601262154,0.03965183693113492,
Pf3D7_05_v3:861930-867583,0.003166845076453983,-1.4726486297743039e-05,,5.980208402366497e-05,,
Pf3D7_05_v3:868892-869878,0.0028451107966856403,-0.0020958225252344907,,0.00931532191368784,,
Pf3D7_05_v3:870184-874570,0.005307644131547529,-0.00044227394142977406,0.01910523042513262,-0.002012726935242821,0.01255468418091436,0.018092565474869694
Pf3D7_05_v3:875873-877561,0.0029342984580084798,0.014329709730832247,-0.003264118028003056,0.02144376620251592,-0.0018228727943046094,-0.0038294505883590155
Pf3D7_05_v3:878068-879762,0.06767886869961409,,,-0.0009682217614004826,,
Pf3D7_05_v3:880065-880355,,,,,,
Pf3D7_05_v3:882376-884901,-0.0011659954229909068,-0.003471577836711537,,,,
Pf3D7_05_v3:885714-888232,-0.0008635991345094376,0.0004864488220215452,-0.00506972925643371,0.006668813671071166,,-0.0038546500064687125
Pf3D7_05_v3:888657-895144,0.0701437028208387,0.03715595837070505,0.026970699134962608,0.135387550077863,0.026447348450188896,0.12335558318432227
Pf3D7_05_v3:896018-896940,0.06460316212006323,0.005664858315435534,,0.025488119605626358,,
Pf3D7_05_v3:897465-899756,-5.399685007362849e-05,,,-0.000944551719667789,,
Pf3D7_05_v3:901414-902173,,,,0.0015365707375106748,,
Pf3D7_05_v3:902613-904844,-0.0020124240613241962,,,,,
Pf3D7_05_v3:907837-936315,0.022707991032345377,0.02994165785711589,0.1793562117008163,0.06986760927694269,0.31746181830346304,0.08820237637494385
Pf3D7_05_v3:937231-938037,-0.002349635683013391,-0.00347711293164676,,-0.0024516769361403574,,0.2230100948842577
Pf3D7_05_v3:940249-941700,0.022738971997069462,0.017479967137575048,,-0.0021105082074452377,0.283852778262129,0.2818699244191127
Pf3D7_05_v3:942767-943873,,,,,,
Pf3D7_05_v3:944184-944931,,,,-0.002467491638600306,,
Pf3D7_05_v3:948951-953609,0.02982917069119914,-0.002333687200691045,0.15084537465543443,0.01926713844366593,0.28275712144264353,0.16608432483471863
Pf3D7_05_v3:957890-962149,0.14760871348568066,-1.7971779679415524e-05,0.015353437708369066,0.16249881026839996,0.32181423973308815,0.017735583587946867
Pf3D7_05_v3:963227-965044,-0.0011621980403434976,,,-0.0009934085354838989,,
Pf3D7_05_v3:966123-969737,0.03524878302079424,0.0093269540334642,0.33119950946504023,0.008200390492649534,0.21453652341294718,0.30770771695133775
Pf3D7_05_v3:970266-970962,0.0021204876361079514,,,,,
Pf3D7_05_v3:973518-975876,,,,-0.0010536462143991888,,
Pf3D7_05_v3:976690-977815,,,,,,
Pf3D7_05_v3:978665-979870,,,,,,
Pf3D7_05_v3:980754-985354,0.044777315662937044,0.01384846104647824,,0.07200149296074713,-0.001893326787716546,-0.005059332329721886
Pf3D7_05_v3:990005-992059,-0.001550689124928899,-0.0017321058481985156,,0.0014943880548825537,,
Pf3D7_05_v3:993433-994607,,,,,,
Pf3D7_05_v3:998753-1002124,0.028512122608532402,0.009420938795567919,0.660971078865465,0.08315082896570496,0.5269526623213278,0.7046459431166001
Pf3D7_05_v3:1004237-1008108,0.012687448091624967,0.009190380272116409,0.31334936178868233,0.023894041301326642,0.24872884954005967,0.2922561096111719
Pf3D7_05_v3:1008636-1009404,-0.0024393989547876896,,,-0.0009713354997843375,,
Pf3D7_05_v3:1010951-1012171,0.1266546681419888,0.007232548507664947,0.42661770717837544,0.0772131005604693,0.1484761005498475,0.34959513061502384
Pf3D7_05_v3:1013453-1014550,-0.0019450286613040236,-0.0024338653785047934,,-0.0010195369648818367,,
Pf3D7_05_v3:1016198-1016569,,,,,,
Pf3D7_05_v3:1017809-1018582,,,,,,
Pf3D7_05_v3:1019585-1019902,,,,,,
Pf3D7_05_v3:1021408-1024307,0.0039055289993369393,-0.0010754909414366603,,-0.0009724071053825115,,
Pf3D7_05_v3:1027396-1030362,0.005255680864805259,-0.003398170560842746,,0.002447131438456061,,
Pf3D7_05_v3:1036229-1038343,0.0035728387370349483,0.06318370947547358,0.1751904966508706,0.10479359742604821,0.23021539323542403,0.026482473506584624
Pf3D7_05_v3:1041745-1043766,0.21981956804310804,0.15655765422726528,0.6933132795732552,0.41376682609347865,0.7005468717647488,0.040423923727797635
Pf3D7_05_v3:1045462-1051253,0.01630411694384953,0.00036547974495955047,-0.003291998866036197,0.03684865086808086,,
Pf3D7_05_v3:1052468-1053913,0.01792048298699305,0.012331304032331226,,0.0140039123432045,,
Pf3D7_05_v3:1057651-1059054,0.027119636991231606,-0.002919415931599237,-0.0041347493502307256,0.03251013765672868,0.039575407668063015,-0.005055314998959364
Pf3D7_05_v3:1059918-1065509,0.055282023328642696,0.007931129857968488,0.1318926313030068,0.07049124497059052,0.06282721317842718,0.13725801403837146
Pf3D7_05_v3:1066526-1067712,-0.0020384246244731924,-0.0011306889886134313,0.06293684641842312,0.0002622381727392976,0.059609861945971045,0.08334737201414921
Pf3D7_05_v3:1068516-1069285,0.002454277641517363,-0.0026272878421614346,,-0.0010191669578775164,,
Pf3D7_05_v3:1071247-1072149,0.0018631324618164132,-0.0012397688825402883,0.40124926194926536,0.008661346805644609,0.4305056591601641,0.38190340125120503
Pf3D7_05_v3:1073646-1075644,-0.0009781819859148977,0.003647238061816816,,0.011980591872485923,,
Pf3D7_05_v3:1075913-1078333,0.018617336053098354,0.019336471826578862,,0.029375088557231872,,
Pf3D7_05_v3:1079779-1081008,-0.0001016896969689897,-0.001746637166813399,,0.004725387767343282,0.11490437085230634,0.07876363592942158
Pf3D7_05_v3:1081558-1083816,0.08514999360491016,0.011701382324987757,0.07499530485770269,0.13765794462298506,0.28459492428356103,0.03633463078462631
Pf3D7_05_v3:1085623-1086594,-0.0020578070407241624,,,,,
Pf3D7_05_v3:1088423-1089508,0.01165409293550472,0.04103802768058544,-0.005389236997498737,0.05673728906915473,-0.004321101976269099,0.03780929098203367
Pf3D7_05_v3:1090930-1095084,0.008579736930413166,0.04370733091097043,0.03707818038110363,0.08021694605288145,0.047700449200832884,0.01543434808945655
Pf3D7_05_v3:1101203-1114777,0.18291736619440946,0.03759258775836076,0.17033236893675133,0.2633745268859299,0.27021173706370905,0.22913884555641592
Pf3D7_05_v3:1117261-1119651,0.0010420910218640566,0.0009467730543265817,0.010784213499676716,0.005963754615106623,0.001167897538260236,0.009722166757817891
Pf3D7_05_v3:1120704-1121810,-0.0011697897263798092,,,-0.0009682217614004826,,0.04288402660195135
Pf3D7_05_v3:1123610-1124595,-0.0018342150131094965,0.010784615078234763,,0.013611423899425866,,
Pf3D7_05_v3:1125099-1128146,-0.0014723784675317144,,,,,0.0051115534537660426
Pf3D7_05_v3:1129959-1130754,0.011218152911756426,0.004834007089178094,,-0.0019089125765067176,,
Pf3D7_05_v3:1132937-1134854,0.07048571537391529,0.056568234865068706,0.023094050692507345,0.21728965266047837,,-0.005156190645230542
Pf3D7_05_v3:1135976-1137870,-0.0020407441756568165,-0.0003739788166231352,,-0.0010342381271125265,,
Pf3D7_05_v3:1140627-1141154,0.06859005487118498,0.12329758738456904,,0.25907998843262464,,
Pf3D7_05_v3:1143618-1145359,-0.002057721973733052,-0.0019910340797495312,,-0.0005099381598022019,,
Pf3D7_05_v3:1145857-1148810,0.14010498166045895,-0.0035430910057690566,,0.15141237325336057,,
Pf3D7_05_v3:1153676-1155673,,,,,,
Pf3D7_05_v3:1156205-1156579,0.001583867544327054,-0.001792882037661703,0.019343733448890215,0.007695583406118846,0.006116336985168917,0.029685443318628338
Pf3D7_05_v3:1157840-1161553,0.019518917737255483,0.022929964046410786,0.7486889141374375,0.048389810608879244,0.8184417433941875,0.8403951305639783
Pf3D7_05_v3:1163408-1165072,0.008918344462826057,0.01923351104989186,0.2713128180771575,0.06190753857110358,0.350330292196901,0.17331662007437185
Pf3D7_05_v3:1166520-1168010,-0.0010711372629776531,,,-0.0015951446591743591,,
Pf3D7_05_v3:1171659-1173890,0.02331544817458484,0.02864628845741699,0.004835088746725799,0.0005141506949639729,0.049544234228683925,0.060495686773235594
Pf3D7_05_v3:1174907-1177067,0.00043729571113680556,0.004772873199035498,,-0.0008483512344642423,,
Pf3D7_05_v3:1176969-1177286,0.0001916614463996715,0.0013753564884559566,,-0.0021612658093919826,,
Pf3D7_05_v3:1178276-1178890,-0.0005162495987372426,0.006578750082076354,,0.015401248594499923,,
Pf3D7_05_v3:1180425-1182038,0.0080564012747455,0.10005879138460642,,0.14561454628431034,,
Pf3D7_05_v3:1183916-1185639,,,,,0.0012139193164680798,
Pf3D7_05_v3:1186787-1188946,0.012712102141240576,0.01216603780655623,0.7885184771062288,0.005696354492977415,0.9578248793820388,0.8802850764848822
Pf3D7_05_v3:1191000-1191682,0.004036432195131579,0.01925461156144363,,0.04054738736168207,,
Pf3D7_05_v3:1192973-1195332,0.01064492520753591,-0.001697644272571471,0.3111122346360606,0.005931306962406732,0.2319882506245545,0.28385969005618156
Pf3D7_05_v3:1196315-1197389,0.006034529607281448,0.005748738474174828,0.023299869008936738,0.003561942114144871,0.04702276441123006,0.06229775693652263
Pf3D7_05_v3:1199165-1205187,0.013950461385235709,0.0003750300450185153,0.09810089253180217,0.03124940015277805,0.03415466139587998,0.14284272546291957
Pf3D7_05_v3:1206473-1207679,0.0011085841400675668,,,-0.0009570519879368433,,
Pf3D7_05_v3:1209006-1212102,0.0018923170707857348,0.008022296972653786,-0.004119997720747089,0.016168724398666342,-0.0007261732918149207,0.01878593806725054
Pf3D7_05_v3:1213533-1219376,0.005563750442400106,0.0005306406860219258,0.15548578223427173,0.011408269615703681,0.1664548397639682,0.1587697151249782
Pf3D7_05_v3:1220777-1221992,,,,-0.00017445687820353978,,
Pf3D7_05_v3:1224598-1224891,,,,,,
Pf3D7_05_v3:1226883-1227757,-0.0011375085910671596,,,,,
Pf3D7_05_v3:1229077-1230651,,,,-0.0010172542587496374,,
Pf3D7_05_v3:1233401-1238086,0.0033445343226328945,0.002950870535830184,0.17205611007016094,0.0010588740515043117,0.20981121209344739,0.19527393137788346
Pf3D7_05_v3:1238633-1243987,0.0017984383993031384,0.01061676583700379,0.03683091054762812,0.009375019874364785,0.023079625525598876,0.00032288991485152134
Pf3D7_05_v3:1244751-1248359,0.0032491476881459573,0.0012371792856625602,0.013335131314702814,0.01614715006215061,-0.0007517685385792945,0.03778389073539025
Pf3D7_05_v3:1248368-1249961,0.004084519805664444,0.00013464846070568735,,-0.0006707240743214517,,
Pf3D7_05_v3:1250737-1254190,-0.0017163046546502905,0.001910190166938605,-0.004007337245187889,0.000893859383072155,-0.0021548361156049117,0.005551606861706503
Pf3D7_05_v3:1254282-1254796,0.0007811192752611831,,,,,
Pf3D7_05_v3:1255221-1257254,-0.0009424227229205077,,,-0.0009140363597632301,,
Pf3D7_05_v3:1257723-1265750,0.004023736439048838,0.002905930459195761,0.13558978464461374,-0.0016410401810313326,0.022358395046008093,0.11498170129720404
Pf3D7_05_v3:1267410-1269539,0.003480390876961966,-0.0018247495547826364,0.002660170128561149,0.004855058732857647,0.01105679054881029,0.0051115534537660426
Pf3D7_05_v3:1270388-1278484,0.002072009013157046,-0.001954740075764912,0.10054476713700565,0.00376757655240627,0.1193806326756734,0.09890943297330014
Pf3D7_05_v3:1279958-1280599,-0.0013861380386937067,-0.001746637166813399,,-0.000944551719667789,,
Pf3D7_05_v3:1281289-1282254,0.01026993671739101,-0.002555171866640683,,0.0018445742656441682,-0.0018384283445186808,-0.0038546500064687125
Pf3D7_05_v3:1282591-1286106,0.0027431080538982446,0.003589871506519361,0.042803974999495155,0.0011599661866749087,0.024037559287347285,0.03335122347014484
Pf3D7_05_v3:1301224-1301769,,,,0.0011774994400293943,0.035134148585370444,0.018023225133168754
Pf3D7_05_v3:1303662-1304526,0.01553634087972446,0.01016995563165748,0.07082944446048099,0.0015863792119130927,0.03330119611681022,0.04434798649031145
Pf3D7_05_v3:1308278-1309940,0.08246305268423107,0.01018230887690024,0.4140769419307938,0.03606219612941469,0.323952291038812,0.3349671459919702
Pf3D7_05_v3:1312471-1314154,-0.001464945696397887,0.00982928985500636,0.02015893257170395,0.004731684685195795,0.012284103408593412,-0.003460772620014903
Pf3D7_05_v3:1316342-1316846,-0.00229026335604084,0.005875558300940798,0.0667739228890075,0.007914006862499648,0.06536718616142116,0.026470759733233398
Pf3D7_06_v3:3503-12835,,,,,,
Pf3D7_06_v3:18586-22721,,,,,,
Pf3D7_06_v3:26557-27830,,,,,,
Pf3D7_06_v3:29618-31484,,,,,,
Pf3D7_06_v3:31965-33244,,,,,,
Pf3D7_06_v3:42097-43218,,,,,,
Pf3D7_06_v3:47463-48261,,,,,,
Pf3D7_06_v3:65788-67277,,,,,,
Pf3D7_06_v3:68833-69693,,,,,,
Pf3D7_06_v3:78190-78784,,,,,,
Pf3D7_06_v3:82609-86922,0.0031169932838644,0.004724704221027434,,0.0023371332289854095,,
Pf3D7_06_v3:92506-96668,0.002860506345101697,0.002288921505383291,,-0.0011770985352144122,,
Pf3D7_06_v3:97890-98951,-5.446350004286204e-06,,,-0.0017400935399998704,,
Pf3D7_06_v3:99781-100725,0.005033211720060147,0.0070550459694268585,,-0.0017491132329977735,,-0.0038963271316824273
Pf3D7_06_v3:101385-104561,-8.279937664061832e-05,0.0006702458656612331,0.17806705979106255,-8.316626441884062e-07,0.13544154655925575,
Pf3D7_06_v3:105503-106642,-0.00166569006526981,-0.0018525751038439835,,-0.001141857027790651,,
Pf3D7_06_v3:107037-111664,0.002442774835929525,0.00936457247523517,0.0471302448387469,0.0006953373446635141,0.06885766797058447,0.07854683581308149
Pf3D7_06_v3:113824-115224,0.004807436238475376,0.002658102440707706,,-0.0003905197883626054,,
Pf3D7_06_v3:116084-118024,-0.0001351718580592619,-0.0008386971437252925,0.05367651275176845,0.0011223220952170608,0.07095383344438547,0.07083925036454027
Pf3D7_06_v3:118638-120203,-0.0014922911004126036,0.019648135512318594,0.23739051635787795,0.01621754526176848,0.2254220286570784,0.13199723439615918
Pf3D7_06_v3:122634-124412,-0.002332129516119448,,,0.003385406301063534,,
Pf3D7_06_v3:125458-126816,-0.0006268192135781002,-0.0009034814169615028,-0.0010287665638374689,0.0003596265135578348,0.004352966186993091,-0.0020844766370044857
Pf3D7_06_v3:128621-130036,0.001469557243668385,-0.0019086844364162127,0.004326394335292118,-0.0012559907059569995,-0.002332224517754295,0.000736949759675203
Pf3D7_06_v3:130329-132038,0.002287823870159802,,,0.008865374489545838,,
Pf3D7_06_v3:133150-136461,-0.0005658118734508475,0.015968839523995873,0.14802882193461606,0.008046932157435417,0.14914081091016465,0.13550488772586308
Pf3D7_06_v3:139193-140518,-0.0014723784675317144,,,,,
Pf3D7_06_v3:141418-148943,0.000880525964799195,0.007862810139494476,0.02622430162697369,0.014141756594077433,0.039120954979700494,0.04393520919255003
Pf3D7_06_v3:151055-152386,0.015879417270565657,-0.0034128403421810516,0.0001396246063921622,0.018508611677486478,0.04013580543849185,-5.162029623558684e-05
Pf3D7_06_v3:152541-160455,0.011880711346055568,0.009981111684738456,0.08350967432043054,0.036944600573891075,0.09393912427618316,0.07749672837446353
Pf3D7_06_v3:161254-162381,0.010411805430508236,0.017455616302279896,,-0.0010040108543475047,0.03386910922271434,
Pf3D7_06_v3:163828-169860,0.0007465822529607142,-0.0018767957276573126,0.0022404585223104847,0.0037151919584011883,0.02160682466031882,-0.0026364980541760544
Pf3D7_06_v3:171301-177240,0.006154620209042451,0.003084763497520646,0.6717089117397042,0.003487821440581848,-0.0012681004006612775,0.6855724213254781
Pf3D7_06_v3:180936-181481,,,,,,
Pf3D7_06_v3:182216-184537,0.011397873027826,-0.0005176235589926663,0.334498108172602,0.02219143657111444,0.4296021903401182,0.2998886734540534
Pf3D7_06_v3:184892-185843,0.005813478682403586,0.019482771181698947,0.17713085945531465,0.02246649040771431,0.21539875770849698,0.2849386673878229
Pf3D7_06_v3:189012-198078,0.003912112880292597,0.0046941719511655764,0.044822029286070514,0.0004472102495316959,,0.0408890610864715
Pf3D7_06_v3:198862-204355,-0.001038314720459967,-0.0022045823046908703,,-0.0020994846204143046,0.001189811304663578,
Pf3D7_06_v3:204640-206207,0.0010333162143585676,0.004027352989228441,0.10052859659983801,0.0017960077598676858,,0.14184724248231814
Pf3D7_06_v3:206855-211159,-0.00011571679588835579,0.002433566346293203,,0.0005962193003183536,,
Pf3D7_06_v3:212415-213032,,,,,,
Pf3D7_06_v3:213558-214142,,-0.0035660363460150424,,,,
Pf3D7_06_v3:217240-219507,,,,,,
Pf3D7_06_v3:220407-221813,0.0006281643465644338,-0.0036754573857046636,,,,
Pf3D7_06_v3:222739-224287,0.0018288551103393124,0.004206877867465338,,0.0032474479239793714,,
Pf3D7_06_v3:224613-225095,,,,,,
Pf3D7_06_v3:225346-227446,0.012076001994304504,-0.001597726430142811,0.018933836797996154,0.010583406132850113,0.039671044583651574,0.0076621993191690095
Pf3D7_06_v3:228132-234835,-0.0003501279242232875,0.009767240011524401,0.12747135711545643,0.009500905760948648,0.13892729483085905,0.06533175951494936
Pf3D7_06_v3:236397-237251,0.5015931943097128,0.0025172726480895352,0.6872751484056536,0.4253309566170939,0.039632528116289,0.6739786163813049
Pf3D7_06_v3:237811-244521,0.010353946826674348,0.003591806369274669,0.010240809268490417,0.005600640461440335,0.013515841239353654,-0.004236107310775482
Pf3D7_06_v3:247640-249166,,,,,,
Pf3D7_06_v3:250612-253803,0.0003423247388525742,0.0030662952602231713,0.324367820875215,0.00031835000495648077,0.28654268252703907,0.2353090181964704
Pf3D7_06_v3:257604-259974,-8.253872421964437e-05,-0.0020560870094740685,,-0.002367273083776107,,
Pf3D7_06_v3:261031-261945,0.006344656415618668,0.010621259177286775,0.7839881608627055,-0.0020113068338543888,0.7272255977176023,0.7096956883849063
Pf3D7_06_v3:262826-263194,,,,,,
Pf3D7_06_v3:263936-264830,0.021231964806399058,0.02247620687767388,,-0.0008887561554063543,,
Pf3D7_06_v3:265839-268399,-0.0019983309906114453,0.0004818262414170251,0.018189596524369547,-0.0025463756801526313,,
Pf3D7_06_v3:270332-277762,0.003552988384920571,0.0031333800168494882,0.04957654528430639,0.023427484649472127,0.06810693227402638,
Pf3D7_06_v3:282049-287017,-0.00151783664175352,0.0031668299334475067,-0.0006856254906646015,0.002283793544913311,-0.0013918848285026425,-0.004936561583156998
Pf3D7_06_v3:288377-289276,0.04322867178154863,0.00476009498696997,,0.01576335038154711,,
Pf3D7_06_v3:290426-291085,,-0.0005643663432172817,,,,
Pf3D7_06_v3:293864-296797,-0.001555930189865418,0.0069574062777749655,-0.003291998866036197,0.009318714716109908,0.0012139193164680798,0.0015463298332412017
Pf3D7_06_v3:297941-301197,-0.002089150599440965,-0.0026077336510067855,,0.0010833493825954364,,
Pf3D7_06_v3:301874-303290,0.021390576417545385,-0.00042624188618127257,,0.0059612958265360195,,
Pf3D7_06_v3:304638-306042,-0.0006237653940678182,0.01345624604079081,0.15004696485574595,0.005776345400839536,0.1256273906419303,0.0755825537529871
Pf3D7_06_v3:306384-309961,0.000424277161844033,,,0.0031250682809274787,,
Pf3D7_06_v3:311550-313115,0.007185041169152686,0.04507474842629752,0.0658397444618716,0.020990122181152787,0.013894605863041046,-0.004684055764402409
Pf3D7_06_v3:313856-316882,-0.0019420391844160462,0.0002758904734499893,,-0.00218512630404806,,-0.0038717963716376606
Pf3D7_06_v3:320740-328998,0.01266294642822365,0.0240720769869422,0.3417562089243558,0.009183623603588596,0.2652684132415158,0.24186922806461436
Pf3D7_06_v3:329537-331725,0.002078655154741282,0.014686597764971528,0.3300373636133462,0.005058327257382943,0.29671936939620713,0.2411321962521816
Pf3D7_06_v3:332343-334934,-0.0021067650046172714,-0.0017762978195553086,,-0.0015559725503639828,,
