,tajimas_d_all
Pf3D7_05_v3:288776-291055,0.12248669688538316
Pf3D7_05_v3:294668-295903,
Pf3D7_05_v3:298427-300736,
Pf3D7_05_v3:301930-304611,-0.1699584703308228
Pf3D7_05_v3:305961-306422,
Pf3D7_05_v3:307490-309556,
Pf3D7_05_v3:313199-315157,
Pf3D7_05_v3:322239-326822,-1.250055924640304
Pf3D7_05_v3:327656-328316,
Pf3D7_05_v3:328666-329715,1.0237006703140341
Pf3D7_05_v3:331680-336704,0.3153061901137879
Pf3D7_05_v3:342205-343233,
Pf3D7_05_v3:344931-346744,
Pf3D7_05_v3:347219-355039,-0.5828109003212486
Pf3D7_05_v3:356222-357010,
Pf3D7_05_v3:358261-362733,-0.9986099065812338
Pf3D7_05_v3:363588-364442,
Pf3D7_05_v3:367022-376426,-1.1523374479991582
Pf3D7_05_v3:381077-386203,-0.28374841385726185
Pf3D7_05_v3:386956-388505,
Pf3D7_05_v3:388696-389191,
Pf3D7_05_v3:389914-398997,-0.4167785530343092
Pf3D7_05_v3:403342-405642,
Pf3D7_05_v3:405961-407897,-0.5981749138540401
Pf3D7_05_v3:410268-415308,-1.531514232244257
Pf3D7_05_v3:416365-417309,
Pf3D7_05_v3:418136-421425,-0.7274278026342769
Pf3D7_05_v3:422746-430353,-0.6744377707414098
Pf3D7_05_v3:440779-441879,
Pf3D7_05_v3:444260-445579,
Pf3D7_05_v3:445983-448502,
Pf3D7_05_v3:459301-460344,
Pf3D7_05_v3:469276-469842,
Pf3D7_05_v3:471055-474058,-1.1079850221425576
Pf3D7_05_v3:474487-478882,-0.9586580370106613
Pf3D7_05_v3:481423-482568,0.26081720837153616
Pf3D7_05_v3:486602-516787,-2.0784081018094525
Pf3D7_05_v3:519129-520078,
Pf3D7_05_v3:520720-522693,
Pf3D7_05_v3:527639-528666,
Pf3D7_05_v3:529934-531901,0.07922755208824216
Pf3D7_05_v3:539731-542593,
Pf3D7_05_v3:544540-545993,
Pf3D7_05_v3:546734-547579,
Pf3D7_05_v3:548406-553340,-1.1744883775043795
Pf3D7_05_v3:553990-554787,
Pf3D7_05_v3:555264-556073,-1.1882718367802085
Pf3D7_05_v3:559513-568384,-0.8749761331755516
Pf3D7_05_v3:569182-569919,0.31272508777909486
Pf3D7_05_v3:571058-572661,
Pf3D7_05_v3:574941-578505,
Pf3D7_05_v3:581227-584124,
Pf3D7_05_v3:585357-585980,
Pf3D7_05_v3:587752-588677,
Pf3D7_05_v3:591338-595663,-1.28225620380849
Pf3D7_05_v3:596818-599421,-0.28536235652244757
Pf3D7_05_v3:600047-603433,-1.0547444205407839
Pf3D7_05_v3:607105-608451,
Pf3D7_05_v3:610089-614771,-0.500249378092896
Pf3D7_05_v3:615282-617993,-0.6610456805608513
Pf3D7_05_v3:618629-619945,-1.0555953364284922
Pf3D7_05_v3:620810-623356,-1.3433826012955568
Pf3D7_05_v3:627298-627961,
Pf3D7_05_v3:628981-635382,0.32253120295172477
Pf3D7_05_v3:637354-640381,-1.3795523850564
Pf3D7_05_v3:641137-644685,-0.5153526186824553
Pf3D7_05_v3:646659-652106,-0.6614412397721063
Pf3D7_05_v3:653966-655336,
Pf3D7_05_v3:658423-658677,
Pf3D7_05_v3:663551-666917,-1.0387337845337614
Pf3D7_05_v3:667486-674861,-1.4291527359152396
Pf3D7_05_v3:678910-680955,1.0707734530857043
Pf3D7_05_v3:683708-685859,
Pf3D7_05_v3:686810-691642,-1.5884907784172393
Pf3D7_05_v3:694492-698778,-0.6779669375715481
Pf3D7_05_v3:700120-707256,-0.9199458776760944
Pf3D7_05_v3:718425-719855,-0.743013241005301
Pf3D7_05_v3:720743-722641,-0.10766998439275642
Pf3D7_05_v3:731407-735162,-1.340121925551
Pf3D7_05_v3:735887-738400,-1.471650036302824
Pf3D7_05_v3:740156-741034,
Pf3D7_05_v3:743179-745329,
Pf3D7_05_v3:745798-746634,
Pf3D7_05_v3:747795-749677,
Pf3D7_05_v3:750661-752435,
Pf3D7_05_v3:753298-757544,-1.0078042163978802
Pf3D7_05_v3:758503-758898,
Pf3D7_05_v3:759831-760998,
Pf3D7_05_v3:763532-766903,
Pf3D7_05_v3:769310-773140,-1.3824934715312152
Pf3D7_05_v3:774075-780438,-1.0954849431545644
Pf3D7_05_v3:788599-789480,
Pf3D7_05_v3:790399-790773,
Pf3D7_05_v3:791719-792936,
Pf3D7_05_v3:795527-797473,0.0788093921798972
Pf3D7_05_v3:801450-809127,0.0033162368555062368
Pf3D7_05_v3:812648-814915,-1.3467375339368912
Pf3D7_05_v3:820719-822908,-0.9583849803416407
Pf3D7_05_v3:825835-827412,
Pf3D7_05_v3:831617-834343,-0.4703291610337343
Pf3D7_05_v3:835314-837407,-1.3867954852084319
Pf3D7_05_v3:841723-842655,
Pf3D7_05_v3:845843-848767,
Pf3D7_05_v3:849862-856026,-1.5034002618693267
Pf3D7_05_v3:857038-858477,
Pf3D7_05_v3:859373-861063,-0.6585764149538378
Pf3D7_05_v3:861930-867583,-1.6231264265183634
Pf3D7_05_v3:868892-869878,-1.2632319977143773
Pf3D7_05_v3:870184-874570,-1.5869865860612493
Pf3D7_05_v3:875873-877561,-1.0407819952335402
Pf3D7_05_v3:878068-879762,
Pf3D7_05_v3:880065-880355,
Pf3D7_05_v3:882376-884901,-1.3427096973102381
Pf3D7_05_v3:885714-888232,-0.546589238776804
Pf3D7_05_v3:888657-895144,-0.8726622928146596
Pf3D7_05_v3:897465-899756,-0.9401759432579155
Pf3D7_05_v3:902613-904844,
Pf3D7_05_v3:907837-936315,-1.4257573723927854
Pf3D7_05_v3:937231-938037,
Pf3D7_05_v3:940249-941700,
Pf3D7_05_v3:944184-944931,
Pf3D7_05_v3:948951-953609,-0.797037645899402
Pf3D7_05_v3:957890-962149,-0.554078774711284
Pf3D7_05_v3:963227-965044,-1.3423352772597896
Pf3D7_05_v3:966123-969737,-1.1704840936225611
Pf3D7_05_v3:980754-985354,-1.7392517759990418
Pf3D7_05_v3:990005-992059,0.2274755633531264
Pf3D7_05_v3:998753-1002124,-1.413438346172291
Pf3D7_05_v3:1004237-1008108,-1.1410771617968276
Pf3D7_05_v3:1010951-1012171,
Pf3D7_05_v3:1013453-1014550,
Pf3D7_05_v3:1016198-1016569,
Pf3D7_05_v3:1017809-1018582,
Pf3D7_05_v3:1021408-1024307,-0.20056316892498505
Pf3D7_05_v3:1027396-1030362,
Pf3D7_05_v3:1036229-1038343,
Pf3D7_05_v3:1041745-1043766,-1.7016580986230874
Pf3D7_05_v3:1045462-1051253,-1.577877349460908
Pf3D7_05_v3:1052468-1053913,
Pf3D7_05_v3:1057651-1059054,
Pf3D7_05_v3:1059918-1065509,-1.4255677623284986
Pf3D7_05_v3:1066526-1067712,-0.37585614994876443
Pf3D7_05_v3:1071247-1072149,0.20005948101605048
Pf3D7_05_v3:1079779-1081008,
Pf3D7_05_v3:1081558-1083816,
Pf3D7_05_v3:1085623-1086594,
Pf3D7_05_v3:1088423-1089508,
Pf3D7_05_v3:1090930-1095084,-0.28860243135290303
Pf3D7_05_v3:1101203-1114777,-0.35274759810823386
Pf3D7_05_v3:1117261-1119651,-0.7363230899034101
Pf3D7_05_v3:1120704-1121810,-1.115689835282041
Pf3D7_05_v3:1125099-1128146,-1.3456292724462076
Pf3D7_05_v3:1132937-1134854,-1.2620197925095302
Pf3D7_05_v3:1135976-1137870,
Pf3D7_05_v3:1140627-1141154,
Pf3D7_05_v3:1145857-1148810,-1.4133731683281254
Pf3D7_05_v3:1156205-1156579,
Pf3D7_05_v3:1157840-1161553,-1.50294822875938
Pf3D7_05_v3:1163408-1165072,
Pf3D7_05_v3:1171659-1173890,
Pf3D7_05_v3:1174907-1177067,
Pf3D7_05_v3:1180425-1182038,
Pf3D7_05_v3:1183916-1185639,
Pf3D7_05_v3:1186787-1188946,
Pf3D7_05_v3:1192973-1195332,-1.0948268672503993
Pf3D7_05_v3:1196315-1197389,1.250434828944571
Pf3D7_05_v3:1199165-1205187,-0.4530772359485366
Pf3D7_05_v3:1209006-1212102,-0.2488547997790488
Pf3D7_05_v3:1213533-1219376,-0.5270952805755358
Pf3D7_05_v3:1220777-1221992,
Pf3D7_05_v3:1233401-1238086,-1.345193732329175
Pf3D7_05_v3:1238633-1243987,-1.2150905099886136
Pf3D7_05_v3:1244751-1248359,-1.0417891481770345
Pf3D7_05_v3:1248368-1249961,
Pf3D7_05_v3:1250737-1254190,-0.8659177977861927
Pf3D7_05_v3:1255221-1257254,
Pf3D7_05_v3:1257723-1265750,-1.4598283170241944
Pf3D7_05_v3:1267410-1269539,-1.494898211240048
Pf3D7_05_v3:1270388-1278484,-1.0043142270741816
Pf3D7_05_v3:1281289-1282254,-1.255155452728571
Pf3D7_05_v3:1282591-1286106,-1.3580599831935798
Pf3D7_05_v3:1301224-1301769,
Pf3D7_05_v3:1303662-1304526,-0.3173248012064023
Pf3D7_05_v3:1308278-1309940,1.6110678405336774
Pf3D7_05_v3:1312471-1314154,
Pf3D7_05_v3:1316342-1316846,-0.9931727390862007
Pf3D7_06_v3:78190-78784,
Pf3D7_06_v3:82609-86922,-0.9923324140554597
Pf3D7_06_v3:92506-96668,-1.5120885318200978
Pf3D7_06_v3:97890-98951,
Pf3D7_06_v3:99781-100725,
Pf3D7_06_v3:101385-104561,
Pf3D7_06_v3:105503-106642,-1.3434736869197568
Pf3D7_06_v3:107037-111664,-0.37357908910549803
Pf3D7_06_v3:113824-115224,
Pf3D7_06_v3:116084-118024,0.25223760359680525
Pf3D7_06_v3:118638-120203,0.26430597113876064
Pf3D7_06_v3:122634-124412,
Pf3D7_06_v3:125458-126816,
Pf3D7_06_v3:128621-130036,
Pf3D7_06_v3:130329-132038,
Pf3D7_06_v3:133150-136461,-1.0060795021981637
Pf3D7_06_v3:139193-140518,
Pf3D7_06_v3:141418-148943,-0.1244088528973087
Pf3D7_06_v3:151055-152386,-0.8894896477895646
Pf3D7_06_v3:152541-160455,0.43036216945452266
Pf3D7_06_v3:161254-162381,
Pf3D7_06_v3:163828-169860,-1.9465476169830107
Pf3D7_06_v3:171301-177240,-1.5053120110187423
Pf3D7_06_v3:182216-184537,-1.1851298646729074
Pf3D7_06_v3:184892-185843,
Pf3D7_06_v3:189012-198078,-1.587936211383636
Pf3D7_06_v3:198862-204355,-1.2532240616800496
Pf3D7_06_v3:204640-206207,
Pf3D7_06_v3:206855-211159,-1.3840068741441438
Pf3D7_06_v3:217240-219507,
Pf3D7_06_v3:220407-221813,
Pf3D7_06_v3:224613-225095,
Pf3D7_06_v3:225346-227446,-1.3629789236449916
Pf3D7_06_v3:228132-234835,-1.6818765066231989
Pf3D7_06_v3:236397-237251,
Pf3D7_06_v3:237811-244521,-1.1944957731123071
Pf3D7_06_v3:247640-249166,
Pf3D7_06_v3:250612-253803,-0.9188525814559569
Pf3D7_06_v3:257604-259974,
Pf3D7_06_v3:261031-261945,
Pf3D7_06_v3:263936-264830,
Pf3D7_06_v3:265839-268399,-1.4677460638859976
Pf3D7_06_v3:270332-277762,-1.02838807883103
Pf3D7_06_v3:282049-287017,-0.9412274982005703
Pf3D7_06_v3:293864-296797,-1.473351276618293
Pf3D7_06_v3:297941-301197,
Pf3D7_06_v3:301874-303290,
Pf3D7_06_v3:304638-306042,
Pf3D7_06_v3:306384-309961,
Pf3D7_06_v3:311550-313115,
Pf3D7_06_v3:313856-316882,-1.5685817423331534
Pf3D7_06_v3:320740-328998,-0.5610411847357976
Pf3D7_06_v3:329537-331725,0.4347784589879625
Pf3D7_06_v3:335107-337368,-1.1624275916399136
Pf3D7_06_v3:337792-341760,
Pf3D7_06_v3:343212-347507,-0.9580669646781113
Pf3D7_06_v3:348010-349371,
Pf3D7_06_v3:351780-352775,
Pf3D7_06_v3:362635-363879,
Pf3D7_06_v3:365287-368459,-0.5584542574486735
Pf3D7_06_v3:370261-388494,-0.8480421748738711
Pf3D7_06_v3:392991-394611,-1.1851298646729074
Pf3D7_06_v3:396242-399289,0.06205792126527543
Pf3D7_06_v3:399813-401624,-1.5797447765297352
Pf3D7_06_v3:402722-407242,-1.0907192072955498
Pf3D7_06_v3:408041-412002,0.1861274455308438
Pf3D7_06_v3:413652-419781,-1.181488404743885
Pf3D7_06_v3:425805-431858,-1.3830851678881992
Pf3D7_06_v3:433008-434178,
Pf3D7_06_v3:434807-436465,-0.11381247544462943
Pf3D7_06_v3:437663-440545,-0.07870850046854012
Pf3D7_06_v3:444747-445157,
Pf3D7_06_v3:449291-451461,
Pf3D7_06_v3:453671-455689,
Pf3D7_06_v3:456747-460589,0.061583062406591366
Pf3D7_06_v3:463564-464676,
Pf3D7_06_v3:467481-468642,
Pf3D7_06_v3:470049-471224,
Pf3D7_06_v3:471658-474150,
Pf3D7_06_v3:485114-487066,-1.5111673478246375
Pf3D7_06_v3:490858-501140,-0.9706359588732304
Pf3D7_06_v3:509160-511130,
Pf3D7_06_v3:512972-519548,0.6651361248427197
Pf3D7_06_v3:520751-521107,
Pf3D7_06_v3:521228-521938,
Pf3D7_06_v3:523657-525105,
Pf3D7_06_v3:525987-527030,0.7594934022759713
Pf3D7_06_v3:528060-529175,1.2809372020500907
Pf3D7_06_v3:531126-533186,-0.46752927943553313
Pf3D7_06_v3:539304-539674,
Pf3D7_06_v3:540077-544798,0.8152688507289477
Pf3D7_06_v3:546964-547741,
Pf3D7_06_v3:554457-558228,-1.4480285116614695
Pf3D7_06_v3:559349-561460,
Pf3D7_06_v3:566139-578993,-0.3250668921463901
Pf3D7_06_v3:579435-585896,-1.4270863381290122
Pf3D7_06_v3:587019-588635,
Pf3D7_06_v3:589457-592264,0.8349243637779805
Pf3D7_06_v3:593172-595904,
Pf3D7_06_v3:597484-600517,
Pf3D7_06_v3:606142-607259,
Pf3D7_06_v3:609258-611102,
Pf3D7_06_v3:612471-614398,
Pf3D7_06_v3:617762-621536,-1.3110891671273097
Pf3D7_06_v3:623023-624321,
Pf3D7_06_v3:625365-627612,
Pf3D7_06_v3:627693-630317,-1.2664041179909618
Pf3D7_06_v3:630956-640174,-0.38134857033251957
Pf3D7_06_v3:644052-646169,-1.3445819484104404
Pf3D7_06_v3:646637-655596,-0.07974565755554094
Pf3D7_06_v3:657939-661789,
Pf3D7_06_v3:662435-667855,-1.5397044136701865
Pf3D7_06_v3:669860-671632,
Pf3D7_06_v3:674118-676375,
Pf3D7_06_v3:676888-677571,
Pf3D7_06_v3:678387-683429,-0.01820241665478519
Pf3D7_06_v3:684742-688857,-0.7334122281061766
Pf3D7_06_v3:689254-691131,-0.20789014644845907
Pf3D7_06_v3:695929-697494,-0.9784721813896707
Pf3D7_06_v3:699252-703217,-1.1035169255668558
Pf3D7_06_v3:704035-705168,
Pf3D7_06_v3:720535-721312,
Pf3D7_06_v3:758609-760996,
Pf3D7_06_v3:761939-764170,-1.2458490413012009
Pf3D7_06_v3:764667-765492,
Pf3D7_06_v3:770147-772506,-1.1208958267840285
Pf3D7_06_v3:775980-777835,-0.3123618760050157
Pf3D7_06_v3:779849-783296,
Pf3D7_06_v3:784354-788027,-0.6783716618028347
Pf3D7_06_v3:788707-796025,-1.0580037761344219
Pf3D7_06_v3:799397-802789,-0.9484655676285584
Pf3D7_06_v3:803374-814552,-0.9768602239087039
Pf3D7_06_v3:815622-818247,-1.3456292724462076
Pf3D7_06_v3:820069-824247,0.12375433834703924
Pf3D7_06_v3:825157-827772,-0.12204965833047406
Pf3D7_06_v3:828199-830389,
Pf3D7_06_v3:831286-839033,-1.4704672415648476
Pf3D7_06_v3:840523-841224,
Pf3D7_06_v3:841846-843363,0.21451360740833098
Pf3D7_06_v3:846523-847494,
Pf3D7_06_v3:848405-850864,
Pf3D7_06_v3:851378-852955,-0.4087727663796916
Pf3D7_06_v3:855160-857112,-1.418547312486133
Pf3D7_06_v3:859026-860114,-1.5092802816625175
Pf3D7_06_v3:862882-865416,0.15426388529120424
Pf3D7_06_v3:865845-869909,-0.32983752361784213
Pf3D7_06_v3:871297-872202,
Pf3D7_06_v3:873809-876190,
Pf3D7_06_v3:878790-880784,0.23383679011315384
Pf3D7_06_v3:884428-889614,-1.3649769363004929
Pf3D7_06_v3:891997-892777,
Pf3D7_06_v3:893450-895780,
Pf3D7_06_v3:898341-902363,-0.0651903511037273
Pf3D7_06_v3:903740-906322,-1.1355309887968994
Pf3D7_06_v3:908017-911096,-1.4248698151476444
Pf3D7_06_v3:912406-913710,
Pf3D7_06_v3:919685-924028,-0.765350880956608
Pf3D7_06_v3:925105-931074,-1.8343087502472004
Pf3D7_06_v3:937068-938651,
Pf3D7_06_v3:939660-943720,-1.4259780766383283
Pf3D7_06_v3:946129-947244,
Pf3D7_06_v3:947493-948644,
Pf3D7_06_v3:952906-954848,
Pf3D7_06_v3:956765-958756,-0.2821158783912901
Pf3D7_06_v3:959132-962545,-0.9962094372383602
Pf3D7_06_v3:963741-970955,0.15994619284492134
Pf3D7_06_v3:977183-978049,
Pf3D7_06_v3:981066-982547,
Pf3D7_06_v3:985047-986870,
Pf3D7_06_v3:990375-992198,-0.9032467398844187
Pf3D7_06_v3:999524-1007683,-0.36828806262627933
Pf3D7_06_v3:1011429-1014569,
Pf3D7_06_v3:1020024-1021875,
Pf3D7_06_v3:1023015-1024214,
Pf3D7_06_v3:1025179-1026336,-0.837900552433861
Pf3D7_06_v3:1026823-1031157,-1.631792183224121
Pf3D7_06_v3:1039655-1041550,
Pf3D7_06_v3:1043546-1045474,
Pf3D7_06_v3:1046986-1048052,
Pf3D7_06_v3:1048710-1053965,-1.5129340056876375
Pf3D7_06_v3:1058666-1059922,
Pf3D7_06_v3:1061115-1062891,
Pf3D7_06_v3:1065147-1068626,-1.0356062059515712
Pf3D7_06_v3:1075018-1076136,
Pf3D7_06_v3:1078995-1081320,
Pf3D7_06_v3:1089190-1094328,
Pf3D7_06_v3:1095065-1096373,-1.423214780089774
Pf3D7_06_v3:1097300-1098649,
Pf3D7_06_v3:1104015-1105199,
Pf3D7_06_v3:1108197-1111640,
Pf3D7_06_v3:1114544-1117537,-0.8784423540331692
Pf3D7_06_v3:1122801-1153664,-1.3488984211270945
Pf3D7_06_v3:1159862-1169080,-1.9189835056889633
Pf3D7_06_v3:1185996-1188644,
Pf3D7_06_v3:1189472-1193978,-1.0031558873104565
Pf3D7_06_v3:1196041-1198038,
Pf3D7_06_v3:1205190-1207781,-0.3732364549171895
Pf3D7_06_v3:1210420-1212762,
Pf3D7_06_v3:1213948-1216005,0.20470671169640936
Pf3D7_06_v3:1221941-1242922,-1.143820222854054
Pf3D7_06_v3:1252052-1253985,
Pf3D7_06_v3:1254907-1256940,
Pf3D7_06_v3:1258880-1259939,
Pf3D7_06_v3:1260398-1269596,0.3702726636135644
Pf3D7_06_v3:1272363-1273532,-0.9359888814762549
Pf3D7_06_v3:1276329-1277825,-0.0543958718506719
Pf3D7_06_v3:1279820-1283246,3.073637774592079
Pf3D7_06_v3:1285058-1287031,-0.19293718950948366
Pf3D7_06_v3:1288237-1290805,0.20847099375616837
Pf3D7_06_v3:1291035-1292972,-0.9668747918722912
Pf3D7_07_v3:101694-102285,
Pf3D7_07_v3:104957-105989,-1.0050160267657469
Pf3D7_07_v3:115239-120770,-1.301333290429699
Pf3D7_07_v3:122513-127135,-1.3012562484845183
Pf3D7_07_v3:129370-131832,-1.363344157984152
Pf3D7_07_v3:135606-142505,-0.5973310803909042
Pf3D7_07_v3:144019-145953,-0.012242030548392445
Pf3D7_07_v3:146645-147394,
Pf3D7_07_v3:149804-152980,-0.8607393553623299
Pf3D7_07_v3:153320-166396,-0.7903552540434673
Pf3D7_07_v3:167489-177295,-1.4601757990104396
Pf3D7_07_v3:180036-190715,-1.4327410186039786
Pf3D7_07_v3:191309-194890,-1.5272030538085706
Pf3D7_07_v3:197691-203249,-0.9693814036500981
Pf3D7_07_v3:204718-207750,-0.6020633719791854
Pf3D7_07_v3:208690-213501,-1.336512983766244
Pf3D7_07_v3:216024-229072,-0.7068874005592002
Pf3D7_07_v3:233401-237414,
Pf3D7_07_v3:238159-242052,-0.883607221462836
Pf3D7_07_v3:243898-245016,
Pf3D7_07_v3:246259-250152,-1.3795523850564
Pf3D7_07_v3:252282-255251,-1.6127663541816766
Pf3D7_07_v3:256086-260684,-0.8829070994771402
Pf3D7_07_v3:264973-267438,
Pf3D7_07_v3:270022-278706,-1.3609073709902952
Pf3D7_07_v3:281035-284433,-1.31266800714549
Pf3D7_07_v3:287597-289088,
Pf3D7_07_v3:293400-297089,-1.5309921926537917
Pf3D7_07_v3:297506-303059,0.23149339389403123
Pf3D7_07_v3:304315-304755,
Pf3D7_07_v3:309902-315022,
Pf3D7_07_v3:320248-322281,
Pf3D7_07_v3:322907-325528,
Pf3D7_07_v3:329936-336325,1.072102279638628
Pf3D7_07_v3:338885-342083,
Pf3D7_07_v3:343912-345903,
Pf3D7_07_v3:348277-353082,-1.0559015564747845
Pf3D7_07_v3:362005-365779,-1.512959064765544
Pf3D7_07_v3:366929-367708,
Pf3D7_07_v3:368707-371672,1.3108962953274643
Pf3D7_07_v3:374243-377393,-0.9457464681827621
Pf3D7_07_v3:381592-384614,
Pf3D7_07_v3:385583-388321,-0.20623089665428698
Pf3D7_07_v3:395711-398332,
Pf3D7_07_v3:403222-406317,2.8384061235150724
Pf3D7_07_v3:408215-411961,-1.3936362848781396
Pf3D7_07_v3:412343-413161,-0.6348461808787353
Pf3D7_07_v3:413560-421749,0.10406158602791223
Pf3D7_07_v3:423236-427234,0.8715138121614979
Pf3D7_07_v3:429857-433758,-0.7339842331450532
Pf3D7_07_v3:435089-436195,1.0588799440619567
Pf3D7_07_v3:438557-445881,-1.6636275314601687
Pf3D7_07_v3:447515-458496,0.23340104955729352
Pf3D7_07_v3:460057-461436,-0.016337505856280906
Pf3D7_07_v3:463105-471837,1.234784262602895
Pf3D7_07_v3:472501-473541,2.0564721213332353
Pf3D7_07_v3:474623-475720,1.3965237129744448
Pf3D7_07_v3:476116-477552,0.24794564253030776
Pf3D7_07_v3:482701-483831,
Pf3D7_07_v3:484838-486037,0.3615745524210436
Pf3D7_07_v3:487281-490970,-0.6883233120341139
Pf3D7_07_v3:495238-498240,0.450773527328248
Pf3D7_07_v3:499336-499695,
Pf3D7_07_v3:500408-502594,-0.4539935089149398
Pf3D7_07_v3:505245-507311,1.088110876829936
Pf3D7_07_v3:612458-613740,
Pf3D7_07_v3:614385-617249,1.274571800184961
Pf3D7_07_v3:617933-620867,0.7774595017361091
Pf3D7_07_v3:621463-623521,
Pf3D7_07_v3:624379-625300,
Pf3D7_07_v3:627067-637776,-0.23982821988405048
Pf3D7_07_v3:646719-648767,-1.121145701727591
Pf3D7_07_v3:650834-654919,-1.5896252204993206
Pf3D7_07_v3:656871-661669,-1.4083214581469068
Pf3D7_07_v3:667985-669712,
Pf3D7_07_v3:673451-674419,-0.10460021486509177
Pf3D7_07_v3:676061-682681,-1.333418865747635
Pf3D7_07_v3:684539-686691,
Pf3D7_07_v3:687891-688848,
Pf3D7_07_v3:691068-693332,-1.314507739183101
Pf3D7_07_v3:695600-696904,-0.8477779010061355
Pf3D7_07_v3:699239-700909,-0.7570791297519716
Pf3D7_07_v3:703207-706584,0.18215330771708388
Pf3D7_07_v3:707699-710908,-0.8191586030755451
Pf3D7_07_v3:712469-714967,-1.114150655821631
Pf3D7_07_v3:717281-718968,-0.04301131597022862
Pf3D7_07_v3:721717-724715,
Pf3D7_07_v3:725296-727219,0.4182984279022693
Pf3D7_07_v3:728109-731126,-1.0494486156929335
Pf3D7_07_v3:732070-733496,
Pf3D7_07_v3:736370-737338,
Pf3D7_07_v3:738578-741209,
Pf3D7_07_v3:742010-744901,-1.1517550977320674
Pf3D7_07_v3:745191-746663,
Pf3D7_07_v3:748990-750699,-0.8379005524338609
Pf3D7_07_v3:751877-754132,0.6245027109783103
Pf3D7_07_v3:755763-757696,
Pf3D7_07_v3:764794-766413,
Pf3D7_07_v3:767357-771949,-0.9572392879941378
Pf3D7_07_v3:772951-775264,
Pf3D7_07_v3:776141-795637,-1.4148498481311886
Pf3D7_07_v3:796514-804739,-1.5645486194214826
Pf3D7_07_v3:812301-820635,-0.6477790440958019
Pf3D7_07_v3:824445-825884,
Pf3D7_07_v3:826837-831305,
Pf3D7_07_v3:831549-832922,
Pf3D7_07_v3:833630-835051,
Pf3D7_07_v3:835957-836861,
Pf3D7_07_v3:838990-840024,
Pf3D7_07_v3:844495-847593,
Pf3D7_07_v3:848398-853593,-0.21447771556633313
Pf3D7_07_v3:854652-856654,
Pf3D7_07_v3:863452-864813,
Pf3D7_07_v3:865927-876132,-1.8448028998164427
Pf3D7_07_v3:877865-878632,
Pf3D7_07_v3:880465-880863,
Pf3D7_07_v3:882936-884988,-1.3110096584742115
Pf3D7_07_v3:887816-889378,
Pf3D7_07_v3:891683-899051,-0.3871453583379756
Pf3D7_07_v3:899751-901137,
Pf3D7_07_v3:904143-914671,-0.55058861756862
Pf3D7_07_v3:917958-920816,0.015341889220054503
Pf3D7_07_v3:922285-924984,-0.45398843115951765
Pf3D7_07_v3:928514-930853,-1.1088130966951173
Pf3D7_07_v3:931459-932164,-0.1758406274887746
Pf3D7_07_v3:935497-936900,
Pf3D7_07_v3:941776-942513,
Pf3D7_07_v3:949449-953114,-0.9784721813896707
Pf3D7_07_v3:954784-956343,
Pf3D7_07_v3:956920-958017,
Pf3D7_07_v3:963370-965109,
Pf3D7_07_v3:970492-971877,-1.3467375339368912
Pf3D7_07_v3:975766-978408,
Pf3D7_07_v3:978920-983188,-0.04420144024139215
Pf3D7_07_v3:988145-991243,
Pf3D7_07_v3:993232-1000233,
Pf3D7_07_v3:1000701-1004746,-1.4480034525835626
Pf3D7_07_v3:1006335-1012145,-1.2686206409723295
Pf3D7_07_v3:1013295-1016449,
Pf3D7_07_v3:1019384-1020667,
Pf3D7_07_v3:1026444-1033077,
Pf3D7_07_v3:1034969-1046109,-0.2811644866439125
Pf3D7_07_v3:1047427-1049362,
Pf3D7_07_v3:1052465-1058158,-1.5439817136761822
Pf3D7_07_v3:1058933-1062976,-1.1154122592564817
Pf3D7_07_v3:1065252-1070240,-0.32736814394472985
Pf3D7_07_v3:1072202-1074754,-0.28657970084640805
Pf3D7_07_v3:1093566-1096122,1.8439019024273215
Pf3D7_07_v3:1100134-1102967,-1.4276786686323573
Pf3D7_07_v3:1104156-1108364,
Pf3D7_07_v3:1108831-1124492,-0.8072683491938447
Pf3D7_07_v3:1126556-1136577,-1.9397720590597212
Pf3D7_07_v3:1140479-1142754,-1.2477374540414152
Pf3D7_07_v3:1143303-1143815,
Pf3D7_07_v3:1147570-1151058,-0.39040761085517306
Pf3D7_07_v3:1152155-1155355,
Pf3D7_07_v3:1156748-1158409,0.8596832105958048
Pf3D7_07_v3:1159700-1161820,-0.6468069341524748
Pf3D7_07_v3:1164455-1166578,-0.5287497631596453
Pf3D7_07_v3:1167441-1170817,-1.1738443430801062
Pf3D7_07_v3:1171286-1174156,-0.24194147629522963
Pf3D7_07_v3:1175944-1181700,-1.1194016668319604
Pf3D7_07_v3:1184401-1190172,-1.014639726477343
Pf3D7_07_v3:1193616-1210301,-0.8255583388508818
Pf3D7_07_v3:1211657-1213517,
Pf3D7_07_v3:1213841-1214476,-1.4274353178892543
Pf3D7_07_v3:1218426-1225473,-1.0208542941995644
Pf3D7_07_v3:1226029-1228714,-1.4489496956569299
Pf3D7_07_v3:1232272-1234672,
Pf3D7_07_v3:1238446-1246188,-1.8994539133243995
Pf3D7_07_v3:1247398-1248264,-1.1838695801031067
Pf3D7_07_v3:1248837-1251503,-1.492974649852675
Pf3D7_07_v3:1252847-1254097,
Pf3D7_07_v3:1255371-1257653,-0.7812964638750078
Pf3D7_07_v3:1258787-1259730,-0.461470956052145
