,0
698,Pf3D7_04_v3:777200-779424
699,Pf3D7_04_v3:777200-779424
700,Pf3D7_04_v3:780250-783246
701,Pf3D7_04_v3:784194-786430
702,Pf3D7_04_v3:784194-786430
703,Pf3D7_04_v3:784194-786430
704,Pf3D7_04_v3:817400-818689
705,Pf3D7_04_v3:829963-830594
706,Pf3D7_04_v3:841196-842905
707,Pf3D7_04_v3:841196-842905
708,Pf3D7_04_v3:841196-842905
709,Pf3D7_04_v3:843562-845169
710,Pf3D7_04_v3:849793-852242
711,Pf3D7_04_v3:852510-853566
712,Pf3D7_04_v3:854879-855289
713,Pf3D7_04_v3:854879-855289
714,Pf3D7_04_v3:854879-855289
715,Pf3D7_04_v3:855898-857049
716,Pf3D7_04_v3:855898-857049
717,Pf3D7_04_v3:855898-857049
718,Pf3D7_04_v3:866501-868111
719,Pf3D7_04_v3:870737-871873
720,Pf3D7_04_v3:870737-871873
721,Pf3D7_04_v3:870737-871873
722,Pf3D7_04_v3:873138-874115
723,Pf3D7_04_v3:874811-875521
724,Pf3D7_04_v3:930404-931608
725,Pf3D7_04_v3:930404-931608
726,Pf3D7_04_v3:930404-931608
727,Pf3D7_04_v3:935031-941875
728,Pf3D7_04_v3:935031-941875
729,Pf3D7_04_v3:935031-941875
730,Pf3D7_04_v3:946169-953773
731,Pf3D7_04_v3:946169-953773
732,Pf3D7_04_v3:946169-953773
733,Pf3D7_04_v3:958067-965611
734,Pf3D7_04_v3:958067-965611
735,Pf3D7_04_v3:958067-965611
736,Pf3D7_04_v3:969031-976591
737,Pf3D7_04_v3:969031-976591
738,Pf3D7_04_v3:969031-976591
739,Pf3D7_04_v3:995998-996252
740,Pf3D7_04_v3:997240-997455
741,Pf3D7_04_v3:998647-1000185
742,Pf3D7_04_v3:1001613-1002770
743,Pf3D7_04_v3:1022487-1024166
744,Pf3D7_04_v3:1022487-1024166
745,Pf3D7_04_v3:1022487-1024166
746,Pf3D7_04_v3:1026648-1027399
747,Pf3D7_04_v3:1038697-1039119
748,Pf3D7_04_v3:1038697-1039119
749,Pf3D7_04_v3:1038697-1039119
750,Pf3D7_04_v3:1040470-1041642
751,Pf3D7_04_v3:1040470-1041642
752,Pf3D7_04_v3:1040470-1041642
753,Pf3D7_04_v3:1045381-1046696
754,Pf3D7_04_v3:1045381-1046696
755,Pf3D7_04_v3:1045381-1046696
756,Pf3D7_04_v3:1047696-1048478
757,Pf3D7_04_v3:1049270-1049894
758,Pf3D7_04_v3:1049270-1049894
759,Pf3D7_04_v3:1049270-1049894
760,Pf3D7_04_v3:1050407-1050974
761,Pf3D7_04_v3:1051576-1053006
762,Pf3D7_04_v3:1055665-1056318
763,Pf3D7_04_v3:1055665-1056318
764,Pf3D7_04_v3:1055665-1056318
765,Pf3D7_04_v3:1058997-1060551
766,Pf3D7_04_v3:1058997-1060551
767,Pf3D7_04_v3:1058997-1060551
768,Pf3D7_04_v3:1071435-1071845
769,Pf3D7_04_v3:1077926-1078488
770,Pf3D7_04_v3:1113345-1114486
771,Pf3D7_04_v3:1123986-1125004
772,Pf3D7_04_v3:1156423-1167821
773,Pf3D7_04_v3:1156423-1167821
774,Pf3D7_04_v3:1156423-1167821
775,Pf3D7_04_v3:1173053-1180226
776,Pf3D7_04_v3:1173053-1180226
777,Pf3D7_04_v3:1173053-1180226
778,Pf3D7_05_v3:20929-28456
779,Pf3D7_05_v3:20929-28456
780,Pf3D7_05_v3:20929-28456
781,Pf3D7_05_v3:50422-52510
782,Pf3D7_05_v3:64065-65489
783,Pf3D7_05_v3:68930-70113
784,Pf3D7_05_v3:81134-82336
785,Pf3D7_05_v3:81134-82336
786,Pf3D7_05_v3:81134-82336
787,Pf3D7_05_v3:86820-89201
788,Pf3D7_05_v3:91361-94591
789,Pf3D7_05_v3:102193-102897
790,Pf3D7_05_v3:104256-105737
791,Pf3D7_05_v3:107075-107938
792,Pf3D7_05_v3:120107-121455
793,Pf3D7_05_v3:120107-121455
794,Pf3D7_05_v3:120107-121455
795,Pf3D7_05_v3:122449-122862
796,Pf3D7_05_v3:123332-123904
797,Pf3D7_05_v3:125116-126514
798,Pf3D7_05_v3:135004-135930
799,Pf3D7_05_v3:135004-135930
800,Pf3D7_05_v3:135004-135930
801,Pf3D7_05_v3:140710-141471
802,Pf3D7_05_v3:140710-141471
803,Pf3D7_05_v3:140710-141471
804,Pf3D7_05_v3:151422-152384
805,Pf3D7_05_v3:165650-166642
806,Pf3D7_05_v3:165650-166642
807,Pf3D7_05_v3:165650-166642
808,Pf3D7_05_v3:169549-170590
809,Pf3D7_05_v3:169549-170590
810,Pf3D7_05_v3:169549-170590
811,Pf3D7_05_v3:172150-174417
812,Pf3D7_05_v3:172150-174417
813,Pf3D7_05_v3:172150-174417
814,Pf3D7_05_v3:174989-176433
815,Pf3D7_05_v3:174989-176433
816,Pf3D7_05_v3:174989-176433
817,Pf3D7_05_v3:177410-178555
818,Pf3D7_05_v3:177410-178555
819,Pf3D7_05_v3:177410-178555
820,Pf3D7_05_v3:206450-208375
821,Pf3D7_05_v3:245933-246934
822,Pf3D7_05_v3:252047-252606
823,Pf3D7_05_v3:252047-252606
824,Pf3D7_05_v3:252047-252606
825,Pf3D7_05_v3:254473-255517
826,Pf3D7_05_v3:256225-257378
827,Pf3D7_05_v3:257748-258831
828,Pf3D7_05_v3:257748-258831
829,Pf3D7_05_v3:257748-258831
830,Pf3D7_05_v3:259764-260747
831,Pf3D7_05_v3:259764-260747
832,Pf3D7_05_v3:259764-260747
833,Pf3D7_05_v3:262672-263925
834,Pf3D7_05_v3:262672-263925
835,Pf3D7_05_v3:262672-263925
836,Pf3D7_05_v3:280886-283345
837,Pf3D7_05_v3:284691-288023
838,Pf3D7_05_v3:292696-293474
839,Pf3D7_05_v3:292696-293474
840,Pf3D7_05_v3:292696-293474
841,Pf3D7_05_v3:298427-300736
842,Pf3D7_05_v3:305961-306422
843,Pf3D7_05_v3:307490-309556
844,Pf3D7_05_v3:313199-315157
845,Pf3D7_05_v3:316766-318361
846,Pf3D7_05_v3:316766-318361
847,Pf3D7_05_v3:316766-318361
848,Pf3D7_05_v3:328666-329715
849,Pf3D7_05_v3:337426-339025
850,Pf3D7_05_v3:337426-339025
851,Pf3D7_05_v3:337426-339025
852,Pf3D7_05_v3:342205-343233
853,Pf3D7_05_v3:356222-357010
854,Pf3D7_05_v3:363588-364442
855,Pf3D7_05_v3:376855-378452
856,Pf3D7_05_v3:376855-378452
857,Pf3D7_05_v3:376855-378452
858,Pf3D7_05_v3:388696-389191
859,Pf3D7_05_v3:401437-402771
860,Pf3D7_05_v3:401437-402771
861,Pf3D7_05_v3:401437-402771
862,Pf3D7_05_v3:403342-405642
863,Pf3D7_05_v3:405961-407897
864,Pf3D7_05_v3:416365-417309
865,Pf3D7_05_v3:437495-439738
866,Pf3D7_05_v3:437495-439738
867,Pf3D7_05_v3:437495-439738
868,Pf3D7_05_v3:440779-441879
869,Pf3D7_05_v3:444260-445579
870,Pf3D7_05_v3:445983-448502
871,Pf3D7_05_v3:461017-464399
872,Pf3D7_05_v3:461017-464399
873,Pf3D7_05_v3:461017-464399
874,Pf3D7_05_v3:467585-468100
875,Pf3D7_05_v3:467585-468100
876,Pf3D7_05_v3:467585-468100
877,Pf3D7_05_v3:469276-469842
878,Pf3D7_05_v3:517259-517885
879,Pf3D7_05_v3:517259-517885
880,Pf3D7_05_v3:517259-517885
881,Pf3D7_05_v3:519129-520078
882,Pf3D7_05_v3:520720-522693
883,Pf3D7_05_v3:525026-527218
884,Pf3D7_05_v3:525026-527218
885,Pf3D7_05_v3:525026-527218
886,Pf3D7_05_v3:527639-528666
887,Pf3D7_05_v3:528846-529409
888,Pf3D7_05_v3:528846-529409
889,Pf3D7_05_v3:528846-529409
890,Pf3D7_05_v3:533556-534338
891,Pf3D7_05_v3:533556-534338
892,Pf3D7_05_v3:533556-534338
893,Pf3D7_05_v3:536273-536977
894,Pf3D7_05_v3:536273-536977
895,Pf3D7_05_v3:536273-536977
896,Pf3D7_05_v3:539731-542593
897,Pf3D7_05_v3:544540-545993
898,Pf3D7_05_v3:546734-547579
899,Pf3D7_05_v3:553990-554787
900,Pf3D7_05_v3:557039-558012
901,Pf3D7_05_v3:557039-558012
902,Pf3D7_05_v3:557039-558012
903,Pf3D7_05_v3:571058-572661
904,Pf3D7_05_v3:573588-574248
905,Pf3D7_05_v3:573588-574248
906,Pf3D7_05_v3:573588-574248
907,Pf3D7_05_v3:574941-578505
908,Pf3D7_05_v3:581227-584124
909,Pf3D7_05_v3:585357-585980
910,Pf3D7_05_v3:587752-588677
911,Pf3D7_05_v3:588921-590769
912,Pf3D7_05_v3:588921-590769
913,Pf3D7_05_v3:588921-590769
914,Pf3D7_05_v3:605027-606330
915,Pf3D7_05_v3:605027-606330
916,Pf3D7_05_v3:605027-606330
917,Pf3D7_05_v3:607105-608451
918,Pf3D7_05_v3:615282-617993
919,Pf3D7_05_v3:624719-626481
920,Pf3D7_05_v3:624719-626481
921,Pf3D7_05_v3:624719-626481
922,Pf3D7_05_v3:627298-627961
923,Pf3D7_05_v3:653966-655336
924,Pf3D7_05_v3:658423-658677
925,Pf3D7_05_v3:660150-661136
926,Pf3D7_05_v3:660150-661136
927,Pf3D7_05_v3:660150-661136
928,Pf3D7_05_v3:675809-676614
929,Pf3D7_05_v3:675809-676614
930,Pf3D7_05_v3:675809-676614
931,Pf3D7_05_v3:681430-682437
932,Pf3D7_05_v3:681430-682437
933,Pf3D7_05_v3:681430-682437
934,Pf3D7_05_v3:712762-713772
935,Pf3D7_05_v3:712762-713772
936,Pf3D7_05_v3:712762-713772
937,Pf3D7_05_v3:715765-716675
938,Pf3D7_05_v3:715765-716675
939,Pf3D7_05_v3:715765-716675
940,Pf3D7_05_v3:724681-725751
941,Pf3D7_05_v3:724681-725751
942,Pf3D7_05_v3:724681-725751
943,Pf3D7_05_v3:743179-745329
944,Pf3D7_05_v3:745798-746634
945,Pf3D7_05_v3:747795-749677
946,Pf3D7_05_v3:758503-758898
947,Pf3D7_05_v3:759831-760998
948,Pf3D7_05_v3:762103-762792
949,Pf3D7_05_v3:762103-762792
950,Pf3D7_05_v3:762103-762792
951,Pf3D7_05_v3:763532-766903
952,Pf3D7_05_v3:783638-784991
953,Pf3D7_05_v3:783638-784991
954,Pf3D7_05_v3:783638-784991
955,Pf3D7_05_v3:785664-786565
956,Pf3D7_05_v3:785664-786565
957,Pf3D7_05_v3:785664-786565
958,Pf3D7_05_v3:788599-789480
959,Pf3D7_05_v3:790399-790773
960,Pf3D7_05_v3:791719-792936
961,Pf3D7_05_v3:798036-798775
962,Pf3D7_05_v3:798036-798775
963,Pf3D7_05_v3:798036-798775
964,Pf3D7_05_v3:817066-819139
965,Pf3D7_05_v3:817066-819139
966,Pf3D7_05_v3:817066-819139
967,Pf3D7_05_v3:828953-829883
968,Pf3D7_05_v3:828953-829883
969,Pf3D7_05_v3:828953-829883
970,Pf3D7_05_v3:838428-839083
971,Pf3D7_05_v3:838428-839083
972,Pf3D7_05_v3:838428-839083
973,Pf3D7_05_v3:839655-840560
974,Pf3D7_05_v3:839655-840560
975,Pf3D7_05_v3:839655-840560
976,Pf3D7_05_v3:841723-842655
977,Pf3D7_05_v3:843586-844817
978,Pf3D7_05_v3:843586-844817
979,Pf3D7_05_v3:843586-844817
980,Pf3D7_05_v3:845843-848767
981,Pf3D7_05_v3:870184-874570
982,Pf3D7_05_v3:878068-879762
983,Pf3D7_05_v3:880065-880355
984,Pf3D7_05_v3:896018-896940
985,Pf3D7_05_v3:896018-896940
986,Pf3D7_05_v3:896018-896940
987,Pf3D7_05_v3:897465-899756
988,Pf3D7_05_v3:901414-902173
989,Pf3D7_05_v3:901414-902173
990,Pf3D7_05_v3:901414-902173
991,Pf3D7_05_v3:902613-904844
992,Pf3D7_05_v3:942767-943873
993,Pf3D7_05_v3:942767-943873
994,Pf3D7_05_v3:942767-943873
995,Pf3D7_05_v3:944184-944931
996,Pf3D7_05_v3:970266-970962
997,Pf3D7_05_v3:970266-970962
998,Pf3D7_05_v3:970266-970962
999,Pf3D7_05_v3:973518-975876
1000,Pf3D7_05_v3:973518-975876
1001,Pf3D7_05_v3:973518-975876
1002,Pf3D7_05_v3:976690-977815
1003,Pf3D7_05_v3:976690-977815
1004,Pf3D7_05_v3:976690-977815
1005,Pf3D7_05_v3:978665-979870
1006,Pf3D7_05_v3:978665-979870
1007,Pf3D7_05_v3:978665-979870
1008,Pf3D7_05_v3:980754-985354
1009,Pf3D7_05_v3:993433-994607
1010,Pf3D7_05_v3:993433-994607
1011,Pf3D7_05_v3:993433-994607
1012,Pf3D7_05_v3:998753-1002124
1013,Pf3D7_05_v3:1008636-1009404
1014,Pf3D7_05_v3:1008636-1009404
1015,Pf3D7_05_v3:1008636-1009404
1016,Pf3D7_05_v3:1010951-1012171
1017,Pf3D7_05_v3:1013453-1014550
1018,Pf3D7_05_v3:1016198-1016569
1019,Pf3D7_05_v3:1017809-1018582
1020,Pf3D7_05_v3:1021408-1024307
1021,Pf3D7_05_v3:1027396-1030362
1022,Pf3D7_05_v3:1036229-1038343
1023,Pf3D7_05_v3:1041745-1043766
1024,Pf3D7_05_v3:1052468-1053913
1025,Pf3D7_05_v3:1057651-1059054
1026,Pf3D7_05_v3:1066526-1067712
1027,Pf3D7_05_v3:1068516-1069285
1028,Pf3D7_05_v3:1068516-1069285
1029,Pf3D7_05_v3:1068516-1069285
1030,Pf3D7_05_v3:1071247-1072149
1031,Pf3D7_05_v3:1073646-1075644
1032,Pf3D7_05_v3:1073646-1075644
1033,Pf3D7_05_v3:1073646-1075644
1034,Pf3D7_05_v3:1075913-1078333
1035,Pf3D7_05_v3:1075913-1078333
1036,Pf3D7_05_v3:1075913-1078333
1037,Pf3D7_05_v3:1079779-1081008
1038,Pf3D7_05_v3:1081558-1083816
1039,Pf3D7_05_v3:1088423-1089508
1040,Pf3D7_05_v3:1117261-1119651
1041,Pf3D7_05_v3:1123610-1124595
1042,Pf3D7_05_v3:1123610-1124595
1043,Pf3D7_05_v3:1123610-1124595
1044,Pf3D7_05_v3:1129959-1130754
1045,Pf3D7_05_v3:1129959-1130754
1046,Pf3D7_05_v3:1129959-1130754
1047,Pf3D7_05_v3:1135976-1137870
1048,Pf3D7_05_v3:1143618-1145359
1049,Pf3D7_05_v3:1143618-1145359
1050,Pf3D7_05_v3:1143618-1145359
1051,Pf3D7_05_v3:1153676-1155673
1052,Pf3D7_05_v3:1153676-1155673
1053,Pf3D7_05_v3:1153676-1155673
1054,Pf3D7_05_v3:1156205-1156579
1055,Pf3D7_05_v3:1163408-1165072
1056,Pf3D7_05_v3:1166520-1168010
1057,Pf3D7_05_v3:1166520-1168010
1058,Pf3D7_05_v3:1166520-1168010
1059,Pf3D7_05_v3:1176969-1177286
1060,Pf3D7_05_v3:1176969-1177286
1061,Pf3D7_05_v3:1176969-1177286
1062,Pf3D7_05_v3:1178276-1178890
1063,Pf3D7_05_v3:1178276-1178890
1064,Pf3D7_05_v3:1178276-1178890
1065,Pf3D7_05_v3:1180425-1182038
1066,Pf3D7_05_v3:1183916-1185639
1067,Pf3D7_05_v3:1186787-1188946
1068,Pf3D7_05_v3:1191000-1191682
1069,Pf3D7_05_v3:1191000-1191682
1070,Pf3D7_05_v3:1191000-1191682
1071,Pf3D7_05_v3:1192973-1195332
1072,Pf3D7_05_v3:1196315-1197389
1073,Pf3D7_05_v3:1206473-1207679
1074,Pf3D7_05_v3:1206473-1207679
1075,Pf3D7_05_v3:1206473-1207679
1076,Pf3D7_05_v3:1220777-1221992
1077,Pf3D7_05_v3:1224598-1224891
1078,Pf3D7_05_v3:1224598-1224891
1079,Pf3D7_05_v3:1224598-1224891
1080,Pf3D7_05_v3:1226883-1227757
1081,Pf3D7_05_v3:1226883-1227757
1082,Pf3D7_05_v3:1226883-1227757
1083,Pf3D7_05_v3:1229077-1230651
1084,Pf3D7_05_v3:1229077-1230651
1085,Pf3D7_05_v3:1229077-1230651
1086,Pf3D7_05_v3:1233401-1238086
1087,Pf3D7_05_v3:1248368-1249961
1088,Pf3D7_05_v3:1254282-1254796
1089,Pf3D7_05_v3:1254282-1254796
1090,Pf3D7_05_v3:1254282-1254796
1091,Pf3D7_05_v3:1255221-1257254
1092,Pf3D7_05_v3:1279958-1280599
1093,Pf3D7_05_v3:1279958-1280599
1094,Pf3D7_05_v3:1279958-1280599
1095,Pf3D7_05_v3:1301224-1301769
1096,Pf3D7_05_v3:1312471-1314154
1097,Pf3D7_06_v3:3503-12835
1098,Pf3D7_06_v3:3503-12835
1099,Pf3D7_06_v3:3503-12835
1100,Pf3D7_06_v3:18586-22721
1101,Pf3D7_06_v3:18586-22721
1102,Pf3D7_06_v3:18586-22721
1103,Pf3D7_06_v3:29618-31484
1104,Pf3D7_06_v3:29618-31484
1105,Pf3D7_06_v3:29618-31484
1106,Pf3D7_06_v3:47463-48261
1107,Pf3D7_06_v3:47463-48261
1108,Pf3D7_06_v3:47463-48261
1109,Pf3D7_06_v3:68833-69693
1110,Pf3D7_06_v3:68833-69693
1111,Pf3D7_06_v3:68833-69693
1112,Pf3D7_06_v3:78190-78784
1113,Pf3D7_06_v3:92506-96668
1114,Pf3D7_06_v3:97890-98951
1115,Pf3D7_06_v3:113824-115224
1116,Pf3D7_06_v3:122634-124412
1117,Pf3D7_06_v3:125458-126816
1118,Pf3D7_06_v3:130329-132038
1119,Pf3D7_06_v3:139193-140518
1120,Pf3D7_06_v3:161254-162381
1121,Pf3D7_06_v3:180936-181481
1122,Pf3D7_06_v3:180936-181481
1123,Pf3D7_06_v3:180936-181481
1124,Pf3D7_06_v3:184892-185843
1125,Pf3D7_06_v3:204640-206207
1126,Pf3D7_06_v3:212415-213032
1127,Pf3D7_06_v3:212415-213032
1128,Pf3D7_06_v3:212415-213032
1129,Pf3D7_06_v3:213558-214142
1130,Pf3D7_06_v3:213558-214142
1131,Pf3D7_06_v3:213558-214142
1132,Pf3D7_06_v3:217240-219507
1133,Pf3D7_06_v3:220407-221813
1134,Pf3D7_06_v3:222739-224287
1135,Pf3D7_06_v3:222739-224287
1136,Pf3D7_06_v3:222739-224287
1137,Pf3D7_06_v3:247640-249166
1138,Pf3D7_06_v3:257604-259974
1139,Pf3D7_06_v3:261031-261945
1140,Pf3D7_06_v3:262826-263194
1141,Pf3D7_06_v3:262826-263194
1142,Pf3D7_06_v3:262826-263194
1143,Pf3D7_06_v3:263936-264830
1144,Pf3D7_06_v3:265839-268399
1145,Pf3D7_06_v3:288377-289276
1146,Pf3D7_06_v3:288377-289276
1147,Pf3D7_06_v3:288377-289276
1148,Pf3D7_06_v3:290426-291085
1149,Pf3D7_06_v3:290426-291085
1150,Pf3D7_06_v3:290426-291085
1151,Pf3D7_06_v3:297941-301197
1152,Pf3D7_06_v3:301874-303290
1153,Pf3D7_06_v3:306384-309961
1154,Pf3D7_06_v3:311550-313115
1155,Pf3D7_06_v3:320740-328998
1156,Pf3D7_06_v3:332343-334934
1157,Pf3D7_06_v3:332343-334934
1158,Pf3D7_06_v3:332343-334934
1159,Pf3D7_06_v3:337792-341760
1160,Pf3D7_06_v3:341874-342821
1161,Pf3D7_06_v3:341874-342821
1162,Pf3D7_06_v3:341874-342821
1163,Pf3D7_06_v3:348010-349371
1164,Pf3D7_06_v3:349946-350515
1165,Pf3D7_06_v3:349946-350515
1166,Pf3D7_06_v3:349946-350515
1167,Pf3D7_06_v3:351780-352775
1168,Pf3D7_06_v3:355229-356276
1169,Pf3D7_06_v3:355229-356276
1170,Pf3D7_06_v3:355229-356276
1171,Pf3D7_06_v3:358391-360203
1172,Pf3D7_06_v3:358391-360203
1173,Pf3D7_06_v3:358391-360203
1174,Pf3D7_06_v3:362635-363879
1175,Pf3D7_06_v3:388915-390748
1176,Pf3D7_06_v3:388915-390748
1177,Pf3D7_06_v3:388915-390748
1178,Pf3D7_06_v3:399813-401624
1179,Pf3D7_06_v3:421157-422622
1180,Pf3D7_06_v3:421157-422622
1181,Pf3D7_06_v3:421157-422622
1182,Pf3D7_06_v3:433008-434178
1183,Pf3D7_06_v3:444747-445157
1184,Pf3D7_06_v3:449291-451461
1185,Pf3D7_06_v3:452667-453446
1186,Pf3D7_06_v3:452667-453446
1187,Pf3D7_06_v3:452667-453446
1188,Pf3D7_06_v3:453671-455689
1189,Pf3D7_06_v3:456747-460589
1190,Pf3D7_06_v3:463564-464676
1191,Pf3D7_06_v3:466198-466449
1192,Pf3D7_06_v3:466198-466449
1193,Pf3D7_06_v3:466198-466449
1194,Pf3D7_06_v3:467481-468642
1195,Pf3D7_06_v3:470049-471224
1196,Pf3D7_06_v3:471658-474150
1197,Pf3D7_06_v3:482825-483907
1198,Pf3D7_06_v3:482825-483907
1199,Pf3D7_06_v3:482825-483907
1200,Pf3D7_06_v3:485114-487066
1201,Pf3D7_06_v3:488579-489287
1202,Pf3D7_06_v3:488579-489287
1203,Pf3D7_06_v3:488579-489287
1204,Pf3D7_06_v3:506380-507198
1205,Pf3D7_06_v3:506380-507198
1206,Pf3D7_06_v3:506380-507198
1207,Pf3D7_06_v3:507678-508286
1208,Pf3D7_06_v3:507678-508286
1209,Pf3D7_06_v3:507678-508286
1210,Pf3D7_06_v3:509160-511130
1211,Pf3D7_06_v3:520751-521107
1212,Pf3D7_06_v3:521228-521938
1213,Pf3D7_06_v3:522300-522665
1214,Pf3D7_06_v3:522300-522665
1215,Pf3D7_06_v3:522300-522665
1216,Pf3D7_06_v3:523657-525105
1217,Pf3D7_06_v3:533907-535364
1218,Pf3D7_06_v3:533907-535364
1219,Pf3D7_06_v3:533907-535364
1220,Pf3D7_06_v3:537778-538585
1221,Pf3D7_06_v3:537778-538585
1222,Pf3D7_06_v3:537778-538585
1223,Pf3D7_06_v3:539304-539674
1224,Pf3D7_06_v3:540077-544798
1225,Pf3D7_06_v3:546964-547741
1226,Pf3D7_06_v3:548280-552371
1227,Pf3D7_06_v3:548280-552371
1228,Pf3D7_06_v3:548280-552371
1229,Pf3D7_06_v3:554457-558228
1230,Pf3D7_06_v3:559349-561460
1231,Pf3D7_06_v3:579435-585896
1232,Pf3D7_06_v3:587019-588635
1233,Pf3D7_06_v3:597484-600517
1234,Pf3D7_06_v3:604573-605340
1235,Pf3D7_06_v3:604573-605340
1236,Pf3D7_06_v3:604573-605340
1237,Pf3D7_06_v3:606142-607259
1238,Pf3D7_06_v3:612471-614398
1239,Pf3D7_06_v3:615297-616610
1240,Pf3D7_06_v3:615297-616610
1241,Pf3D7_06_v3:615297-616610
1242,Pf3D7_06_v3:622272-622712
1243,Pf3D7_06_v3:622272-622712
1244,Pf3D7_06_v3:622272-622712
1245,Pf3D7_06_v3:625365-627612
1246,Pf3D7_06_v3:656376-657636
1247,Pf3D7_06_v3:656376-657636
1248,Pf3D7_06_v3:656376-657636
1249,Pf3D7_06_v3:657939-661789
1250,Pf3D7_06_v3:669860-671632
1251,Pf3D7_06_v3:672119-672754
1252,Pf3D7_06_v3:672119-672754
1253,Pf3D7_06_v3:672119-672754
1254,Pf3D7_06_v3:674118-676375
1255,Pf3D7_06_v3:676888-677571
1256,Pf3D7_06_v3:691769-693319
1257,Pf3D7_06_v3:691769-693319
1258,Pf3D7_06_v3:691769-693319
1259,Pf3D7_06_v3:695929-697494
1260,Pf3D7_06_v3:704035-705168
1261,Pf3D7_06_v3:710059-714576
1262,Pf3D7_06_v3:710059-714576
1263,Pf3D7_06_v3:710059-714576
1264,Pf3D7_06_v3:717050-718917
1265,Pf3D7_06_v3:717050-718917
1266,Pf3D7_06_v3:717050-718917
1267,Pf3D7_06_v3:720535-721312
1268,Pf3D7_06_v3:723117-731490
1269,Pf3D7_06_v3:723117-731490
1270,Pf3D7_06_v3:723117-731490
1271,Pf3D7_06_v3:748416-748814
1272,Pf3D7_06_v3:748416-748814
1273,Pf3D7_06_v3:748416-748814
1274,Pf3D7_06_v3:754395-754805
1275,Pf3D7_06_v3:754395-754805
1276,Pf3D7_06_v3:754395-754805
1277,Pf3D7_06_v3:758609-760996
1278,Pf3D7_06_v3:764667-765492
1279,Pf3D7_06_v3:768792-769456
1280,Pf3D7_06_v3:768792-769456
1281,Pf3D7_06_v3:768792-769456
1282,Pf3D7_06_v3:774529-775470
1283,Pf3D7_06_v3:774529-775470
1284,Pf3D7_06_v3:774529-775470
1285,Pf3D7_06_v3:778692-779636
1286,Pf3D7_06_v3:778692-779636
1287,Pf3D7_06_v3:778692-779636
1288,Pf3D7_06_v3:797211-798518
1289,Pf3D7_06_v3:797211-798518
1290,Pf3D7_06_v3:797211-798518
1291,Pf3D7_06_v3:799397-802789
1292,Pf3D7_06_v3:815622-818247
1293,Pf3D7_06_v3:828199-830389
1294,Pf3D7_06_v3:840523-841224
1295,Pf3D7_06_v3:845660-846157
1296,Pf3D7_06_v3:845660-846157
1297,Pf3D7_06_v3:845660-846157
1298,Pf3D7_06_v3:846523-847494
1299,Pf3D7_06_v3:848405-850864
1300,Pf3D7_06_v3:851378-852955
1301,Pf3D7_06_v3:857726-858610
1302,Pf3D7_06_v3:857726-858610
1303,Pf3D7_06_v3:857726-858610
1304,Pf3D7_06_v3:865845-869909
1305,Pf3D7_06_v3:871297-872202
1306,Pf3D7_06_v3:873809-876190
1307,Pf3D7_06_v3:876679-877298
1308,Pf3D7_06_v3:876679-877298
1309,Pf3D7_06_v3:876679-877298
1310,Pf3D7_06_v3:881963-882994
1311,Pf3D7_06_v3:881963-882994
1312,Pf3D7_06_v3:881963-882994
1313,Pf3D7_06_v3:891997-892777
1314,Pf3D7_06_v3:896989-897968
1315,Pf3D7_06_v3:896989-897968
1316,Pf3D7_06_v3:896989-897968
1317,Pf3D7_06_v3:908017-911096
1318,Pf3D7_06_v3:911503-911889
1319,Pf3D7_06_v3:911503-911889
1320,Pf3D7_06_v3:911503-911889
1321,Pf3D7_06_v3:912406-913710
1322,Pf3D7_06_v3:914743-915429
1323,Pf3D7_06_v3:914743-915429
1324,Pf3D7_06_v3:914743-915429
1325,Pf3D7_06_v3:916000-917299
1326,Pf3D7_06_v3:916000-917299
1327,Pf3D7_06_v3:916000-917299
1328,Pf3D7_06_v3:937068-938651
1329,Pf3D7_06_v3:946129-947244
1330,Pf3D7_06_v3:947493-948644
1331,Pf3D7_06_v3:950223-951506
1332,Pf3D7_06_v3:950223-951506
1333,Pf3D7_06_v3:950223-951506
1334,Pf3D7_06_v3:952906-954848
1335,Pf3D7_06_v3:981066-982547
1336,Pf3D7_06_v3:983946-984989
1337,Pf3D7_06_v3:983946-984989
1338,Pf3D7_06_v3:983946-984989
1339,Pf3D7_06_v3:987808-989636
1340,Pf3D7_06_v3:987808-989636
1341,Pf3D7_06_v3:987808-989636
1342,Pf3D7_06_v3:990375-992198
1343,Pf3D7_06_v3:994284-994553
1344,Pf3D7_06_v3:994284-994553
1345,Pf3D7_06_v3:994284-994553
1346,Pf3D7_06_v3:1009457-1010718
1347,Pf3D7_06_v3:1009457-1010718
1348,Pf3D7_06_v3:1009457-1010718
1349,Pf3D7_06_v3:1011429-1014569
1350,Pf3D7_06_v3:1015868-1018444
1351,Pf3D7_06_v3:1015868-1018444
1352,Pf3D7_06_v3:1015868-1018444
1353,Pf3D7_06_v3:1020024-1021875
1354,Pf3D7_06_v3:1023015-1024214
1355,Pf3D7_06_v3:1032536-1033774
1356,Pf3D7_06_v3:1032536-1033774
1357,Pf3D7_06_v3:1032536-1033774
1358,Pf3D7_06_v3:1035358-1036371
1359,Pf3D7_06_v3:1035358-1036371
1360,Pf3D7_06_v3:1035358-1036371
1361,Pf3D7_06_v3:1039655-1041550
1362,Pf3D7_06_v3:1042652-1042948
1363,Pf3D7_06_v3:1042652-1042948
1364,Pf3D7_06_v3:1042652-1042948
