"Gene ID","source_id","Organism","Ortholog count","Paralog count","Ortholog Group","Genomic Location (Gene)"
"PF3D7_0702400","PF3D7_0702400.1","Plasmodium falciparum 3D7","39","0","OG6_533511","Pf3D7_07_v3:100,338..103,399(+)"
"PF3D7_0702500","PF3D7_0702500.1","Plasmodium falciparum 3D7","25","0","OG6_532357","Pf3D7_07_v3:104,012..106,731(-)"
"PF3D7_0702600","PF3D7_0702600.1","Plasmodium falciparum 3D7","25","0","OG6_533664","Pf3D7_07_v3:109,915..110,178(+)"
"PF3D7_0702900","PF3D7_0702900.1","Plasmodium falciparum 3D7","55","0","OG6_127054","Pf3D7_07_v3:112,576..114,405(-)"
"PF3D7_0703000","PF3D7_0703000.1","Plasmodium falciparum 3D7","42","0","OG6_533740","Pf3D7_07_v3:115,122..120,892(+)"
"PF3D7_0703100","PF3D7_0703100.1","Plasmodium falciparum 3D7","60","0","OG6_102398","Pf3D7_07_v3:121,061..122,407(+)"
"PF3D7_0703200","PF3D7_0703200.1","Plasmodium falciparum 3D7","58","0","OG6_184637","Pf3D7_07_v3:122,013..127,441(-)"
"PF3D7_0703300","PF3D7_0703300.1","Plasmodium falciparum 3D7","60","0","OG6_532378","Pf3D7_07_v3:128,111..129,083(+)"
"PF3D7_0703400","PF3D7_0703400.1","Plasmodium falciparum 3D7","59","0","OG6_533132","Pf3D7_07_v3:129,160..132,186(-)"
"PF3D7_0703500","PF3D7_0703500.1","Plasmodium falciparum 3D7","59","0","OG6_136626","Pf3D7_07_v3:133,470..143,247(+)"
"PF3D7_0703600","PF3D7_0703600.1","Plasmodium falciparum 3D7","57","0","OG6_116284","Pf3D7_07_v3:143,601..146,565(+)"
"PF3D7_0703700","PF3D7_0703700.1","Plasmodium falciparum 3D7","59","0","OG6_533711","Pf3D7_07_v3:146,573..148,237(-)"
"PF3D7_0703800","PF3D7_0703800.1","Plasmodium falciparum 3D7","34","0","OG6_125080","Pf3D7_07_v3:149,804..152,980(+)"
"PF3D7_0703900","PF3D7_0703900.1","Plasmodium falciparum 3D7","46","0","OG6_532527","Pf3D7_07_v3:153,119..167,024(-)"
"PF3D7_0704000","PF3D7_0704000.1","Plasmodium falciparum 3D7","29","0","OG6_533070","Pf3D7_07_v3:167,240..177,537(-)"
"PF3D7_0704100","PF3D7_0704100.1","Plasmodium falciparum 3D7","11","0","OG6_532961","Pf3D7_07_v3:179,797..191,155(+)"
"PF3D7_0704200","PF3D7_0704200.1","Plasmodium falciparum 3D7","60","0","OG6_101428","Pf3D7_07_v3:190,990..195,252(-)"
"PF3D7_0704300","PF3D7_0704300.1","Plasmodium falciparum 3D7","25","0","OG6_215335","Pf3D7_07_v3:196,266..203,802(+)"
"PF3D7_0704400","PF3D7_0704400.1","Plasmodium falciparum 3D7","59","0","OG6_130929","Pf3D7_07_v3:204,333..208,447(+)"
"PF3D7_0704500","PF3D7_0704500.1","Plasmodium falciparum 3D7","30","0","OG6_533317","Pf3D7_07_v3:207,891..213,784(-)"
"PF3D7_0704600","PF3D7_0704600.1","Plasmodium falciparum 3D7","64","0","OG6_102181","Pf3D7_07_v3:214,949..230,713(-)"
"PF3D7_0704700","PF3D7_0704700.1","Plasmodium falciparum 3D7","57","0","OG6_533652","Pf3D7_07_v3:232,362..237,763(+)"
"PF3D7_0704800","PF3D7_0704800.1","Plasmodium falciparum 3D7","55","0","OG6_137272","Pf3D7_07_v3:237,810..242,106(-)"
"PF3D7_0704900","PF3D7_0704900.1","Plasmodium falciparum 3D7","60","0","OG6_104996","Pf3D7_07_v3:243,898..245,016(-)"
"PF3D7_0705000","PF3D7_0705000.1","Plasmodium falciparum 3D7","58","0","OG6_102244","Pf3D7_07_v3:245,497..250,602(-)"
"PF3D7_0705100","PF3D7_0705100.1","Plasmodium falciparum 3D7","47","0","OG6_532550","Pf3D7_07_v3:251,976..255,484(+)"
"PF3D7_0705200","PF3D7_0705200.1","Plasmodium falciparum 3D7","52","0","OG6_533280","Pf3D7_07_v3:255,871..260,931(+)"
"PF3D7_0705300","PF3D7_0705300.1","Plasmodium falciparum 3D7","61","0","OG6_102887","Pf3D7_07_v3:261,340..264,630(+)"
"PF3D7_0705400","PF3D7_0705400.1","Plasmodium falciparum 3D7","60","0","OG6_102101","Pf3D7_07_v3:264,682..267,876(-)"
"PF3D7_0705500","PF3D7_0705500.1","Plasmodium falciparum 3D7","41","0","OG6_112424","Pf3D7_07_v3:269,635..280,332(-)"
"PF3D7_0705600","PF3D7_0705600.1","Plasmodium falciparum 3D7","59","0","OG6_133057","Pf3D7_07_v3:280,570..284,888(-)"
"PF3D7_0705700","PF3D7_0705700.1","Plasmodium falciparum 3D7","51","0","OG6_101365","Pf3D7_07_v3:285,012..286,963(-)"
"PF3D7_0705800","PF3D7_0705800.1","Plasmodium falciparum 3D7","47","0","OG6_101367","Pf3D7_07_v3:287,597..289,088(-)"
"PF3D7_0705900","PF3D7_0705900.1","Plasmodium falciparum 3D7","60","0","OG6_101507","Pf3D7_07_v3:289,460..291,545(-)"
"PF3D7_0706000","PF3D7_0706000.1","Plasmodium falciparum 3D7","62","0","OG6_101190","Pf3D7_07_v3:292,228..297,493(+)"
"PF3D7_0706100","PF3D7_0706100.1","Plasmodium falciparum 3D7","50","0","OG6_533022","Pf3D7_07_v3:297,233..303,776(-)"
"PF3D7_0706200","PF3D7_0706200.1","Plasmodium falciparum 3D7","54","0","OG6_107541","Pf3D7_07_v3:303,964..305,242(+)"
"PF3D7_0706300","PF3D7_0706300.1","Plasmodium falciparum 3D7","28","0","OG6_532752","Pf3D7_07_v3:305,264..306,466(+)"
"PF3D7_0706400","PF3D7_0706400.1","Plasmodium falciparum 3D7","58","0","OG6_100852","Pf3D7_07_v3:306,475..308,427(-)"
"PF3D7_0706500","PF3D7_0706500.1","Plasmodium falciparum 3D7","22","0","OG6_533418","Pf3D7_07_v3:309,725..316,861(-)"
"PF3D7_0706600","PF3D7_0706600.1","Plasmodium falciparum 3D7","60","0","OG6_533031","Pf3D7_07_v3:319,757..322,639(+)"
"PF3D7_0706700","PF3D7_0706700.1","Plasmodium falciparum 3D7","121","1","OG6_102031","Pf3D7_07_v3:322,907..325,528(+)"
"PF3D7_0707200","PF3D7_0707200.1","Plasmodium falciparum 3D7","45","0","OG6_200844","Pf3D7_07_v3:329,719..336,587(-)"
"PF3D7_0707300","PF3D7_0707300.1","Plasmodium falciparum 3D7","32","0","OG6_533765","Pf3D7_07_v3:337,720..343,059(+)"
"PF3D7_0707400","PF3D7_0707400.1","Plasmodium falciparum 3D7","60","0","OG6_103580","Pf3D7_07_v3:343,620..346,688(+)"
"PF3D7_0707500","PF3D7_0707500.1","Plasmodium falciparum 3D7","54","0","OG6_533526","Pf3D7_07_v3:347,664..353,625(+)"
"PF3D7_0707600","PF3D7_0707600.1","Plasmodium falciparum 3D7","59","0","OG6_134696","Pf3D7_07_v3:353,757..355,465(+)"
"PF3D7_0707700","PF3D7_0707700.1","Plasmodium falciparum 3D7","60","0","OG6_103776","Pf3D7_07_v3:356,174..360,641(+)"
"PF3D7_0707800","PF3D7_0707800.1","Plasmodium falciparum 3D7","56","0","OG6_533224","Pf3D7_07_v3:360,813..365,795(+)"
"PF3D7_0707900","PF3D7_0707900.1","Plasmodium falciparum 3D7","59","0","OG6_102245","Pf3D7_07_v3:366,092..368,080(+)"
"PF3D7_0708000","PF3D7_0708000.1","Plasmodium falciparum 3D7","58","0","OG6_107210","Pf3D7_07_v3:368,274..372,081(+)"
"PF3D7_0708100","PF3D7_0708100.1","Plasmodium falciparum 3D7","58","0","OG6_101548","Pf3D7_07_v3:372,302..373,569(-)"
"PF3D7_0708200","PF3D7_0708200.1","Plasmodium falciparum 3D7","56","0","OG6_533608","Pf3D7_07_v3:374,243..377,393(-)"
"PF3D7_0708300","PF3D7_0708300.1","Plasmodium falciparum 3D7","60","0","OG6_101388","Pf3D7_07_v3:377,674..379,642(+)"
"PF3D7_0708400","PF3D7_0708400.1","Plasmodium falciparum 3D7","124","1","OG6_100204","Pf3D7_07_v3:380,449..385,546(+)"
"PF3D7_0708500","PF3D7_0708500.1","Plasmodium falciparum 3D7","59","0","OG6_103179","Pf3D7_07_v3:385,186..388,646(-)"
"PF3D7_0708600","PF3D7_0708600.1","Plasmodium falciparum 3D7","59","0","OG6_533281","Pf3D7_07_v3:389,473..390,365(-)"
"PF3D7_0708700","PF3D7_0708700.1","Plasmodium falciparum 3D7","60","0","OG6_139486","Pf3D7_07_v3:390,832..392,770(-)"
"PF3D7_0708800","PF3D7_0708800.1","Plasmodium falciparum 3D7","58","0","OG6_100680","Pf3D7_07_v3:393,813..399,112(+)"
"PF3D7_0708900","PF3D7_0708900.1","Plasmodium falciparum 3D7","62","0","OG6_100983","Pf3D7_07_v3:398,963..400,872(-)"
"PF3D7_0709000","PF3D7_0709000.1","Plasmodium falciparum 3D7","69","0","OG6_107295","Pf3D7_07_v3:402,385..406,341(+)"
"PF3D7_0709100","PF3D7_0709100.1","Plasmodium falciparum 3D7","42","0","OG6_532507","Pf3D7_07_v3:407,818..412,040(+)"
"PF3D7_0709200","PF3D7_0709200.1","Plasmodium falciparum 3D7","120","1","OG6_101462","Pf3D7_07_v3:412,092..413,161(-)"
"PF3D7_0709300","PF3D7_0709300.1","Plasmodium falciparum 3D7","53","0","OG6_156420","Pf3D7_07_v3:413,560..422,436(-)"
"PF3D7_0709400","PF3D7_0709400.1","Plasmodium falciparum 3D7","54","0","OG6_533333","Pf3D7_07_v3:422,674..427,278(-)"
"PF3D7_0709500","PF3D7_0709500.1","Plasmodium falciparum 3D7","60","0","OG6_532583","Pf3D7_07_v3:427,513..429,738(+)"
"PF3D7_0709600","PF3D7_0709600.1","Plasmodium falciparum 3D7","57","0","OG6_103108","Pf3D7_07_v3:429,537..433,997(-)"
"PF3D7_0709700","PF3D7_0709700.1","Plasmodium falciparum 3D7","649","8","OG6_100231","Pf3D7_07_v3:434,748..436,518(-)"
"PF3D7_0709800","PF3D7_0709800.1","Plasmodium falciparum 3D7","55","0","OG6_533655","Pf3D7_07_v3:437,183..438,431(+)"
"PF3D7_0709900","PF3D7_0709900.1","Plasmodium falciparum 3D7","56","0","OG6_113142","Pf3D7_07_v3:438,115..445,951(-)"
"PF3D7_0710000","PF3D7_0710000.1","Plasmodium falciparum 3D7","56","0","OG6_532630","Pf3D7_07_v3:447,209..458,876(-)"
"PF3D7_0710100","PF3D7_0710100.1","Plasmodium falciparum 3D7","59","0","OG6_533083","Pf3D7_07_v3:459,688..461,959(+)"
"PF3D7_0710200","PF3D7_0710200.1","Plasmodium falciparum 3D7","37","0","OG6_110458","Pf3D7_07_v3:462,183..472,293(+)"
"PF3D7_0710300","PF3D7_0710300.1","Plasmodium falciparum 3D7","55","0","OG6_139508","Pf3D7_07_v3:472,306..474,069(-)"
"PF3D7_0710400","PF3D7_0710400.1","Plasmodium falciparum 3D7","60","0","OG6_104388","Pf3D7_07_v3:474,350..475,968(+)"
"PF3D7_0710500","PF3D7_0710500.1","Plasmodium falciparum 3D7","59","0","OG6_139507","Pf3D7_07_v3:475,796..477,592(-)"
"PF3D7_0710600","PF3D7_0710600.1","Plasmodium falciparum 3D7","61","0","OG6_100855","Pf3D7_07_v3:478,345..479,945(-)"
"PF3D7_0710700","PF3D7_0710700.1","Plasmodium falciparum 3D7","29","0","OG6_532883","Pf3D7_07_v3:480,710..482,347(-)"
"PF3D7_0710800","PF3D7_0710800.1","Plasmodium falciparum 3D7","40","0","OG6_176149","Pf3D7_07_v3:482,351..484,169(-)"
"PF3D7_0710900","PF3D7_0710900.1","Plasmodium falciparum 3D7","120","1","OG6_100942","Pf3D7_07_v3:484,253..486,321(+)"
"PF3D7_0711000","PF3D7_0711000.1","Plasmodium falciparum 3D7","164","2","OG6_102053","Pf3D7_07_v3:486,497..491,719(-)"
"PF3D7_0711100","PF3D7_0711100.1","Plasmodium falciparum 3D7","59","0","OG6_129584","Pf3D7_07_v3:491,933..494,421(-)"
"PF3D7_0711200","PF3D7_0711200.1","Plasmodium falciparum 3D7","59","0","OG6_532621","Pf3D7_07_v3:494,948..498,596(+)"
"PF3D7_0711300","PF3D7_0711300.1","Plasmodium falciparum 3D7","55","0","OG6_533105","Pf3D7_07_v3:499,135..500,245(+)"
"PF3D7_0711400","PF3D7_0711400.1","Plasmodium falciparum 3D7","58","0","OG6_103126","Pf3D7_07_v3:500,019..503,352(-)"
"PF3D7_0711500","PF3D7_0711500.1","Plasmodium falciparum 3D7","84","0","OG6_100545","Pf3D7_07_v3:504,540..507,864(+)"
"PF3D7_0711700","PF3D7_0711700.1","Plasmodium falciparum 3D7","2211","65","OG6_104345","Pf3D7_07_v3:511,950..519,425(-)"
"PF3D7_0712000","PF3D7_0712000.1","Plasmodium falciparum 3D7","2211","65","OG6_104345","Pf3D7_07_v3:527,338..535,131(-)"
"PF3D7_0712300","PF3D7_0712300.1","Plasmodium falciparum 3D7","2211","65","OG6_104345","Pf3D7_07_v3:542,906..550,520(-)"
"PF3D7_0712400","PF3D7_0712400.1","Plasmodium falciparum 3D7","2211","65","OG6_104345","Pf3D7_07_v3:552,158..559,078(-)"
"PF3D7_0712600","PF3D7_0712600.1","Plasmodium falciparum 3D7","2211","65","OG6_104345","Pf3D7_07_v3:566,726..574,308(-)"
"PF3D7_0712800","PF3D7_0712800.1","Plasmodium falciparum 3D7","2211","65","OG6_104345","Pf3D7_07_v3:581,386..588,923(-)"
"PF3D7_0712900","PF3D7_0712900.1","Plasmodium falciparum 3D7","2211","65","OG6_104345","Pf3D7_07_v3:590,326..597,733(-)"
"PF3D7_0713000","PF3D7_0713000.1","Plasmodium falciparum 3D7","4601","156","OG6_100719","Pf3D7_07_v3:602,141..603,381(+)"
"PF3D7_0713100","PF3D7_0713100.1","Plasmodium falciparum 3D7","209","11","OG6_122335","Pf3D7_07_v3:605,369..606,780(+)"
"PF3D7_0713200","PF3D7_0713200.1","Plasmodium falciparum 3D7","190","9","OG6_126097","Pf3D7_07_v3:606,547..608,612(-)"
"PF3D7_0713400","PF3D7_0713400.1","Plasmodium falciparum 3D7","62","0","OG6_139504","Pf3D7_07_v3:612,059..613,810(+)"
"PF3D7_0713500","PF3D7_0713500.1","Plasmodium falciparum 3D7","43","0","OG6_533747","Pf3D7_07_v3:613,821..617,804(+)"
"PF3D7_0713600","PF3D7_0713600.1","Plasmodium falciparum 3D7","58","0","OG6_138489","Pf3D7_07_v3:617,889..621,078(+)"
"PF3D7_0713700","PF3D7_0713700.1","Plasmodium falciparum 3D7","57","0","OG6_533635","Pf3D7_07_v3:621,090..623,717(-)"
"PF3D7_0713800","PF3D7_0713800.1","Plasmodium falciparum 3D7","61","0","OG6_138265","Pf3D7_07_v3:623,870..625,625(-)"
"PF3D7_0713900","PF3D7_0713900.1","Plasmodium falciparum 3D7","3","0","OG6_532991","Pf3D7_07_v3:626,391..641,230(-)"
"PF3D7_0714000","PF3D7_0714000.1","Plasmodium falciparum 3D7","121","1","OG6_100082","Pf3D7_07_v3:642,200..643,997(-)"
"PF3D7_0714100","PF3D7_0714100.1","Plasmodium falciparum 3D7","61","0","OG6_105032","Pf3D7_07_v3:646,719..648,767(-)"
"PF3D7_0714200","PF3D7_0714200.1","Plasmodium falciparum 3D7","28","0","OG6_532783","Pf3D7_07_v3:650,460..655,136(+)"
"PF3D7_0714300","PF3D7_0714300.1","Plasmodium falciparum 3D7","59","0","OG6_100625","Pf3D7_07_v3:656,565..662,123(+)"
"PF3D7_0714400","PF3D7_0714400.1","Plasmodium falciparum 3D7","61","0","OG6_533645","Pf3D7_07_v3:662,068..664,084(-)"
"PF3D7_0714500","PF3D7_0714500.1","Plasmodium falciparum 3D7","68","0","OG6_101177","Pf3D7_07_v3:664,252..667,474(+)"
"PF3D7_0714600","PF3D7_0714600.1","Plasmodium falciparum 3D7","60","0","OG6_145931","Pf3D7_07_v3:667,505..670,119(+)"
"PF3D7_0715000","PF3D7_0715000.1","Plasmodium falciparum 3D7","60","0","OG6_100677","Pf3D7_07_v3:673,042..674,476(+)"
"PF3D7_0715100","PF3D7_0715100.1","Plasmodium falciparum 3D7","59","0","OG6_103096","Pf3D7_07_v3:674,505..675,251(-)"
"PF3D7_0715200","PF3D7_0715200.1","Plasmodium falciparum 3D7","9","0","OG6_533588","Pf3D7_07_v3:675,522..682,899(-)"
"PF3D7_0715300","PF3D7_0715300.1","Plasmodium falciparum 3D7","60","0","OG6_136970","Pf3D7_07_v3:683,130..686,996(-)"
"PF3D7_0715400","PF3D7_0715400.1","Plasmodium falciparum 3D7","59","0","OG6_533276","Pf3D7_07_v3:687,618..689,135(-)"
"PF3D7_0715500","PF3D7_0715500.1","Plasmodium falciparum 3D7","59","0","OG6_103560","Pf3D7_07_v3:689,176..690,393(-)"
"PF3D7_0715600","PF3D7_0715600.1","Plasmodium falciparum 3D7","61","0","OG6_103683","Pf3D7_07_v3:690,902..693,820(+)"
"PF3D7_0715700","PF3D7_0715700.1","Plasmodium falciparum 3D7","61","0","OG6_146173","Pf3D7_07_v3:694,095..695,200(+)"
"PF3D7_0715800","PF3D7_0715800.1","Plasmodium falciparum 3D7","60","0","OG6_110001","Pf3D7_07_v3:695,091..697,180(-)"
"PF3D7_0715900","PF3D7_0715900.1","Plasmodium falciparum 3D7","60","0","OG6_100508","Pf3D7_07_v3:697,965..701,574(+)"
"PF3D7_0716000","PF3D7_0716000.1","Plasmodium falciparum 3D7","59","0","OG6_122481","Pf3D7_07_v3:702,601..706,721(+)"
"PF3D7_0716100","PF3D7_0716100.1","Plasmodium falciparum 3D7","61","0","OG6_102265","Pf3D7_07_v3:706,991..711,199(-)"
"PF3D7_0716200","PF3D7_0716200.1","Plasmodium falciparum 3D7","60","0","OG6_103745","Pf3D7_07_v3:711,820..715,046(+)"
"PF3D7_0716300","PF3D7_0716300.1","Plasmodium falciparum 3D7","51","0","OG6_532326","Pf3D7_07_v3:716,275..719,340(+)"
"PF3D7_0716400","PF3D7_0716400.1","Plasmodium falciparum 3D7","54","0","OG6_532917","Pf3D7_07_v3:719,353..721,623(+)"
"PF3D7_0716500","PF3D7_0716500.1","Plasmodium falciparum 3D7","57","0","OG6_532946","Pf3D7_07_v3:721,717..725,068(+)"
"PF3D7_0716600","PF3D7_0716600.1","Plasmodium falciparum 3D7","58","0","OG6_103438","Pf3D7_07_v3:725,093..727,476(+)"
"PF3D7_0716700","PF3D7_0716700.1","Plasmodium falciparum 3D7","50","0","OG6_532744","Pf3D7_07_v3:728,081..731,148(+)"
"PF3D7_0716800","PF3D7_0716800.1","Plasmodium falciparum 3D7","61","0","OG6_101932","Pf3D7_07_v3:731,974..734,370(-)"
"PF3D7_0716900","PF3D7_0716900.1","Plasmodium falciparum 3D7","61","0","OG6_111177","Pf3D7_07_v3:734,609..737,460(+)"
"PF3D7_0717000","PF3D7_0717000.1","Plasmodium falciparum 3D7","56","0","OG6_215336","Pf3D7_07_v3:737,988..741,576(+)"
"PF3D7_0717100","PF3D7_0717100.1","Plasmodium falciparum 3D7","59","0","OG6_105245","Pf3D7_07_v3:741,609..744,981(+)"
"PF3D7_0717200","PF3D7_0717200.1","Plasmodium falciparum 3D7","69","0","OG6_132688","Pf3D7_07_v3:745,040..747,459(-)"
"PF3D7_0717300","PF3D7_0717300.1","Plasmodium falciparum 3D7","61","0","OG6_124342","Pf3D7_07_v3:747,860..751,189(+)"
"PF3D7_0717400","PF3D7_0717400.1","Plasmodium falciparum 3D7","122","1","OG6_100602","Pf3D7_07_v3:751,584..755,027(+)"
"PF3D7_0717500","PF3D7_0717500.1","Plasmodium falciparum 3D7","62","0","OG6_100515","Pf3D7_07_v3:755,098..758,456(+)"
"PF3D7_0717600","PF3D7_0717600.1","Plasmodium falciparum 3D7","58","0","OG6_119267","Pf3D7_07_v3:758,490..763,360(-)"
"PF3D7_0717700","PF3D7_0717700.1","Plasmodium falciparum 3D7","121","1","OG6_100275","Pf3D7_07_v3:764,201..766,451(-)"
"PF3D7_0717800","PF3D7_0717800.1","Plasmodium falciparum 3D7","18","0","OG6_533147","Pf3D7_07_v3:767,357..771,949(-)"
"PF3D7_0717900","PF3D7_0717900.1","Plasmodium falciparum 3D7","61","0","OG6_139506","Pf3D7_07_v3:772,279..775,568(-)"
"PF3D7_0718000","PF3D7_0718000.1","Plasmodium falciparum 3D7","34","0","OG6_532757","Pf3D7_07_v3:776,141..795,637(-)"
"PF3D7_0718100","PF3D7_0718100.1","Plasmodium falciparum 3D7","52","0","OG6_532974","Pf3D7_07_v3:795,957..805,184(-)"
"PF3D7_0718300","PF3D7_0718300.1","Plasmodium falciparum 3D7","68","0","OG6_121292","Pf3D7_07_v3:812,301..820,635(-)"
"PF3D7_0718400","PF3D7_0718400.1","Plasmodium falciparum 3D7","118","1","OG6_100322","Pf3D7_07_v3:821,738..823,473(+)"
"PF3D7_0718500","PF3D7_0718500.1","Plasmodium falciparum 3D7","59","0","OG6_102595","Pf3D7_07_v3:824,069..826,448(+)"
"PF3D7_0718600","PF3D7_0718600.1","Plasmodium falciparum 3D7","38","0","OG6_532950","Pf3D7_07_v3:826,587..831,534(+)"
"PF3D7_0718700","PF3D7_0718700.1","Plasmodium falciparum 3D7","61","0","OG6_533066","Pf3D7_07_v3:831,360..833,140(-)"
"PF3D7_0718800","PF3D7_0718800.1","Plasmodium falciparum 3D7","109","1","OG6_140582","Pf3D7_07_v3:833,630..835,051(-)"
"PF3D7_0718900","PF3D7_0718900.1","Plasmodium falciparum 3D7","109","1","OG6_140582","Pf3D7_07_v3:835,957..836,861(+)"
"PF3D7_0719000","PF3D7_0719000.1","Plasmodium falciparum 3D7","62","0","OG6_157596","Pf3D7_07_v3:837,682..839,204(+)"
"PF3D7_0719100","PF3D7_0719100.1","Plasmodium falciparum 3D7","62","0","OG6_146141","Pf3D7_07_v3:838,686..840,277(-)"
"PF3D7_0719200","PF3D7_0719200.1","Plasmodium falciparum 3D7","126","1","OG6_105432","Pf3D7_07_v3:840,693..843,025(+)"
"PF3D7_0719300","PF3D7_0719300.1","Plasmodium falciparum 3D7","61","0","OG6_103780","Pf3D7_07_v3:843,566..848,302(+)"
"PF3D7_0719400","PF3D7_0719400.1","Plasmodium falciparum 3D7","54","0","OG6_533483","Pf3D7_07_v3:848,223..853,891(-)"
"PF3D7_0719500","PF3D7_0719500.1","Plasmodium falciparum 3D7","61","0","OG6_100927","Pf3D7_07_v3:854,313..857,078(-)"
"PF3D7_0719600","PF3D7_0719600.1","Plasmodium falciparum 3D7","61","0","OG6_100325","Pf3D7_07_v3:858,476..861,392(-)"
"PF3D7_0719700","PF3D7_0719700.1","Plasmodium falciparum 3D7","61","0","OG6_101133","Pf3D7_07_v3:859,916..863,337(+)"
"PF3D7_0719800","PF3D7_0719800.1","Plasmodium falciparum 3D7","61","0","OG6_139451","Pf3D7_07_v3:862,922..865,648(-)"
"PF3D7_0719900","PF3D7_0719900.1","Plasmodium falciparum 3D7","40","0","OG6_533028","Pf3D7_07_v3:865,738..876,273(+)"
"PF3D7_0720000","PF3D7_0720000.1","Plasmodium falciparum 3D7","58","0","OG6_101821","Pf3D7_07_v3:876,312..877,716(+)"
"PF3D7_0720100","PF3D7_0720100.1","Plasmodium falciparum 3D7","59","0","OG6_102746","Pf3D7_07_v3:877,733..879,225(-)"
"PF3D7_0720200","PF3D7_0720200.1","Plasmodium falciparum 3D7","60","0","OG6_179332","Pf3D7_07_v3:879,431..880,461(+)"
"PF3D7_0720300","PF3D7_0720300.1","Plasmodium falciparum 3D7","60","0","OG6_532520","Pf3D7_07_v3:880,465..880,863(-)"
"PF3D7_0720400","PF3D7_0720400.1","Plasmodium falciparum 3D7","60","0","OG6_100481","Pf3D7_07_v3:882,414..885,394(+)"
"PF3D7_0720500","PF3D7_0720500.1","Plasmodium falciparum 3D7","57","0","OG6_533516","Pf3D7_07_v3:885,897..888,194(+)"
"PF3D7_0720600","PF3D7_0720600.1","Plasmodium falciparum 3D7","60","0","OG6_160730","Pf3D7_07_v3:887,432..890,648(-)"
"PF3D7_0720700","PF3D7_0720700.1","Plasmodium falciparum 3D7","27","0","OG6_116997","Pf3D7_07_v3:889,883..899,213(+)"
"PF3D7_0720800","PF3D7_0720800.1","Plasmodium falciparum 3D7","63","0","OG6_100769","Pf3D7_07_v3:899,525..901,353(+)"
"PF3D7_0720900","PF3D7_0720900.1","Plasmodium falciparum 3D7","55","0","OG6_532393","Pf3D7_07_v3:901,363..903,408(+)"
"PF3D7_0721000","PF3D7_0721000.1","Plasmodium falciparum 3D7","40","0","OG6_532571","Pf3D7_07_v3:903,558..914,883(+)"
"PF3D7_0721100","PF3D7_0721100.1","Plasmodium falciparum 3D7","60","0","OG6_134695","Pf3D7_07_v3:915,483..917,854(+)"
"PF3D7_0721200","PF3D7_0721200.1","Plasmodium falciparum 3D7","58","0","OG6_532581","Pf3D7_07_v3:917,535..921,058(-)"
"PF3D7_0721300","PF3D7_0721300.1","Plasmodium falciparum 3D7","61","0","OG6_102676","Pf3D7_07_v3:921,511..925,761(+)"
"PF3D7_0721400","PF3D7_0721400.1","Plasmodium falciparum 3D7","61","0","OG6_130832","Pf3D7_07_v3:925,872..928,510(+)"
"PF3D7_0721500","PF3D7_0721500.1","Plasmodium falciparum 3D7","44","0","OG6_533266","Pf3D7_07_v3:928,514..931,139(+)"
"PF3D7_0721600","PF3D7_0721600.1","Plasmodium falciparum 3D7","61","0","OG6_100920","Pf3D7_07_v3:930,961..933,016(-)"
"PF3D7_0721700","PF3D7_0721700.1","Plasmodium falciparum 3D7","61","0","OG6_533324","Pf3D7_07_v3:935,116..937,312(+)"
"PF3D7_0721800","PF3D7_0721800.1","Plasmodium falciparum 3D7","60","0","OG6_139491","Pf3D7_07_v3:937,845..939,457(+)"
"PF3D7_0721900","PF3D7_0721900.1","Plasmodium falciparum 3D7","54","0","OG6_102348","Pf3D7_07_v3:939,284..941,111(-)"
"PF3D7_0722000","PF3D7_0722000.1","Plasmodium falciparum 3D7","44","0","OG6_532466","Pf3D7_07_v3:941,358..943,425(+)"
"PF3D7_0722100","PF3D7_0722100.1","Plasmodium falciparum 3D7","61","0","OG6_101450","Pf3D7_07_v3:943,456..945,979(+)"
"PF3D7_0722200","PF3D7_0722200.1","Plasmodium falciparum 3D7","59","0","OG6_532308","Pf3D7_07_v3:946,077..949,317(+)"
"PF3D7_0722300","PF3D7_0722300.1","Plasmodium falciparum 3D7","55","0","OG6_532410","Pf3D7_07_v3:948,774..953,832(-)"
"PF3D7_0722400","PF3D7_0722400.1","Plasmodium falciparum 3D7","61","0","OG6_100571","Pf3D7_07_v3:954,400..956,685(+)"
"PF3D7_0722500","PF3D7_0722500.1","Plasmodium falciparum 3D7","63","0","OG6_102825","Pf3D7_07_v3:956,747..958,325(-)"
"PF3D7_0722600","PF3D7_0722600.1","Plasmodium falciparum 3D7","55","0","OG6_102360","Pf3D7_07_v3:958,352..961,340(-)"
"PF3D7_0722700","PF3D7_0722700.1","Plasmodium falciparum 3D7","59","0","OG6_179333","Pf3D7_07_v3:961,629..963,030(+)"
"PF3D7_0722800","PF3D7_0722800.1","Plasmodium falciparum 3D7","62","0","OG6_139453","Pf3D7_07_v3:963,370..965,109(+)"
"PF3D7_0722900","PF3D7_0722900.1","Plasmodium falciparum 3D7","61","0","OG6_532986","Pf3D7_07_v3:965,664..968,075(-)"
"PF3D7_0723000","PF3D7_0723000.1","Plasmodium falciparum 3D7","60","0","OG6_103009","Pf3D7_07_v3:968,088..970,023(-)"
"PF3D7_0723100","PF3D7_0723100.1","Plasmodium falciparum 3D7","61","0","OG6_139452","Pf3D7_07_v3:970,492..971,877(-)"
"PF3D7_0723200","PF3D7_0723200.1","Plasmodium falciparum 3D7","60","0","OG6_119622","Pf3D7_07_v3:972,658..974,272(+)"
