,stage,Gene ID,Pfal_gene,Ppraefal_gene,score_adj,ns,s,ns_sites,s_sites,ffd,ffd_sites
21316,5,PF3D7_0823200,PF3D7_0823200.1,PPRFG01_0824700_t1,5.0,0,0,185.66666666666663,45.33333333333334,0,28.0
21317,5,PF3D7_0825200,PF3D7_0825200.1,PPRFG01_0826700_t1,5.0,0,1,401.3333333333336,93.66666666666659,0,41.0
20811,5,PF3D7_0526300,PF3D7_0526300.1,PPRFG01_0527500_t1,5.0,0,1,791.3333333333321,177.66666666666686,1,82.0
21335,5,PF3D7_0829100,PF3D7_0829100.1,PPRFG01_0830600_t1,5.0,0,1,540.3333333333338,107.66666666666653,0,42.0
21318,5,PF3D7_0825400,PF3D7_0825400.1,PPRFG01_0826900_t1,5.0,0,3,289.6666666666666,67.33333333333337,2,31.0
20790,5,PF3D7_0524000,PF3D7_0524000.1,PPRFG01_0525200_t1,5.0,0,2,2704.6666666666597,664.333333333335,1,321.0
20786,5,PF3D7_0522600,PF3D7_0522600.1,PPRFG01_0523800_t1,5.0,0,3,1155.0000000000011,293.99999999999966,2,151.0
21325,5,PF3D7_0827400,PF3D7_0827400.1,PPRFG01_0828900_t1,5.0,0,2,533.3333333333339,120.6666666666665,0,45.0
20781,5,PF3D7_0521200,PF3D7_0521200.1,PPRFG01_0522400_t1,5.0,0,1,822.6666666666649,161.33333333333337,1,49.0
20775,5,PF3D7_0520000,PF3D7_0520000.1,PPRFG01_0521200_t1,5.0,0,1,448.6666666666669,118.33333333333327,1,60.0
20285,4,PF3D7_1441200,PF3D7_1441200.1,PPRFG01_1441900_t1,5.0,0,1,521.3333333333335,129.66666666666663,1,67.0
20276,4,PF3D7_1439800,PF3D7_1439800.1,PPRFG01_1440500_t1,5.0,0,1,584.6666666666675,138.33333333333303,1,69.0
22720,6,PF3D7_0528600,PF3D7_0528600.1,PPRFG01_0529700_t1,5.0,0,0,264.33333333333326,50.66666666666669,0,16.0
19510,4,PF3D7_1117600,PF3D7_1117600.2,PPRFG01_1118300.2_t1,5.0,0,1,315.3333333333335,74.66666666666663,0,36.0
19492,4,PF3D7_1113300,PF3D7_1113300.1,PPRFG01_1114000_t1,5.0,0,0,819.6666666666653,209.33333333333357,0,111.0
19490,4,PF3D7_1112400,PF3D7_1112400.1,PPRFG01_1113100_t1,5.0,0,0,470.3333333333338,102.66666666666654,0,36.0
19488,4,PF3D7_1111900,PF3D7_1111900.1,PPRFG01_1112600_t1,5.0,0,0,583.3333333333334,124.66666666666653,0,50.0
19484,4,PF3D7_1110000,PF3D7_1110000.1,PPRFG01_1110700_t1,5.0,0,2,200.99999999999991,45.00000000000001,0,19.0
19483,4,PF3D7_1108400,PF3D7_1108400.1,PPRFG01_1109100_t1,5.0,0,2,815.6666666666654,189.3333333333336,0,87.0
19482,4,PF3D7_1108200,PF3D7_1108200.1,PPRFG01_1108900_t1,5.0,0,1,402.0000000000003,89.99999999999994,0,37.0
19481,4,PF3D7_1107000,PF3D7_1107000.1,PPRFG01_1107700_t1,5.0,0,0,298.6666666666666,79.33333333333334,0,47.0
19480,4,PF3D7_1106900,PF3D7_1106900.1,PPRFG01_1107600_t1,5.0,0,2,421.666666666667,82.33333333333339,0,28.0
19479,4,PF3D7_1106400,PF3D7_1106400.1,PPRFG01_1107100_t1,5.0,0,2,295.0,53.00000000000002,1,15.0
19478,4,PF3D7_1106000,PF3D7_1106000.1,PPRFG01_1106700_t1,5.0,0,5,1131.333333333333,293.66666666666674,1,150.0
19477,4,PF3D7_1105800,PF3D7_1105800.1,PPRFG01_1106500_t1,5.0,0,0,651.333333333333,146.66666666666663,0,76.0
23034,6,PF3D7_1029400,PF3D7_1029400.1,PPRFG01_1030500_t1,5.0,0,4,1233.333333333333,269.6666666666672,1,118.0
23037,6,PF3D7_1030100,PF3D7_1030100.1,PPRFG01_1031200_t1,5.0,0,4,1026.9999999999973,257.0000000000007,3,137.0
19343,4,PF3D7_1030000,PF3D7_1030000.1,PPRFG01_1031100_t1,5.0,0,1,320.33333333333326,78.6666666666667,0,41.0
21706,5,PF3D7_1139300,PF3D7_1139300.1,PPRFG01_1140000_t1,5.0,0,1,283.33333333333337,70.66666666666666,0,32.0
19507,4,PF3D7_1117600,PF3D7_1117600.1,PPRFG01_1118300.1_t1,5.0,0,1,373.66666666666697,85.33333333333327,0,38.0
21690,5,PF3D7_1132900,PF3D7_1132900.1,PPRFG01_1133800_t1,5.0,0,2,496.6666666666673,103.33333333333316,0,42.0
20273,4,PF3D7_1438600,PF3D7_1438600.1,PPRFG01_1439300_t1,5.0,0,1,685.3333333333329,145.66666666666669,0,52.0
23027,6,PF3D7_1027600,PF3D7_1027600.1,PPRFG01_1028700_t1,5.0,0,0,218.6666666666666,45.333333333333336,0,17.0
19589,4,PF3D7_1147700,PF3D7_1147700.1,PPRFG01_1148300_t1,5.0,0,0,368.6666666666667,93.33333333333334,0,48.0
21665,5,PF3D7_1124600,PF3D7_1124600.1,PPRFG01_1125400_t1,5.0,0,4,1034.3333333333312,234.66666666666717,3,97.0
19566,4,PF3D7_1139900,PF3D7_1139900.1,PPRFG01_1140600_t1,5.0,0,0,487.6666666666674,106.33333333333313,0,45.0
21672,5,PF3D7_1127100,PF3D7_1127100.1,PPRFG01_1128000_t1,5.0,0,0,413.3333333333336,105.66666666666661,0,58.0
19545,4,PF3D7_1134800,PF3D7_1134800.1,PPRFG01_1135600_t1,5.0,0,6,1196.333333333334,264.666666666667,2,101.0
23025,6,PF3D7_1026800,PF3D7_1026800.1,PPRFG01_1027900_t1,5.0,0,2,627.3333333333328,161.6666666666669,2,95.0
19541,4,PF3D7_1132300,PF3D7_1132300.1,PPRFG01_1133200_t1,5.0,0,1,670.9999999999995,147.99999999999994,0,62.0
19540,4,PF3D7_1130400,PF3D7_1130400.1,PPRFG01_1131300_t1,5.0,0,1,1048.3333333333323,268.66666666666686,1,142.0
19533,4,PF3D7_1128200,PF3D7_1128200.1,PPRFG01_1129100_t1,5.0,0,1,327.0,81.0,0,42.0
19530,4,PF3D7_1125900,PF3D7_1125900.1,PPRFG01_1126800_t1,5.0,0,0,236.99999999999977,42.000000000000014,0,14.0
21679,5,PF3D7_1130100,PF3D7_1130100.1,PPRFG01_1130900_t1,5.0,0,0,209.99999999999994,51.00000000000001,0,25.0
19523,4,PF3D7_1122300,PF3D7_1122300.1,PPRFG01_1123100_t1,5.0,0,1,891.9999999999983,191.00000000000028,1,76.0
19521,4,PF3D7_1121900,PF3D7_1121900.1,PPRFG01_1122700_t1,5.0,0,0,1299.0,276.0000000000002,0,111.0
21680,5,PF3D7_1130200,PF3D7_1130200.1,PPRFG01_1131000_t1,5.0,0,3,746.3333333333323,201.666666666667,2,124.0
19516,4,PF3D7_1120100,PF3D7_1120100.1,PPRFG01_1120800_t1,5.0,0,2,598.9999999999998,151.0,1,86.0
19324,4,PF3D7_1021400,PF3D7_1021400.1,PPRFG01_1022500_t1,5.0,0,3,1479.3333333333348,377.66666666666623,2,198.0
19320,4,PF3D7_1019900,PF3D7_1019900.1,PPRFG01_1021000_t1,5.0,0,1,301.66666666666674,70.33333333333333,0,36.0
19307,4,PF3D7_1015900,PF3D7_1015900.1,PPRFG01_1017000_t1,5.0,0,0,1052.9999999999986,285.0000000000003,0,168.0
22584,6,PF3D7_0306900,PF3D7_0306900.1,PPRFG01_0308300_t1,5.0,0,0,339.33333333333337,95.66666666666664,0,59.0
19001,4,PF3D7_0920500,PF3D7_0920500.1,PPRFG01_0919300_t1,5.0,0,0,465.00000000000045,107.99999999999989,0,51.0
18993,4,PF3D7_0918000,PF3D7_0918000.1,PPRFG01_0916900_t1,5.0,0,0,946.6666666666654,241.33333333333368,0,142.0
18983,4,PF3D7_0912400,PF3D7_0912400.1,PPRFG01_0911300_t1,5.0,0,0,460.66666666666697,112.33333333333327,0,53.0
21736,5,PF3D7_1203200,PF3D7_1203200.1,PPRFG01_1251600_t1,5.0,0,0,254.66666666666646,57.333333333333364,0,27.0
18975,4,PF3D7_0910600,PF3D7_0910600.1,PPRFG01_0909600_t1,5.0,0,2,483.0000000000006,113.99999999999987,2,55.0
18973,4,PF3D7_0910300,PF3D7_0910300.1,PPRFG01_0909300_t1,5.0,0,2,1059.6666666666656,236.33333333333363,0,99.0
21739,5,PF3D7_1204300,PF3D7_1204300.1,PPRFG01_1250500_t1,5.0,0,0,381.3333333333336,101.66666666666659,0,62.0
18966,4,PF3D7_0908400,PF3D7_0908400.1,PPRFG01_0907400_t1,5.0,0,1,485.00000000000074,99.99999999999989,1,38.0
18962,4,PF3D7_0907000,PF3D7_0907000.1,PPRFG01_0906000_t1,5.0,0,0,199.66666666666657,40.33333333333332,0,15.0
21742,5,PF3D7_1204700,PF3D7_1204700.1,PPRFG01_1250100_t1,5.0,0,0,291.9999999999999,68.00000000000004,0,33.0
18959,4,PF3D7_0906100,PF3D7_0906100.1,PPRFG01_0905000_t1,5.0,0,0,463.66666666666697,121.33333333333324,0,62.0
22721,6,PF3D7_0529000,PF3D7_0529000.1,PPRFG01_0530200_t1,5.0,0,4,1744.333333333338,412.66666666666566,1,200.0
18957,4,PF3D7_0905500,PF3D7_0905500.1,PPRFG01_0904400_t1,5.0,0,2,587.6666666666666,129.33333333333317,0,53.0
18949,4,PF3D7_0904900,PF3D7_0904900.1,PPRFG01_0903800_t1,5.0,0,1,290.9999999999999,75.00000000000003,0,38.0
18948,4,PF3D7_0904800,PF3D7_0904800.1,PPRFG01_0903700_t1,5.0,0,2,1178.3333333333317,273.66666666666725,2,133.0
19004,4,PF3D7_0922300,PF3D7_0922300.1,PPRFG01_0921100_t1,5.0,0,1,775.9999999999989,169.00000000000023,0,73.0
19010,4,PF3D7_0923700,PF3D7_0923700.1,PPRFG01_0922500_t1,5.0,0,0,252.33333333333312,53.666666666666714,0,25.0
21716,5,PF3D7_1143400,PF3D7_1143400.1,PPRFG01_1144100_t1,5.0,0,0,378.66666666666697,86.33333333333326,0,37.0
21714,5,PF3D7_1143200,PF3D7_1143200.1,PPRFG01_1143900_t1,5.0,0,3,802.999999999999,160.00000000000014,0,48.0
23050,6,PF3D7_1033700,PF3D7_1033700.1,PPRFG01_1034800_t1,5.0,0,6,1185.3333333333335,278.66666666666674,2,134.0
19286,4,PF3D7_1012600,PF3D7_1012600.1,PPRFG01_1013700_t1,5.0,0,1,1340.666666666666,324.33333333333337,1,160.0
19280,4,PF3D7_1007900,PF3D7_1007900.1,PPRFG01_1009100_t1,5.0,0,7,1327.333333333335,301.66666666666674,2,131.0
19278,4,PF3D7_1006900,PF3D7_1006900.1,PPRFG01_1008100_t1,5.0,0,1,526.666666666667,130.33333333333323,1,76.0
19275,4,PF3D7_1006600,PF3D7_1006600.1,PPRFG01_1007800_t1,5.0,0,2,479.3333333333336,99.66666666666666,0,35.0
19264,4,PF3D7_1002900,PF3D7_1002900.1,PPRFG01_1004100_t1,5.0,0,2,308.3333333333332,72.66666666666669,0,32.0
19025,4,PF3D7_0933600,PF3D7_0933600.1,PPRFG01_0932600_t1,5.0,0,1,1161.9999999999982,290.0000000000004,0,155.0
19014,4,PF3D7_0928400,PF3D7_0928400.1,PPRFG01_0927200_t1,5.0,0,1,536.6666666666667,135.33333333333331,1,64.0
23061,6,PF3D7_1105000,PF3D7_1105000.1,PPRFG01_1105700_t1,5.0,0,0,239.33333333333326,69.66666666666669,0,40.0
19021,4,PF3D7_0932400,PF3D7_0932400.1,PPRFG01_0931400_t1,5.0,0,0,643.9999999999999,138.9999999999999,0,60.0
23063,6,PF3D7_1105100,PF3D7_1105100.1,PPRFG01_1105800_t1,5.0,0,0,273.33333333333337,77.66666666666663,0,50.0
23065,6,PF3D7_1105500,PF3D7_1105500.1,PPRFG01_1106200_t1,5.0,0,0,423.666666666667,89.33333333333326,0,36.0
19017,4,PF3D7_0929900,PF3D7_0929900.1,PPRFG01_0928700_t1,5.0,0,1,468.0000000000004,104.9999999999999,0,45.0
23066,6,PF3D7_1106100,PF3D7_1106100.1,PPRFG01_1106800_t1,5.0,0,0,663.3333333333327,143.66666666666669,0,53.0
23018,6,PF3D7_1023000,PF3D7_1023000.1,PPRFG01_1024200_t1,5.0,0,1,1017.3333333333313,221.66666666666688,0,91.0
19596,4,PF3D7_1203900,PF3D7_1203900.1,PPRFG01_1250900_t1,5.0,0,0,346.66666666666697,94.33333333333327,0,58.0
19605,4,PF3D7_1207500,PF3D7_1207500.1,PPRFG01_1247400_t1,5.0,0,0,441.66666666666697,104.33333333333326,0,44.0
19992,4,PF3D7_1339800,PF3D7_1339800.1,PPRFG01_1341700_t1,5.0,0,1,176.3333333333332,39.66666666666669,0,14.0
22979,6,PF3D7_1004700,PF3D7_1004700.1,PPRFG01_1005900_t1,5.0,0,0,187.66666666666666,37.33333333333332,0,14.0
21566,5,PF3D7_1026100,PF3D7_1026100.1,PPRFG01_1027300_t1,5.0,0,1,493.0000000000008,88.99999999999997,0,25.0
21569,5,PF3D7_1026500,PF3D7_1026500.1,PPRFG01_1027700_t1,5.0,0,0,167.66666666666669,42.33333333333333,0,22.0
20056,4,PF3D7_1361900,PF3D7_1361900.1,PPRFG01_1363600_t1,5.0,0,2,660.333333333333,161.66666666666674,1,81.0
20049,4,PF3D7_1360900,PF3D7_1360900.1,PPRFG01_1362600.1_t1,5.0,0,1,189.66666666666657,41.33333333333333,0,24.0
22765,6,PF3D7_0623100,PF3D7_0623100.1,PPRFG01_0621700_t1,5.0,0,0,259.6666666666664,49.333333333333364,0,16.0
20046,4,PF3D7_1360000,PF3D7_1360000.1,PPRFG01_1361800_t1,5.0,0,1,430.3333333333336,100.66666666666659,1,49.0
20043,4,PF3D7_1358300,PF3D7_1358300.1,PPRFG01_1360100_t1,5.0,0,1,838.6666666666653,181.3333333333335,0,63.0
20038,4,PF3D7_1357000,PF3D7_1357000.1,PPRFG01_1358800_t1,5.0,0,18,1040.6666666666656,288.3333333333335,8,182.0
20035,4,PF3D7_1356300,PF3D7_1356300.1,PPRFG01_1358100_t1,5.0,0,0,482.0000000000004,123.9999999999999,0,71.0
20033,4,PF3D7_1355800,PF3D7_1355800.1,PPRFG01_1357600_t1,5.0,0,0,206.33333333333323,51.66666666666669,0,29.0
20024,4,PF3D7_1353900,PF3D7_1353900.1,PPRFG01_1355800_t1,5.0,0,1,579.0000000000001,144.0,0,76.0
22759,6,PF3D7_0617800,PF3D7_0617800.1,PPRFG01_0616400_t1,5.0,0,0,304.3333333333334,91.66666666666661,0,60.0
20015,4,PF3D7_1349700,PF3D7_1349700.1,PPRFG01_1351600_t1,5.0,0,3,610.3333333333334,154.66666666666666,3,77.0
20005,4,PF3D7_1346100,PF3D7_1346100.1,PPRFG01_1348000_t1,5.0,0,3,1105.999999999999,310.00000000000017,1,176.0
20196,4,PF3D7_1402200,PF3D7_1402200.1,PPRFG01_1402500_t1,5.0,0,3,457.66666666666697,106.33333333333326,1,52.0
20198,4,PF3D7_1403900,PF3D7_1403900.1,PPRFG01_1404300_t1,5.0,0,5,731.3333333333323,162.66666666666666,1,76.0
20210,4,PF3D7_1407500,PF3D7_1407500.1,PPRFG01_1407900_t1,5.0,0,1,302.3333333333332,72.6666666666667,0,37.0
21549,5,PF3D7_1022500,PF3D7_1022500.1,PPRFG01_1023700_t1,5.0,0,1,1345.9999999999995,343.00000000000006,0,179.0
20260,4,PF3D7_1429600,PF3D7_1429600.1,PPRFG01_1430300_t1,5.0,0,2,532.6666666666677,124.33333333333307,1,52.0
20253,4,PF3D7_1427600,PF3D7_1427600.1,PPRFG01_1428300_t1,5.0,0,1,1178.3333333333323,255.66666666666703,0,98.0
20249,4,PF3D7_1426000,PF3D7_1426000.1,PPRFG01_1426500_t1,5.0,0,0,387.66666666666674,95.3333333333333,0,48.0
20241,4,PF3D7_1419500,PF3D7_1419500.1,PPRFG01_1419900_t1,5.0,0,1,528.666666666667,104.33333333333326,0,32.0
21546,5,PF3D7_1021600,PF3D7_1021600.1,PPRFG01_1022700_t1,5.0,0,2,618.0000000000002,170.99999999999997,0,107.0
20236,4,PF3D7_1417800,PF3D7_1417800.1,PPRFG01_1418200_t1,5.0,0,8,2334.3333333333335,578.6666666666667,5,289.0
20228,4,PF3D7_1415300,PF3D7_1415300.1,PPRFG01_1415700_t1,5.0,0,0,798.9999999999994,212.00000000000014,0,112.0
21553,5,PF3D7_1023500,PF3D7_1023500.1,PPRFG01_1024700_t1,5.0,0,0,238.3333333333333,52.66666666666668,0,20.0
20227,4,PF3D7_1414400,PF3D7_1414400.1,PPRFG01_1414800_t1,5.0,0,1,733.6666666666657,178.3333333333335,1,84.0
20226,4,PF3D7_1413900,PF3D7_1413900.1,PPRFG01_1414300_t1,5.0,0,6,922.3333333333312,220.66666666666723,3,103.0
20222,4,PF3D7_1412300,PF3D7_1412300.1,PPRFG01_1412700_t1,5.0,0,0,253.33333333333326,61.666666666666686,0,30.0
21552,5,PF3D7_1023400,PF3D7_1023400.1,PPRFG01_1024600_t1,5.0,0,1,483.6666666666674,101.33333333333321,0,38.0
20219,4,PF3D7_1410600,PF3D7_1410600.1,PPRFG01_1411000_t1,5.0,0,1,1096.666666666666,298.3333333333333,1,168.0
20218,4,PF3D7_1410100,PF3D7_1410100.1,PPRFG01_1410500_t1,5.0,0,4,851.9999999999981,195.0000000000003,3,86.0
19998,4,PF3D7_1343100,PF3D7_1343100.1,PPRFG01_1345000_t1,5.0,0,0,785.3333333333318,159.6666666666667,0,69.0
19970,4,PF3D7_1333300,PF3D7_1333300.1,PPRFG01_1335300_t1,5.0,0,2,515.0000000000006,117.99999999999991,0,53.0
19618,4,PF3D7_1211700,PF3D7_1211700.1,PPRFG01_1243200_t1,5.0,0,4,1795.6666666666688,478.33333333333275,2,266.0
19953,4,PF3D7_1325100,PF3D7_1325100.1,PPRFG01_1327000_t1,5.0,0,2,1045.333333333332,265.66666666666697,1,144.0
19812,4,PF3D7_1250700,PF3D7_1250700.1,PPRFG01_1204700_t1,5.0,0,0,442.66666666666725,88.33333333333333,0,36.0
21618,5,PF3D7_1108300,PF3D7_1108300.1,PPRFG01_1109000_t1,5.0,0,1,266.6666666666666,54.33333333333335,0,18.0
19810,4,PF3D7_1250000,PF3D7_1250000.1,PPRFG01_1205400_t1,5.0,0,0,415.66666666666697,88.33333333333329,0,38.0
19685,4,PF3D7_1238600,PF3D7_1238600.1,PPRFG01_1216200_t1,5.0,0,4,953.9999999999982,225.0000000000004,2,108.0
21623,5,PF3D7_1109900,PF3D7_1109900.1,PPRFG01_1110600_t1,5.0,0,0,266.00000000000006,70.0,0,36.0
21627,5,PF3D7_1111100,PF3D7_1111100.1,PPRFG01_1111800_t1,5.0,0,3,839.9999999999987,207.00000000000034,2,100.0
21629,5,PF3D7_1111800,PF3D7_1111800.1,PPRFG01_1112500_t1,5.0,0,1,881.9999999999982,183.00000000000034,1,70.0
21630,5,PF3D7_1112000,PF3D7_1112000.1,PPRFG01_1112700_t1,5.0,0,0,174.9999999999999,41.00000000000003,0,21.0
19653,4,PF3D7_1224800,PF3D7_1224800.1,PPRFG01_1230000_t1,5.0,0,2,784.6666666666656,175.3333333333334,2,86.0
19648,4,PF3D7_1224000,PF3D7_1224000.1,PPRFG01_1230800_t1,5.0,0,5,964.9999999999994,202.00000000000009,2,74.0
21640,5,PF3D7_1116500,PF3D7_1116500.1,PPRFG01_1117200_t1,5.0,0,6,1072.3333333333333,292.66666666666634,2,153.0
19639,4,PF3D7_1221200,PF3D7_1221200.1,PPRFG01_1233600_t1,5.0,0,0,250.99999999999991,67.0,0,39.0
19638,4,PF3D7_1220900,PF3D7_1220900.1,PPRFG01_1233900_t1,5.0,0,1,646.0000000000002,151.99999999999991,1,69.0
21643,5,PF3D7_1117300,PF3D7_1117300.1,PPRFG01_1118000_t1,5.0,0,1,310.00000000000017,73.99999999999996,0,32.0
19626,4,PF3D7_1215600,PF3D7_1215600.1,PPRFG01_1239300_t1,5.0,0,3,350.6666666666668,69.3333333333334,1,26.0
19884,4,PF3D7_1303900,PF3D7_1303900.1,PPRFG01_1305700_t1,5.0,0,6,490.00000000000057,118.99999999999987,3,60.0
19894,4,PF3D7_1306100,PF3D7_1306100.1,PPRFG01_1307900_t1,5.0,0,0,322.3333333333332,73.6666666666667,0,34.0
19896,4,PF3D7_1306400,PF3D7_1306400.1,PPRFG01_1308200_t1,5.0,0,2,942.6666666666656,236.33333333333357,0,117.0
19940,4,PF3D7_1318800,PF3D7_1318800.1,PPRFG01_1320700_t1,5.0,0,4,1578.3333333333392,374.66666666666526,3,179.0
22998,6,PF3D7_1017000,PF3D7_1017000.1,PPRFG01_1018100_t1,5.0,0,8,2645.9999999999955,636.0000000000011,3,300.0
19951,4,PF3D7_1323700,PF3D7_1323700.1,PPRFG01_1325600_t1,5.0,0,1,719.3333333333327,189.66666666666677,0,114.0
21601,5,PF3D7_1036600,PF3D7_1036600.1,PPRFG01_1037400.1_t1,5.0,0,0,541.6666666666672,118.33333333333312,0,48.0
19945,4,PF3D7_1321800,PF3D7_1321800.1,PPRFG01_1323700_t1,5.0,0,2,616.6666666666665,160.3333333333334,1,91.0
19944,4,PF3D7_1321600,PF3D7_1321600.1,PPRFG01_1323500_t1,5.0,0,3,1883.333333333339,423.6666666666657,0,172.0
19941,4,PF3D7_1320500,PF3D7_1320500.1,PPRFG01_1322400_t1,5.0,0,5,527.0000000000007,105.99999999999993,2,42.0
19938,4,PF3D7_1318500,PF3D7_1318500.1,PPRFG01_1320400_t1,5.0,0,0,570.6666666666671,113.33333333333319,0,30.0
19900,4,PF3D7_1307500,PF3D7_1307500.1,PPRFG01_1309300_t1,5.0,0,1,213.99999999999994,50.000000000000014,0,22.0
21604,5,PF3D7_1037600,PF3D7_1037600.1,PPRFG01_1038400_t1,5.0,0,4,2158.0000000000027,499.9999999999985,1,224.0
21609,5,PF3D7_1105400,PF3D7_1105400.1,PPRFG01_1106100_t1,5.0,0,0,578.6666666666667,150.33333333333334,0,77.0
19910,4,PF3D7_1311900,PF3D7_1311900.1,PPRFG01_1313800_t1,5.0,0,5,1449.333333333337,383.6666666666656,4,228.0
19909,4,PF3D7_1311400,PF3D7_1311400.1,PPRFG01_1313300_t1,5.0,0,1,1051.6666666666642,259.333333333334,0,131.0
19908,4,PF3D7_1311300,PF3D7_1311300.1,PPRFG01_1313200_t1,5.0,0,1,749.9999999999995,183.00000000000009,0,89.0
19904,4,PF3D7_1310200,PF3D7_1310200.1,PPRFG01_1312100_t1,5.0,0,0,352.3333333333335,79.66666666666664,0,33.0
13342,3,PF3D7_0418200,PF3D7_0418200.1,PPRFG01_0415500_t1,5.0,0,3,1052.999999999998,234.00000000000043,1,90.0
21119,5,PF3D7_0802200,PF3D7_0802200.1,PPRFG01_0803200_t1,5.0,0,1,527.3333333333337,132.66666666666657,0,80.0
22530,6,PF3D7_0204200,PF3D7_0204200.1,PPRFG01_0204300_t1,5.0,0,1,690.6666666666658,137.33333333333317,0,47.0
10982,3,PF3D7_0105100,PF3D7_0105100.1,PPRFG01_0103500_t1,5.0,0,1,357.66666666666697,71.33333333333333,0,26.0
1495,1,PF3D7_0604200,PF3D7_0604200.1,PPRFG01_0602800_t1,5.0,0,1,218.33333333333326,60.666666666666686,1,37.0
1494,1,PF3D7_0603200,PF3D7_0603200.1,PPRFG01_0601800_t1,5.0,0,5,1135.0000000000002,278.00000000000006,2,137.0
1493,1,PF3D7_0602200,PF3D7_0602200.1,PPRFG01_0600800_t1,5.0,0,1,621.9999999999995,133.9999999999998,1,54.0
1379,1,PF3D7_0529500,PF3D7_0529500.1,PPRFG01_0530700_t1,5.0,0,3,430.33333333333366,106.66666666666659,2,57.0
22637,6,PF3D7_0409200,PF3D7_0409200.1,PPRFG01_0408600_t1,5.0,0,2,1183.9999999999998,262.0000000000004,2,116.0
9882,2,PF3D7_0607100,PF3D7_0607100.1,PPRFG01_0605700_t1,5.0,0,5,1169.3333333333335,246.66666666666765,3,91.0
10957,2,PF3D7_1463200,PF3D7_1463200.1,PPRFG01_1463800_t1,5.0,0,0,819.3333333333321,212.6666666666669,0,117.0
7866,1,PF3D7_1415200,PF3D7_1415200.1,PPRFG01_1415600_t1,5.0,0,0,232.99999999999991,55.00000000000002,0,27.0
23601,6,PF3D7_1435500,PF3D7_1435500.1,PPRFG01_1436200_t1,5.0,0,2,639.3333333333328,122.66666666666644,0,47.0
10962,2,PF3D7_1467800,PF3D7_1467800.1,PPRFG01_1468400_t1,5.0,0,0,221.99999999999986,48.00000000000002,0,22.0
10682,2,PF3D7_1103700,PF3D7_1103700.1,PPRFG01_1104400_t1,5.0,0,2,591.6666666666669,143.33333333333331,1,75.0
10963,2,PF3D7_1469300,PF3D7_1469300.1,PPRFG01_1469900_t1,5.0,0,1,637.0,148.99999999999997,1,60.0
1372,1,PF3D7_0502800,PF3D7_0502800.1,PPRFG01_0504300_t1,5.0,0,2,339.3333333333334,71.66666666666671,0,26.0
10839,2,PF3D7_1332800,PF3D7_1332800.1,PPRFG01_1334800_t1,5.0,0,4,578.6666666666666,162.33333333333343,2,94.0
10688,2,PF3D7_1104800,PF3D7_1104800.1,PPRFG01_1105500_t1,5.0,0,2,1001.3333333333322,249.66666666666683,2,123.0
22274,5,PF3D7_1435400,PF3D7_1435400.1,PPRFG01_1436100_t1,5.0,0,1,465.666666666667,104.33333333333321,0,48.0
1496,1,PF3D7_0606300,PF3D7_0606300.1,PPRFG01_0604900_t1,5.0,0,0,311.3333333333332,54.66666666666669,0,10.0
10525,2,PF3D7_1009000,PF3D7_1009000.1,PPRFG01_1010100_t1,5.0,0,0,662.3333333333333,159.6666666666667,0,73.0
10945,2,PF3D7_1453300,PF3D7_1453300.1,PPRFG01_1454000_t1,5.0,0,0,187.3333333333334,40.66666666666666,0,10.0
10940,2,PF3D7_1445500,PF3D7_1445500.1,PPRFG01_1446200_t1,5.0,0,0,363.33333333333354,83.66666666666664,0,38.0
10809,2,PF3D7_1239100,PF3D7_1239100.1,PPRFG01_1215700_t1,5.0,0,2,640.9999999999997,166.0000000000001,1,90.0
9364,2,PF3D7_0412200,PF3D7_0412200.1,PPRFG01_0411600_t1,5.0,0,1,811.666666666665,184.33333333333363,1,77.0
10528,2,PF3D7_1010500,PF3D7_1010500.1,PPRFG01_1011600_t1,5.0,0,2,405.6666666666669,101.33333333333326,0,51.0
1498,1,PF3D7_0611500,PF3D7_0611500.1,PPRFG01_0610300_t1,5.0,0,1,893.666666666665,186.33333333333363,0,66.0
7819,1,PF3D7_1327900,PF3D7_1327900.1,PPRFG01_1329800_t1,5.0,0,0,344.66666666666686,69.3333333333333,0,25.0
10946,2,PF3D7_1454500,PF3D7_1454500.1,PPRFG01_1455200_t1,5.0,0,4,392.6666666666668,93.33333333333329,2,44.0
9362,2,PF3D7_0407500,PF3D7_0407500.1,PPRFG01_0406900_t1,5.0,0,3,926.6666666666646,213.33333333333383,2,96.0
10800,2,PF3D7_1223900,PF3D7_1223900.1,PPRFG01_1230900_t1,5.0,0,0,552.0,128.99999999999983,0,62.0
10404,2,PF3D7_0825100,PF3D7_0825100.1,PPRFG01_0826600_t1,5.0,0,1,459.3333333333338,98.66666666666656,0,33.0
10796,2,PF3D7_1222100,PF3D7_1222100.1,PPRFG01_1232700_t1,5.0,0,3,1254.6666666666665,299.3333333333336,0,137.0
6405,1,PF3D7_1214900,PF3D7_1214900.1,PPRFG01_1240000_t1,5.0,0,1,578.9999999999994,156.00000000000017,0,88.0
22638,6,PF3D7_0409700,PF3D7_0409700.1,PPRFG01_0409100_t1,5.0,0,3,476.00000000000045,105.99999999999991,1,43.0
10951,2,PF3D7_1456900,PF3D7_1456900.1,PPRFG01_1457600_t1,5.0,0,2,354.33333333333326,86.66666666666667,0,41.0
