"Gene ID","source_id","Organism","Genomic Location (Gene)","Ortholog count","Paralog count","Ortholog Group"
"PF3D7_1102500","PF3D7_1102500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:118,504..122,768(-)","232","7","OG6_131849"
"PF3D7_1102700","PF3D7_1102700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:127,762..130,186(+)","282","5","OG6_141182"
"PF3D7_1102800","PF3D7_1102800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:129,265..132,824(-)","282","5","OG6_141182"
"PF3D7_1102900","PF3D7_1102900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:136,578..137,625(+)","217","3","OG6_158824"
"PF3D7_1103000","PF3D7_1103000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:138,646..139,034(+)","27","0","OG6_533688"
"PF3D7_1103100","PF3D7_1103100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:139,700..141,251(-)","62","0","OG6_101037"
"PF3D7_1103400","PF3D7_1103400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:145,836..151,037(+)","63","0","OG6_108643"
"PF3D7_1103500","PF3D7_1103500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:151,196..154,519(-)","65","0","OG6_159552"
"PF3D7_1103600","PF3D7_1103600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:156,062..158,420(+)","61","0","OG6_171465"
"PF3D7_1103700","PF3D7_1103700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:159,527..161,502(+)","121","1","OG6_100687"
"PF3D7_1103800","PF3D7_1103800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:162,259..174,387(+)","99","0","OG6_101511"
"PF3D7_1103900","PF3D7_1103900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:175,047..175,501(+)","53","0","OG6_206998"
"PF3D7_1104000","PF3D7_1104000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:175,085..178,257(-)","64","0","OG6_101233"
"PF3D7_1104100","PF3D7_1104100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:178,821..181,341(-)","62","0","OG6_532853"
"PF3D7_1104200","PF3D7_1104200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:182,007..187,692(-)","65","0","OG6_100877"
"PF3D7_1104400","PF3D7_1104400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:196,227..198,859(+)","61","0","OG6_119698"
"PF3D7_1104500","PF3D7_1104500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:199,103..201,037(-)","60","0","OG6_215353"
"PF3D7_1104600","PF3D7_1104600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:202,330..204,261(+)","61","0","OG6_102738"
"PF3D7_1104700","PF3D7_1104700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:204,272..205,928(-)","59","0","OG6_101831"
"PF3D7_1104700","PF3D7_1104700.2","Plasmodium falciparum 3D7","Pf3D7_11_v3:204,272..205,928(-)","59","0","OG6_101831"
"PF3D7_1104800","PF3D7_1104800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:206,335..210,051(+)","61","0","OG6_108621"
"PF3D7_1104900","PF3D7_1104900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:212,772..220,288(+)","62","0","OG6_127986"
"PF3D7_1105000","PF3D7_1105000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:219,926..223,878(-)","57","0","OG6_100120"
"PF3D7_1105100","PF3D7_1105100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:225,227..226,943(+)","121","1","OG6_100082"
"PF3D7_1105200","PF3D7_1105200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:228,159..231,014(-)","59","0","OG6_103893"
"PF3D7_1105300","PF3D7_1105300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:231,469..234,881(-)","59","0","OG6_532785"
"PF3D7_1105400","PF3D7_1105400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:235,266..238,856(-)","62","0","OG6_100732"
"PF3D7_1105500","PF3D7_1105500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:239,262..241,179(+)","61","0","OG6_533695"
"PF3D7_1105600","PF3D7_1105600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:240,616..245,317(-)","60","0","OG6_532732"
"PF3D7_1105700","PF3D7_1105700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:246,768..249,431(+)","110","1","OG6_101445"
"PF3D7_1105800","PF3D7_1105800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:250,276..253,352(+)","61","0","OG6_131667"
"PF3D7_1105900","PF3D7_1105900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:254,523..254,921(+)","55","0","OG6_533251"
"PF3D7_1106000","PF3D7_1106000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:255,011..257,735(-)","60","0","OG6_101792"
"PF3D7_1106100","PF3D7_1106100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:258,508..259,998(+)","59","0","OG6_101240"
"PF3D7_1106200","PF3D7_1106200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:260,554..263,407(+)","61","0","OG6_532790"
"PF3D7_1106300","PF3D7_1106300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:262,911..266,839(-)","58","0","OG6_156410"
"PF3D7_1106400","PF3D7_1106400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:267,237..268,354(+)","59","0","OG6_532475"
"PF3D7_1106500","PF3D7_1106500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:268,176..274,697(-)","62","0","OG6_143205"
"PF3D7_1106600","PF3D7_1106600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:275,163..279,995(+)","61","0","OG6_134690"
"PF3D7_1106700","PF3D7_1106700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:279,803..283,029(-)","63","0","OG6_102586"
"PF3D7_1106900","PF3D7_1106900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:289,667..290,290(+)","60","0","OG6_127981"
"PF3D7_1107000","PF3D7_1107000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:290,954..292,740(+)","60","0","OG6_102392"
"PF3D7_1107100","PF3D7_1107100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:293,534..297,356(+)","127","1","OG6_104633"
"PF3D7_1107200","PF3D7_1107200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:297,359..301,207(+)","59","0","OG6_103803"
"PF3D7_1107300","PF3D7_1107300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:300,943..316,691(-)","49","0","OG6_101572"
"PF3D7_1107400","PF3D7_1107400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:317,615..319,552(-)","122","1","OG6_100483"
"PF3D7_1107500","PF3D7_1107500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:319,592..321,540(-)","60","0","OG6_103935"
"PF3D7_1107600","PF3D7_1107600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:321,886..325,323(-)","70","0","OG6_104159"
"PF3D7_1107700","PF3D7_1107700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:326,603..329,176(+)","60","0","OG6_102136"
"PF3D7_1107800","PF3D7_1107800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:328,877..336,810(-)","30","0","OG6_532859"
"PF3D7_1107900","PF3D7_1107900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:343,913..349,351(-)","60","0","OG6_124595"
"PF3D7_1108000","PF3D7_1108000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:351,860..354,337(+)","57","0","OG6_132907"
"PF3D7_1108100","PF3D7_1108100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:355,724..360,711(+)","46","1","OG6_121023"
"PF3D7_1108200","PF3D7_1108200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:360,881..362,238(+)","60","0","OG6_101644"
"PF3D7_1108300","PF3D7_1108300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:362,243..363,831(+)","44","0","OG6_100957"
"PF3D7_1108400","PF3D7_1108400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:363,945..366,461(+)","61","0","OG6_100821"
"PF3D7_1108500","PF3D7_1108500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:366,977..369,608(+)","60","0","OG6_100834"
"PF3D7_1108600","PF3D7_1108600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:369,068..371,707(-)","61","0","OG6_105526"
"PF3D7_1108700","PF3D7_1108700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:372,099..376,865(-)","61","0","OG6_107903"
"PF3D7_1108800","PF3D7_1108800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:377,740..378,396(+)","61","0","OG6_532322"
"PF3D7_1108900","PF3D7_1108900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:378,740..380,796(+)","61","0","OG6_102484"
"PF3D7_1109100","PF3D7_1109100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:382,557..387,277(-)","54","0","OG6_532743"
"PF3D7_1109200","PF3D7_1109200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:387,748..389,620(-)","60","0","OG6_532604"
"PF3D7_1109400","PF3D7_1109400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:390,055..394,326(-)","66","0","OG6_102261"
"PF3D7_1109900","PF3D7_1109900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:396,205..398,339(+)","61","0","OG6_101322"
"PF3D7_1110000","PF3D7_1110000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:398,442..399,490(+)","59","0","OG6_533314"
"PF3D7_1110100","PF3D7_1110100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:400,063..403,317(+)","54","0","OG6_121156"
"PF3D7_1110200","PF3D7_1110200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:405,087..410,073(+)","61","0","OG6_102682"
"PF3D7_1110300","PF3D7_1110300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:409,782..412,622(-)","61","0","OG6_113378"
"PF3D7_1110400","PF3D7_1110400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:412,246..420,738(+)","18","0","OG6_533730"
"PF3D7_1110500","PF3D7_1110500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:421,374..425,853(+)","62","0","OG6_101945"
"PF3D7_1110600","PF3D7_1110600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:425,857..427,801(-)","61","0","OG6_100842"
"PF3D7_1110700","PF3D7_1110700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:427,896..430,361(+)","58","0","OG6_130926"
"PF3D7_1110800","PF3D7_1110800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:429,897..431,828(-)","59","0","OG6_104978"
"PF3D7_1110900","PF3D7_1110900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:431,833..434,308(-)","59","0","OG6_103502"
"PF3D7_1111000","PF3D7_1111000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:434,474..436,923(+)","60","0","OG6_104090"
"PF3D7_1111100","PF3D7_1111100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:436,628..438,959(-)","61","0","OG6_102480"
"PF3D7_1111200","PF3D7_1111200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:439,250..441,856(-)","62","0","OG6_103069"
"PF3D7_1111300","PF3D7_1111300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:442,112..444,385(-)","65","0","OG6_102735"
"PF3D7_1111400","PF3D7_1111400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:444,782..445,807(-)","59","0","OG6_533050"
"PF3D7_1111500","PF3D7_1111500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:445,809..446,947(-)","56","0","OG6_101060"
"PF3D7_1111600","PF3D7_1111600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:448,912..451,698(+)","61","0","OG6_124640"
"PF3D7_1111700","PF3D7_1111700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:451,922..455,003(-)","38","0","OG6_533574"
"PF3D7_1111800","PF3D7_1111800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:455,313..457,030(+)","60","0","OG6_119527"
"PF3D7_1111900","PF3D7_1111900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:457,356..459,438(+)","56","0","OG6_104335"
"PF3D7_1112000","PF3D7_1112000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:459,454..461,568(+)","51","0","OG6_131932"
"PF3D7_1112100","PF3D7_1112100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:461,766..469,974(+)","50","0","OG6_533593"
"PF3D7_1112200","PF3D7_1112200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:470,541..471,608(+)","60","0","OG6_103250"
"PF3D7_1112300","PF3D7_1112300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:471,687..474,753(-)","60","0","OG6_533284"
"PF3D7_1112400","PF3D7_1112400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:475,347..476,522(+)","119","1","OG6_100876"
"PF3D7_1112500","PF3D7_1112500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:476,989..478,637(+)","60","0","OG6_105549"
"PF3D7_1112600","PF3D7_1112600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:478,651..481,414(-)","60","0","OG6_102902"
"PF3D7_1112700","PF3D7_1112700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:481,830..485,831(+)","61","0","OG6_104125"
"PF3D7_1112800","PF3D7_1112800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:486,329..487,666(+)","54","0","OG6_130795"
"PF3D7_1112900","PF3D7_1112900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:487,814..490,238(-)","55","0","OG6_533569"
"PF3D7_1113000","PF3D7_1113000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:491,069..510,781(+)","58","0","OG6_533437"
"PF3D7_1113100","PF3D7_1113100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:510,703..516,323(-)","60","0","OG6_101823"
"PF3D7_1113200","PF3D7_1113200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:516,403..518,420(+)","46","0","OG6_533631"
"PF3D7_1113300","PF3D7_1113300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:518,688..520,690(+)","61","0","OG6_101710"
"PF3D7_1113400","PF3D7_1113400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:521,020..522,963(-)","122","1","OG6_100933"
"PF3D7_1113500","PF3D7_1113500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:523,510..526,869(+)","61","0","OG6_101542"
"PF3D7_1113600","PF3D7_1113600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:526,884..529,092(+)","29","0","OG6_532400"
"PF3D7_1113700","PF3D7_1113700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:529,103..530,687(+)","60","0","OG6_102622"
"PF3D7_1113800","PF3D7_1113800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:530,740..533,858(-)","59","0","OG6_142855"
"PF3D7_1113900","PF3D7_1113900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:534,973..536,499(-)","62","0","OG6_111091"
"PF3D7_1114000","PF3D7_1114000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:537,647..538,297(+)","117","1","OG6_101459"
"PF3D7_1114100","PF3D7_1114100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:539,792..542,025(+)","123","1","OG6_100562"
"PF3D7_1114100","PF3D7_1114100.2","Plasmodium falciparum 3D7","Pf3D7_11_v3:539,792..542,025(+)","123","1","OG6_100562"
"PF3D7_1114200","PF3D7_1114200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:542,108..546,077(-)","61","0","OG6_100958"
"PF3D7_1114400","PF3D7_1114400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:547,383..549,296(-)","62","0","OG6_156395"
"PF3D7_1114500","PF3D7_1114500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:549,849..551,943(+)","61","0","OG6_532935"
"PF3D7_1114600","PF3D7_1114600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:552,259..553,266(+)","32","0","OG6_532911"
"PF3D7_1114700","PF3D7_1114700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:553,917..559,114(+)","61","0","OG6_102293"
"PF3D7_1114800","PF3D7_1114800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:558,924..561,433(-)","121","1","OG6_100385"
"PF3D7_1114900","PF3D7_1114900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:561,660..569,505(+)","63","0","OG6_139463"
"PF3D7_1115000","PF3D7_1115000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:569,509..570,889(+)","61","0","OG6_179342"
"PF3D7_1115100","PF3D7_1115100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:570,914..573,409(-)","63","0","OG6_139462"
"PF3D7_1115200","PF3D7_1115200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:574,690..580,622(+)","67","0","OG6_119251"
"PF3D7_1115300","PF3D7_1115300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:580,697..583,509(-)","210","3","OG6_100116"
"PF3D7_1115400","PF3D7_1115400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:583,893..586,325(-)","210","3","OG6_100116"
"PF3D7_1115500","PF3D7_1115500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:586,991..589,755(+)","61","0","OG6_139439"
"PF3D7_1115600","PF3D7_1115600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:589,237..591,038(-)","63","0","OG6_100844"
"PF3D7_1115700","PF3D7_1115700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:591,136..594,805(-)","210","3","OG6_100116"
"PF3D7_1115800","PF3D7_1115800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:595,116..598,541(-)","27","0","OG6_533668"
"PF3D7_1115900","PF3D7_1115900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:598,674..602,767(+)","184","2","OG6_100499"
"PF3D7_1116000","PF3D7_1116000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:602,440..607,471(-)","56","0","OG6_211592"
"PF3D7_1116100","PF3D7_1116100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:607,683..615,009(-)","60","0","OG6_154686"
"PF3D7_1116200","PF3D7_1116200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:615,730..617,191(-)","62","0","OG6_103407"
"PF3D7_1116200","PF3D7_1116200.2","Plasmodium falciparum 3D7","Pf3D7_11_v3:615,730..617,191(-)","62","0","OG6_103407"
"PF3D7_1116300","PF3D7_1116300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:617,528..620,150(+)","59","0","OG6_102733"
"PF3D7_1116400","PF3D7_1116400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:619,245..622,345(-)","61","0","OG6_132560"
"PF3D7_1116500","PF3D7_1116500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:622,544..626,072(+)","123","1","OG6_104487"
"PF3D7_1116600","PF3D7_1116600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:626,070..629,940(-)","60","0","OG6_100521"
"PF3D7_1116700","PF3D7_1116700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:630,359..634,006(-)","121","1","OG6_103622"
"PF3D7_1116800","PF3D7_1116800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:635,806..641,374(-)","132","1","OG6_100223"
"PF3D7_1116900","PF3D7_1116900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:644,100..645,537(-)","58","0","OG6_160740"
"PF3D7_1117000","PF3D7_1117000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:646,922..651,343(-)","45","0","OG6_533206"
"PF3D7_1117100","PF3D7_1117100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:652,399..654,424(+)","61","0","OG6_102753"
"PF3D7_1117200","PF3D7_1117200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:654,762..660,420(+)","32","0","OG6_532509"
"PF3D7_1117300","PF3D7_1117300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:661,949..662,633(+)","59","0","OG6_215354"
"PF3D7_1117500","PF3D7_1117500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:666,027..667,977(-)","62","0","OG6_101423"
"PF3D7_1117600","PF3D7_1117600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:668,095..670,115(+)","60","0","OG6_102939"
"PF3D7_1117600","PF3D7_1117600.2","Plasmodium falciparum 3D7","Pf3D7_11_v3:668,095..670,115(+)","60","0","OG6_102939"
"PF3D7_1117700","PF3D7_1117700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:670,173..673,050(-)","61","0","OG6_101761"
"PF3D7_1117800","PF3D7_1117800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:673,771..677,584(-)","60","0","OG6_101011"
"PF3D7_1117900","PF3D7_1117900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:677,741..683,573(+)","27","0","OG6_533403"
"PF3D7_1118000","PF3D7_1118000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:683,845..685,616(-)","47","0","OG6_532829"
"PF3D7_1118100","PF3D7_1118100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:686,272..688,530(+)","61","0","OG6_100926"
"PF3D7_1118200","PF3D7_1118200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:688,128..692,106(-)","61","0","OG6_103348"
"PF3D7_1118300","PF3D7_1118300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:693,215..699,458(+)","64","0","OG6_105738"
"PF3D7_1118400","PF3D7_1118400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:699,508..702,063(-)","61","0","OG6_119263"
"PF3D7_1118500","PF3D7_1118500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:702,276..705,399(+)","60","0","OG6_101480"
"PF3D7_1118600","PF3D7_1118600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:704,987..707,585(-)","61","0","OG6_100632"
"PF3D7_1118700","PF3D7_1118700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:707,860..713,551(-)","59","0","OG6_533578"
"PF3D7_1118800","PF3D7_1118800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:714,095..716,553(-)","62","0","OG6_101628"
"PF3D7_1118900","PF3D7_1118900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:716,730..718,412(+)","60","0","OG6_130924"
"PF3D7_1119000","PF3D7_1119000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:718,042..720,478(-)","62","0","OG6_104190"
"PF3D7_1119100","PF3D7_1119100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:720,555..722,354(+)","61","0","OG6_102182"
"PF3D7_1119200","PF3D7_1119200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:722,046..723,551(-)","59","0","OG6_108013"
"PF3D7_1119300","PF3D7_1119300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:724,087..725,951(-)","61","0","OG6_101418"
"PF3D7_1119400","PF3D7_1119400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:726,905..735,137(+)","64","0","OG6_100865"
"PF3D7_1119500","PF3D7_1119500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:736,057..737,776(+)","66","0","OG6_105379"
"PF3D7_1119600","PF3D7_1119600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:738,041..742,201(-)","126","1","OG6_100384"
"PF3D7_1119700","PF3D7_1119700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:743,663..746,472(+)","38","0","OG6_532432"
"PF3D7_1119800","PF3D7_1119800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:746,560..747,902(-)","42","0","OG6_141851"
"PF3D7_1119900","PF3D7_1119900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:748,255..755,195(+)","40","0","OG6_532728"
"PF3D7_1120100","PF3D7_1120100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:760,859..763,812(+)","59","0","OG6_101500"
"PF3D7_1120200","PF3D7_1120200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:764,390..766,081(+)","59","0","OG6_532430"
"PF3D7_1120300","PF3D7_1120300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:766,084..768,879(+)","123","1","OG6_102708"
"PF3D7_1120400","PF3D7_1120400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:768,725..771,841(-)","179","2","OG6_100915"
"PF3D7_1120500","PF3D7_1120500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:771,490..775,327(+)","61","0","OG6_104034"
"PF3D7_1120600","PF3D7_1120600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:775,233..783,909(-)","28","0","OG6_104252"
"PF3D7_1120700","PF3D7_1120700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:783,924..789,129(-)","36","0","OG6_532640"
"PF3D7_1120800","PF3D7_1120800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:789,560..790,262(+)","52","0","OG6_215355"
"PF3D7_1120900","PF3D7_1120900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:790,267..791,082(+)","61","0","OG6_103734"
"PF3D7_1121000","PF3D7_1121000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:792,188..794,151(+)","61","0","OG6_102853"
"PF3D7_1121100","PF3D7_1121100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:793,500..800,524(-)","116","1","OG6_119987"
"PF3D7_1121200","PF3D7_1121200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:800,552..801,465(-)","116","1","OG6_119987"
"PF3D7_1121300","PF3D7_1121300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:801,809..808,198(-)","61","0","OG6_121491"
"PF3D7_1121400","PF3D7_1121400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:810,210..812,290(+)","59","0","OG6_111964"
"PF3D7_1121500","PF3D7_1121500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:812,583..814,130(-)","62","0","OG6_532547"
"PF3D7_1121600","PF3D7_1121600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:814,343..818,094(-)","54","0","OG6_532360"
"PF3D7_1121700","PF3D7_1121700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:818,268..822,945(+)","62","0","OG6_100624"
"PF3D7_1121800","PF3D7_1121800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:823,239..829,313(-)","59","0","OG6_108964"
"PF3D7_1121900","PF3D7_1121900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:835,823..837,872(-)","61","0","OG6_119330"
"PF3D7_1122000","PF3D7_1122000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:837,912..840,125(-)","60","0","OG6_139496"
"PF3D7_1122100","PF3D7_1122100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:840,282..842,499(-)","59","0","OG6_103068"
"PF3D7_1122200","PF3D7_1122200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:842,501..845,743(-)","59","0","OG6_111804"
"PF3D7_1122300","PF3D7_1122300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:846,929..848,014(+)","60","0","OG6_533460"
"PF3D7_1122400","PF3D7_1122400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:848,748..852,976(+)","60","0","OG6_532421"
"PF3D7_1122500","PF3D7_1122500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:852,985..859,371(+)","48","0","OG6_533349"
