GENE	TRANS	NAME	NS	SYN	FFD	TOTAL_CODING_LENGTH	PROP_NS	PROP_SYN	PROP_FFD	STOP_CODONS	FULL_LENGTH	COORD	variable	value	ID	coding_length_adj
PF3D7_0306800	PF3D7_0306800.1	T-complex protein 1 subunit beta	1263.666667	338.3333333	173	1602	0.78880566	0.21119434	0.107990012	1	1877	location=Pf3D7_03_v3:306108-307984(-)	4	0.5579514824797843	PF3D7_0306800	893.8382749326145
PF3D7_0223500	PF3D7_0223500.1	erythrocyte membrane protein 1, PfEMP1	5204.0	1330.0	705	6534	0.796449342	0.203550658	0.107897153	1	7297	location=Pf3D7_02_v3:916352-923648(-)	3	0.0	PF3D7_0223500	0.0
PF3D7_0937800	PF3D7_0937800.1	erythrocyte membrane protein 1, PfEMP1	5407.0	1388.0	733	6795	0.795732156	0.204267844	0.107873436	1	7758	location=Pf3D7_09_v3:1495579-1503336(-)	4	0.0	PF3D7_0937800	0.0
PF3D7_1361800	PF3D7_1361800.1	glideosome-associated connector	6143.666667	1674.333333	843	7818	0.785836105	0.214163895	0.107828089	1	8097	location=Pf3D7_13_v3:2473530-2481626(+)	6	0.6797627872498146	PF3D7_1361800	5314.385470719051
PF3D7_1430800	PF3D7_1430800.1	PhIL1 interacting protein PIP3	632.1666667	165.8333333	86	798	0.792188805	0.207811195	0.107769424	1	798	location=Pf3D7_14_v3:1214935-1215732(+)	2	0.7518796992481203	PF3D7_1430800	600.0
PF3D7_0812600	PF3D7_0812600.1	ubiquitin-conjugating enzyme E2, putative	390.3333333	101.6666667	53	492	0.793360434	0.206639566	0.107723577	1	646	location=Pf3D7_08_v3:631584-632229(-)	2	0.6403508771929824	PF3D7_0812600	315.05263157894734
PF3D7_0210300	PF3D7_0210300.1	monocarboxylate transporter, putative	1071.666667	302.3333333	148	1374	0.779961184	0.220038816	0.107714702	1	1592	location=Pf3D7_02_v3:423063-424654(-)	3	0.608540925266904	PF3D7_0210300	836.135231316726
PF3D7_1406700	PF3D7_1406700.1	vacuolar protein sorting-associated protein 29	465.0	120.0	63	585	0.794871795	0.205128205	0.107692308	1	585	location=Pf3D7_14_v3:244908-245492(+)	3	0.6121212121212121	PF3D7_1406700	358.09090909090907
PF3D7_1361100	PF3D7_1361100.1	protein transport protein Sec24A	2221.833333	601.1666667	304	2823	0.787046877	0.212953123	0.107686858	1	3300	location=Pf3D7_13_v3:2450461-2453760(+)	5	0.6500655307994757	PF3D7_1361100	1835.13499344692
PF3D7_1010600	PF3D7_1010600.1	eukaryotic translation initiation factor 2 subunit beta	529.5	139.5	72	669	0.791479821	0.208520179	0.107623318	1	872	location=Pf3D7_10_v3:420185-421056(-)	3	0.477124183006536	PF3D7_1010600	319.19607843137254
PF3D7_1125500	PF3D7_1125500.1	small nuclear ribonucleoprotein Sm D1, putative	301.3333333	79.66666667	41	381	0.790901137	0.209098863	0.107611549	1	381	location=Pf3D7_11_v3:1001182-1001562(-)	3	0.7358490566037735	PF3D7_1125500	280.3584905660377
PF3D7_0210900	PF3D7_0210900.1	conserved Plasmodium protein, unknown function	674.5	180.5	92	855	0.788888889	0.211111111	0.107602339	1	855	location=Pf3D7_02_v3:442080-442934(-)	4	0.7951807228915663	PF3D7_0210900	679.8795180722892
PF3D7_1130400	PF3D7_1130400.1	26S protease regulatory subunit 6A, putative	1042.666667	277.3333333	142	1320	0.78989899	0.21010101	0.107575758	1	1320	location=Pf3D7_11_v3:1168879-1170198(+)	4	0.611336032388664	PF3D7_1130400	806.9635627530364
PF3D7_1113300	PF3D7_1113300.1	UDP-galactose transporter, putative	803.1666667	228.8333333	111	1032	0.778262274	0.221737726	0.10755814	1	1032	location=Pf3D7_11_v3:519189-520220(+)	4	0.6313559322033898	PF3D7_1113300	651.5593220338983
PF3D7_0421100	PF3D7_0421100.1	erythrocyte membrane protein 1, PfEMP1	5218.333333	1327.666667	704	6546	0.797178939	0.202821061	0.107546593	1	7545	location=Pf3D7_04_v3:958067-965611(-)	2	0.0	PF3D7_0421100	0.0
PF3D7_0706400	PF3D7_0706400.1	60S ribosomal protein L37	218.3333333	60.66666667	30	279	0.78255675	0.21744325	0.107526882	1	279	location=Pf3D7_07_v3:306855-307133(-)	4	0.6792452830188679	PF3D7_0706400	189.50943396226413
PF3D7_0414900	PF3D7_0414900.1	armadillo-domain containing rhoptry protein	651.3333333	176.6666667	89	828	0.786634461	0.213365539	0.107487923	1	2175	location=Pf3D7_04_v3:665973-668147(+)	1	0.7384615384615385	PF3D7_0414900	611.4461538461538
PF3D7_0900100	PF3D7_0900100.1	erythrocyte membrane protein 1, PfEMP1	5424.5	1388.5	732	6813	0.796198444	0.203801556	0.107441656	1	7806	location=Pf3D7_09_v3:20080-27885(+)	4	0.0	PF3D7_0900100	0.0
PF3D7_1426500	PF3D7_1426500.1	ABC transporter G family member 2	1548.166667	434.8333333	213	1983	0.780719449	0.219280551	0.107413011	1	1983	location=Pf3D7_14_v3:1027966-1029948(-)	4	0.5423280423280423	PF3D7_1426500	1075.436507936508
PF3D7_1471500	PF3D7_1471500.1	transmembrane protein 43, putative	1041.166667	290.8333333	143	1332	0.781656657	0.218343343	0.107357357	1	2207	location=Pf3D7_14_v3:2922351-2924557(-)	5	0.7684563758389261	PF3D7_1471500	1023.5838926174496
PF3D7_0915400	PF3D7_0915400.1	ATP-dependent 6-phosphofructokinase	3342.833333	914.1666667	457	4257	0.785255657	0.214744343	0.107352596	1	4257	location=Pf3D7_09_v3:650585-654841(-)	6	0.6924803591470258	PF3D7_0915400	2947.8888888888887
PF3D7_1342100	PF3D7_1342100.1	aconitate hydratase	2138.5	591.5	293	2730	0.783333333	0.216666667	0.107326007	1	2730	location=Pf3D7_13_v3:1657442-1660171(+)	4	0.6867816091954023	PF3D7_1342100	1874.9137931034484
PF3D7_0425800	PF3D7_0425800.1	erythrocyte membrane protein 1, PfEMP1	8486.5	2175.5	1143	10662	0.795957606	0.204042394	0.107203151	1	11399	location=Pf3D7_04_v3:1156423-1167821(+)	1	0.0	PF3D7_0425800	0.0
PF3D7_1462700	PF3D7_1462700.1	cytochrome c1, heme protein, mitochondrial, putative	930.5	254.5	127	1185	0.785232068	0.214767932	0.107172996	1	1391	location=Pf3D7_14_v3:2553714-2555104(-)	4	0.4078549848942598	PF3D7_1462700	483.3081570996979
PF3D7_1433000	PF3D7_1433000.1	H/ACA ribonucleoprotein complex subunit 3, putative	132.0	36.0	18	168	0.785714286	0.214285714	0.107142857	1	339	location=Pf3D7_14_v3:1298639-1298977(-)	4	0.7843137254901961	PF3D7_1433000	131.76470588235293
PF3D7_0617300	PF3D7_0617300.1	RNA-binding protein, putative	334.0	86.0	45	420	0.795238095	0.204761905	0.107142857	1	778	location=Pf3D7_06_v3:720535-721312(+)	4	0.8045977011494253	PF3D7_0617300	337.9310344827586
PF3D7_1439900	PF3D7_1439900.1	triosephosphate isomerase	591.3333333	155.6666667	80	747	0.791610888	0.208389112	0.107095047	1	1037	location=Pf3D7_14_v3:1622576-1623612(+)	4	0.7560975609756098	PF3D7_1439900	564.8048780487804
PF3D7_0312000	PF3D7_0312000.1	conserved protein, unknown function	322.6666667	88.33333333	44	411	0.785077048	0.214922952	0.107055961	1	822	location=Pf3D7_03_v3:512130-512951(+)	3	0.8241758241758241	PF3D7_0312000	338.7362637362637
PF3D7_1016900	PF3D7_1016900.1	early transcribed membrane protein 10.3	258.8333333	68.16666667	35	327	0.791539246	0.208460754	0.107033639	1	327	location=Pf3D7_10_v3:682182-682508(-)	6	0.7567567567567568	PF3D7_1016900	247.45945945945948
PF3D7_1136500	PF3D7_1136500.1	casein kinase 1	759.5	212.5	104	972	0.781378601	0.218621399	0.106995885	1	2030	location=Pf3D7_11_v3:1433141-1435170(-)	3	0.6721311475409836	PF3D7_1136500	653.311475409836
PF3D7_1136500	PF3D7_1136500.2	casein kinase 1	761.8333333	213.1666667	104	975	0.781367521	0.218632479	0.106666667	1	3290	location=Pf3D7_11_v3:1431881-1435170(-)	3	0.6721311475409836	PF3D7_1136500	655.327868852459
PF3D7_1226300	PF3D7_1226300.1	haloacid dehalogenase-like hydrolase, putative	698.8333333	189.1666667	95	888	0.786974474	0.213025526	0.106981982	1	888	location=Pf3D7_12_v3:1065796-1066683(+)	5	0.5	PF3D7_1226300	444.0
PF3D7_0809100	PF3D7_0809100.1	erythrocyte membrane protein 1, PfEMP1	5035.166667	1294.833333	677	6330	0.795444971	0.204555029	0.106951027	1	7256	location=Pf3D7_08_v3:459312-466567(+)	5	0.0	PF3D7_0809100	0.0
PF3D7_1437200	PF3D7_1437200.1	ribonucleoside-diphosphate reductase large subunit, putative	1998.833333	545.1666667	272	2544	0.785704927	0.214295073	0.106918239	1	2731	location=Pf3D7_14_v3:1507359-1510089(-)	5	0.5768595041322314	PF3D7_1437200	1467.5305785123967
PF3D7_0217100	PF3D7_0217100.1	ATP synthase subunit alpha, mitochondrial	1296.333333	359.6666667	177	1656	0.782809984	0.217190016	0.106884058	1	1656	location=Pf3D7_02_v3:707738-709393(+)	6	0.7313915857605178	PF3D7_0217100	1211.1844660194174
PF3D7_0316800	PF3D7_0316800.1	40S ribosomal protein S15A, putative	307.3333333	85.66666667	42	393	0.78201866	0.21798134	0.106870229	1	633	location=Pf3D7_03_v3:677842-678474(+)	5	0.7605633802816901	PF3D7_0316800	298.9014084507042
PF3D7_1352500	PF3D7_1352500.1	thioredoxin-related protein, putative	497.1666667	129.8333333	67	627	0.792929293	0.207070707	0.106858054	1	973	location=Pf3D7_13_v3:2093365-2094337(-)	5	0.8468468468468469	PF3D7_1352500	530.972972972973
PF3D7_0606200	PF3D7_0606200.1	ubiquitin-conjugating enzyme E2 PEX4, putative	372.8333333	95.16666667	50	468	0.796652422	0.203347578	0.106837607	1	915	location=Pf3D7_06_v3:261031-261945(-)	5	0.8095238095238095	PF3D7_0606200	378.8571428571429
PF3D7_0421300	PF3D7_0421300.1	erythrocyte membrane protein 1, PfEMP1	5251.5	1330.5	703	6582	0.797857794	0.202142206	0.106806442	1	7561	location=Pf3D7_04_v3:969031-976591(-)	4	0.0	PF3D7_0421300	0.0
PF3D7_1364800	PF3D7_1364800.1	DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative	485.6666667	132.3333333	66	618	0.785868393	0.214131607	0.106796117	1	1510	location=Pf3D7_13_v3:2603463-2604972(-)	2	0.8152173913043478	PF3D7_1364800	503.80434782608694
PF3D7_1362200	PF3D7_1362200.1	RuvB-like helicase 3	1144.0	308.0	155	1452	0.787878788	0.212121212	0.106749311	1	1452	location=Pf3D7_13_v3:2490386-2491837(-)	2	0.44	PF3D7_1362200	638.88
PF3D7_0923900	PF3D7_0923900.1	polyadenylate-binding protein 2, putative	481.3333333	127.6666667	65	609	0.790366721	0.209633279	0.106732348	1	1275	location=Pf3D7_09_v3:966795-968069(-)	5	0.6989247311827957	PF3D7_0923900	425.6451612903226
PF3D7_1373500	PF3D7_1373500.1	erythrocyte membrane protein 1, PfEMP1	5315.5	1356.5	712	6672	0.79668765	0.20331235	0.106714628	1	7555	location=Pf3D7_13_v3:2884786-2892340(-)	4	0.0	PF3D7_1373500	0.0
PF3D7_0212300	PF3D7_0212300.1	eukaryotic peptide chain release factor subunit 1, putative	1014.0	270.0	137	1284	0.789719626	0.210280374	0.106697819	1	1691	location=Pf3D7_02_v3:492616-494306(+)	5	0.3821138211382114	PF3D7_0212300	490.63414634146346
PF3D7_0110700	PF3D7_0110700.1	chromatin assembly factor 1 subunit C, putative	1069.333333	271.6666667	143	1341	0.797414865	0.202585135	0.106636838	1	1341	location=Pf3D7_01_v3:413760-415100(-)	4	0.6447368421052632	PF3D7_0110700	864.5921052631579
PF3D7_0412400	PF3D7_0412400.1	erythrocyte membrane protein 1, PfEMP1	5286.666667	1343.333333	707	6630	0.797385621	0.202614379	0.106636501	1	7824	location=Pf3D7_04_v3:545987-553810(-)	2	0.0	PF3D7_0412400	0.0
PF3D7_0605900	PF3D7_0605900.1	elongation of fatty acids protein, putative	685.3333333	196.6666667	94	882	0.77702192	0.22297808	0.106575964	1	1527	location=Pf3D7_06_v3:247640-249166(+)	4	0.6820809248554913	PF3D7_0605900	601.5953757225434
PF3D7_0933600	PF3D7_0933600.1	mitochondrial-processing peptidase subunit beta, putative	1148.333333	306.6666667	155	1455	0.789232532	0.210767468	0.10652921	1	1455	location=Pf3D7_09_v3:1331349-1332803(-)	4	0.6414473684210527	PF3D7_0933600	933.3059210526316
PF3D7_1310700	PF3D7_1310700.1	PhIL1-interacting candidate PIC5	349.5	82.5	46	432	0.809027778	0.190972222	0.106481481	1	432	location=Pf3D7_13_v3:468232-468663(-)	4	0.7575757575757576	PF3D7_1310700	327.27272727272725
PF3D7_1021400	PF3D7_1021400.1	endomembrane protein 70, putative	1445.833333	414.1666667	198	1860	0.777329749	0.222670251	0.106451613	1	2836	location=Pf3D7_10_v3:863907-866742(+)	4	0.6519480519480519	PF3D7_1021400	1212.6233766233765
PF3D7_1010300	PF3D7_1010300.1	succinate dehydrogenase subunit 4, putative	277.8333333	79.16666667	38	357	0.778244631	0.221755369	0.106442577	1	597	location=Pf3D7_10_v3:414732-415328(+)	5	0.8282828282828283	PF3D7_1010300	295.6969696969697
PF3D7_0525800	PF3D7_0525800.1	inner membrane complex protein 1g, putative	713.1666667	189.8333333	96	903	0.789774825	0.210225175	0.106312292	1	903	location=Pf3D7_05_v3:1071247-1072149(+)	4	0.8209876543209876	PF3D7_0525800	741.3518518518518
PF3D7_1331600	PF3D7_1331600.1	3-hydroxyacyl-CoA dehydratase DEH	532.5	154.5	73	687	0.77510917	0.22489083	0.106259098	1	1311	location=Pf3D7_13_v3:1316496-1317806(-)	6	0.8456375838926175	PF3D7_1331600	580.9530201342282
PF3D7_1351400	PF3D7_1351400.1	60S ribosomal protein L17, putative	482.1666667	129.8333333	65	612	0.787854031	0.212145969	0.10620915	1	1277	location=Pf3D7_13_v3:2052108-2053384(+)	5	0.7065868263473054	PF3D7_1351400	432.4311377245509
PF3D7_1109900	PF3D7_1109900.1	60S ribosomal protein L36	266.1666667	72.83333333	36	339	0.785152409	0.214847591	0.10619469	1	652	location=Pf3D7_11_v3:397124-397775(+)	5	0.8269230769230769	PF3D7_1109900	280.32692307692304
PF3D7_0712900	PF3D7_0712900.1	erythrocyte membrane protein 1, PfEMP1	5246.166667	1332.833333	698	6579	0.797410954	0.202589046	0.106095151	1	7408	location=Pf3D7_07_v3:590326-597733(-)	2	0.0	PF3D7_0712900	0.0
PF3D7_0525700	PF3D7_0525700.1	conserved protein, unknown function	308.5	87.5	42	396	0.779040404	0.220959596	0.106060606	1	770	location=Pf3D7_05_v3:1068516-1069285(+)	6	0.825	PF3D7_0525700	326.7
PF3D7_0800300	PF3D7_0800300.1	erythrocyte membrane protein 1, PfEMP1	7120.333333	1822.666667	948	8943	0.796190689	0.203809311	0.106004696	1	9992	location=Pf3D7_08_v3:40948-50939(+)	3	0.0	PF3D7_0800300	0.0
PF3D7_0712300	PF3D7_0712300.1	erythrocyte membrane protein 1, PfEMP1	5419.166667	1384.833333	721	6804	0.796467764	0.203532236	0.105967078	1	7615	location=Pf3D7_07_v3:542906-550520(-)	3	0.0	PF3D7_0712300	0.0
PF3D7_1365900	PF3D7_1365900.1	ubiquitin-60S ribosomal protein L40	302.3333333	84.66666667	41	387	0.781223084	0.218776916	0.105943152	1	727	location=Pf3D7_13_v3:2632534-2633260(-)	6	0.5522388059701493	PF3D7_1365900	213.71641791044777
PF3D7_1340800	PF3D7_1340800.1	mitochondrial pyruvate carrier protein 1, putative	253.1666667	67.83333333	34	321	0.788681205	0.211318795	0.105919003	1	437	location=Pf3D7_13_v3:1624054-1624490(+)	4	0.6470588235294118	PF3D7_1340800	207.7058823529412
PF3D7_1232200	PF3D7_1232200.1	dihydrolipoyl dehydrogenase, mitochondrial	1215.166667	323.8333333	163	1539	0.78958198	0.21041802	0.10591293	1	1763	location=Pf3D7_12_v3:1333134-1334896(+)	5	0.6929133858267716	PF3D7_1232200	1066.3937007874015
PF3D7_0712600	PF3D7_0712600.1	erythrocyte membrane protein 1, PfEMP1	5306.0	1342.0	704	6648	0.798134777	0.201865223	0.10589651	1	7583	location=Pf3D7_07_v3:566726-574308(-)	1	0.0	PF3D7_0712600	0.0
PF3D7_0115700	PF3D7_0115700.1	erythrocyte membrane protein 1, PfEMP1	5279.666667	1332.333333	700	6612	0.798497681	0.201502319	0.105868119	1	7504	location=Pf3D7_01_v3:607390-614893(-)	3	0.0	PF3D7_0115700	0.0
PF3D7_1237700	PF3D7_1237700.1	conserved protein, unknown function	498.8333333	134.1666667	67	633	0.78804634	0.21195366	0.105845182	1	1187	location=Pf3D7_12_v3:1572371-1573557(+)	6	0.782258064516129	PF3D7_1237700	495.16935483870964
PF3D7_0201800	PF3D7_0201800.1	knob associated heat shock protein 40	1002.166667	263.8333333	134	1266	0.791600843	0.208399157	0.105845182	1	1960	location=Pf3D7_02_v3:86832-88791(-)	1	0.0	PF3D7_0201800	0.0
PF3D7_0718800	PF3D7_0718800.1	conserved protein, unknown function	645.0	177.0	87	822	0.784671533	0.215328467	0.105839416	1	1422	location=Pf3D7_07_v3:833630-835051(-)	1	0.6528925619834711	PF3D7_0718800	536.6776859504132
PF3D7_1241700	PF3D7_1241700.1	replication factor C subunit 4, putative	794.1666667	216.8333333	107	1011	0.785525882	0.214474118	0.105835806	1	1258	location=Pf3D7_12_v3:1778154-1779411(+)	2	0.5529953917050692	PF3D7_1241700	559.0783410138249
PF3D7_1444300	PF3D7_1444300.1	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	693.1666667	185.8333333	93	879	0.788585514	0.211414486	0.105802048	1	1384	location=Pf3D7_14_v3:1828579-1829962(+)	4	0.8323699421965318	PF3D7_1444300	731.6531791907514
PF3D7_1022500	PF3D7_1022500.1	citrate synthase, mitochondrial, putative	1321.666667	370.3333333	179	1692	0.781126872	0.218873128	0.105791962	1	1692	location=Pf3D7_10_v3:944398-946089(-)	5	0.4630225080385852	PF3D7_1022500	783.4340836012861
PF3D7_0919300	PF3D7_0919300.1	thioredoxin-like protein 1, putative	494.3333333	129.6666667	66	624	0.792200855	0.207799145	0.105769231	1	951	location=Pf3D7_09_v3:793217-794167(+)	2	0.7569060773480663	PF3D7_0919300	472.30939226519337
PF3D7_0400400	PF3D7_0400400.1	erythrocyte membrane protein 1, PfEMP1	8289.5	2114.5	1100	10404	0.796760861	0.203239139	0.105728566	1	11306	location=Pf3D7_04_v3:45555-56860(-)	1	0.0	PF3D7_0400400	0.0
PF3D7_0420900	PF3D7_0420900.1	erythrocyte membrane protein 1, PfEMP1	5276.333333	1329.666667	698	6606	0.798718337	0.201281663	0.10566152	1	7605	location=Pf3D7_04_v3:946169-953773(-)	1	0.0	PF3D7_0420900	0.0
PF3D7_1105400	PF3D7_1105400.1	40S ribosomal protein S4, putative	617.8333333	168.1666667	83	786	0.786047498	0.213952502	0.105597964	1	1501	location=Pf3D7_11_v3:235597-237097(-)	5	0.5238095238095238	PF3D7_1105400	411.7142857142857
PF3D7_0917600	PF3D7_0917600.1	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative	1942.166667	520.8333333	260	2463	0.788537014	0.211462986	0.105562322	1	2463	location=Pf3D7_09_v3:729674-732136(-)	2	0.6643356643356644	PF3D7_0917600	1636.2587412587413
PF3D7_0529500	PF3D7_0529500.1	cell cycle regulator protein, putative	430.1666667	109.8333333	57	540	0.796604938	0.203395062	0.105555556	1	1207	location=Pf3D7_05_v3:1206473-1207679(+)	1	0.8071428571428572	PF3D7_0529500	435.8571428571429
PF3D7_1012500	PF3D7_1012500.1	phosphoglucomutase, putative	1401.166667	380.8333333	188	1782	0.786288814	0.213711186	0.105499439	1	1782	location=Pf3D7_10_v3:478758-480539(-)	3	0.634703196347032	PF3D7_1012500	1131.041095890411
PF3D7_0906100	PF3D7_0906100.1	vacuolar protein sorting-associated protein 46, putative	464.6666667	123.3333333	62	588	0.790249433	0.209750567	0.105442177	1	1557	location=Pf3D7_09_v3:305070-306626(+)	4	0.7935483870967742	PF3D7_0906100	466.60645161290324
PF3D7_0629500	PF3D7_0629500.1	amino acid transporter AAT1	1431.5	389.5	192	1821	0.786106535	0.213893465	0.105436573	1	2058	location=Pf3D7_06_v3:1213948-1216005(-)	4	0.7522935779816514	PF3D7_0629500	1369.9266055045873
PF3D7_1468500	PF3D7_1468500.1	derlin-1	503.3333333	141.6666667	68	645	0.780361757	0.219638243	0.105426357	1	1445	location=Pf3D7_14_v3:2812941-2814385(-)	3	0.7481481481481481	PF3D7_1468500	482.55555555555554
PF3D7_1368200	PF3D7_1368200.1	ABC transporter E family member 1, putative	1460.666667	399.3333333	196	1860	0.785304659	0.214695341	0.105376344	1	1974	location=Pf3D7_13_v3:2713463-2715436(-)	3	0.5543933054393305	PF3D7_1368200	1031.1715481171548
PF3D7_1356600	PF3D7_1356600.1	regulator of chromosome condensation, putative	1137.666667	305.3333333	152	1443	0.788403788	0.211596212	0.105336105	1	1443	location=Pf3D7_13_v3:2240970-2242412(-)	3	0.704225352112676	PF3D7_1356600	1016.1971830985915
PF3D7_0520000	PF3D7_0520000.1	40S ribosomal protein S9, putative	445.3333333	124.6666667	60	570	0.78128655	0.21871345	0.105263158	1	931	location=Pf3D7_05_v3:828953-829883(+)	5	0.3617021276595745	PF3D7_0520000	206.17021276595747
PF3D7_1459800	PF3D7_1459800.1	bax inhibitor 1, putative	570.0	162.0	77	732	0.778688525	0.221311475	0.105191257	1	1316	location=Pf3D7_14_v3:2446983-2448298(-)	6	0.651685393258427	PF3D7_1459800	477.0337078651686
PF3D7_1432700	PF3D7_1432700.1	protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative	529.1666667	145.8333333	71	675	0.783950617	0.216049383	0.105185185	1	992	location=Pf3D7_14_v3:1290468-1291459(-)	6	0.6984126984126984	PF3D7_1432700	471.4285714285714
PF3D7_0518300	PF3D7_0518300.1	proteasome subunit beta type-1, putative	562.8333333	160.1666667	76	723	0.778469341	0.221530659	0.105117566	1	1168	location=Pf3D7_05_v3:759831-760998(-)	3	0.74	PF3D7_0518300	535.02
PF3D7_0426000	PF3D7_0426000.1	erythrocyte membrane protein 1, PfEMP1	5146.666667	1303.333333	678	6450	0.797932817	0.202067183	0.105116279	1	7174	location=Pf3D7_04_v3:1173053-1180226(-)	3	0.0	PF3D7_0426000	0.0
PF3D7_0316700	PF3D7_0316700.1	protein YOP1, putative	522.0	144.0	70	666	0.783783784	0.216216216	0.105105105	1	1179	location=Pf3D7_03_v3:674458-675636(+)	5	0.7473684210526316	PF3D7_0316700	497.7473684210526
PF3D7_1106000	PF3D7_1106000.1	RuvB-like helicase 2	1121.333333	306.6666667	150	1428	0.785247432	0.214752568	0.105042017	1	1428	location=Pf3D7_11_v3:255714-257141(-)	4	0.5971014492753624	PF3D7_1106000	852.6608695652175
PF3D7_0923300	PF3D7_0923300.1	perforin-like protein 3	1955.0	511.0	259	2466	0.792781833	0.207218167	0.105028386	1	2466	location=Pf3D7_09_v3:947033-949498(+)	1	0.7642436149312377	PF3D7_0923300	1884.6247544204323
PF3D7_1229500	PF3D7_1229500.1	T-complex protein 1 subunit gamma	1284.666667	344.3333333	171	1629	0.788622877	0.211377123	0.104972376	1	1776	location=Pf3D7_12_v3:1211788-1213563(+)	5	0.6073619631901841	PF3D7_1229500	989.3926380368099
PF3D7_0623900	PF3D7_0623900.1	ribonuclease H2 subunit A, putative	688.3333333	178.6666667	91	867	0.793925413	0.206074587	0.104959631	1	867	location=Pf3D7_06_v3:977183-978049(+)	6	0.5301204819277109	PF3D7_0623900	459.61445783132535
PF3D7_0814600	PF3D7_0814600.1	structural integrity maintenance protein SIMP, putative	932.5	249.5	124	1182	0.78891709	0.21108291	0.104906937	1	1182	location=Pf3D7_08_v3:703502-704683(-)	5	0.51953125	PF3D7_0814600	614.0859375
PF3D7_0918200	PF3D7_0918200.1	50S ribosomal protein L3, apicoplast, putative	747.1666667	206.8333333	100	954	0.783193571	0.216806429	0.104821803	1	1585	location=Pf3D7_09_v3:748678-750262(-)	5	0.7896995708154506	PF3D7_0918200	753.3733905579398
PF3D7_1322900	PF3D7_1322900.1	conserved protein, unknown function	624.1666667	167.8333333	83	792	0.788089226	0.211910774	0.10479798	1	2349	location=Pf3D7_13_v3:961213-963561(+)	6	0.7657142857142857	PF3D7_1322900	606.4457142857143
PF3D7_1315600	PF3D7_1315600.1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	490.3333333	139.6666667	66	630	0.778306878	0.221693122	0.104761905	1	2053	location=Pf3D7_13_v3:655207-657259(-)	4	0.7883211678832117	PF3D7_1315600	496.6423357664234
PF3D7_0731100	PF3D7_0731100.1	EMP1-trafficking protein	2118.666667	554.3333333	280	2673	0.792617533	0.207382467	0.104751216	1	2832	location=Pf3D7_07_v3:1338959-1341790(+)	4	0.818	PF3D7_0731100	2186.5139999999997
PF3D7_0220600	PF3D7_0220600.1	Plasmodium exported protein (hyp9), unknown function	537.3333333	140.6666667	71	678	0.79252704	0.20747296	0.104719764	1	817	location=Pf3D7_02_v3:831189-832005(+)	2	0.722972972972973	PF3D7_0220600	490.17567567567573
PF3D7_1353900	PF3D7_1353900.1	proteasome subunit alpha type-7, putative	575.0	151.0	76	726	0.792011019	0.207988981	0.104683196	1	1056	location=Pf3D7_13_v3:2154162-2155217(+)	4	0.6234567901234568	PF3D7_1353900	452.6296296296296
PF3D7_0503800	PF3D7_0503800.1	60S ribosomal protein L31	289.0	74.0	38	363	0.796143251	0.203856749	0.104683196	1	963	location=Pf3D7_05_v3:151422-152384(-)	5	0.7380952380952381	PF3D7_0503800	267.92857142857144
PF3D7_1464900	PF3D7_1464900.1	ATP-dependent zinc metalloprotease FTSH, putative	1676.0	445.0	222	2121	0.790193305	0.209806695	0.10466761	1	2121	location=Pf3D7_14_v3:2630558-2632678(-)	5	0.5009416195856874	PF3D7_1464900	1062.497175141243
PF3D7_1418300	PF3D7_1418300.1	calmodulin, putative	326.1666667	84.83333333	43	411	0.793592863	0.206407137	0.104622871	1	411	location=Pf3D7_14_v3:776672-777082(+)	3	0.826530612244898	PF3D7_1418300	339.7040816326531
PF3D7_0710300	PF3D7_0710300.1	conserved protein, unknown function	476.8333333	135.1666667	64	612	0.779139434	0.220860566	0.104575163	1	1041	location=Pf3D7_07_v3:472501-473541(-)	3	0.782608695652174	PF3D7_0710300	478.95652173913044
PF3D7_0200100	PF3D7_0200100.1	erythrocyte membrane protein 1, PfEMP1	4073.666667	1062.333333	537	5136	0.793159398	0.206840602	0.104556075	1	5937	location=Pf3D7_02_v3:25232-31168(+)	3	0.0	PF3D7_0200100	0.0
PF3D7_1454700	PF3D7_1454700.1	6-phosphogluconate dehydrogenase, decarboxylating	1107.5	299.5	147	1407	0.78713575	0.21286425	0.104477612	1	1407	location=Pf3D7_14_v3:2241433-2242839(+)	4	0.5386996904024768	PF3D7_1454700	757.9504643962848
PF3D7_1345700	PF3D7_1345700.1	isocitrate dehydrogenase [NADP], mitochondrial	1113.166667	293.8333333	147	1407	0.791163231	0.208836769	0.104477612	1	1407	location=Pf3D7_13_v3:1828283-1829689(-)	3	0.5673575129533679	PF3D7_1345700	798.2720207253886
PF3D7_1366500	PF3D7_1366500.1	nucleoside diphosphate kinase	360.8333333	89.16666667	47	450	0.801851852	0.198148148	0.104444444	1	450	location=Pf3D7_13_v3:2661573-2662022(+)	1	0.7967479674796748	PF3D7_1366500	358.5365853658537
