,tajimas_d_ns
Pf3D7_06_v3:1069962-1072805,-2.486141321992989
Pf3D7_06_v3:1073458-1073895,-1.2730579312311068
Pf3D7_06_v3:1075018-1076136,-1.6862687514590111
Pf3D7_06_v3:1078995-1081320,
Pf3D7_06_v3:1082910-1084028,-1.4611751168471572
Pf3D7_06_v3:1084508-1084840,-1.3083576902085075
Pf3D7_06_v3:1089190-1094328,-2.381458984854313
Pf3D7_06_v3:1095065-1096373,-1.7943617479119953
Pf3D7_06_v3:1097300-1098649,-1.836272606960836
Pf3D7_06_v3:1100277-1100858,
Pf3D7_06_v3:1101734-1102852,
Pf3D7_06_v3:1104015-1105199,-1.583796822577351
Pf3D7_06_v3:1108197-1111640,-1.7923753536953704
Pf3D7_06_v3:1114544-1117537,-0.9971451914043279
Pf3D7_06_v3:1119587-1120858,-1.5603033680904272
Pf3D7_06_v3:1122801-1153664,-2.55992668741169
Pf3D7_06_v3:1159862-1169080,-2.3951510441100123
Pf3D7_06_v3:1170813-1173696,
Pf3D7_06_v3:1176265-1178587,-1.7695377887308568
Pf3D7_06_v3:1179053-1180003,-1.4463978192980642
Pf3D7_06_v3:1180573-1182353,-0.3173631911063959
Pf3D7_06_v3:1183896-1185617,-2.119549146323282
Pf3D7_06_v3:1185996-1188644,-1.9743058121381853
Pf3D7_06_v3:1189472-1193978,-2.1718861707914923
Pf3D7_06_v3:1194304-1195179,-1.981680852629884
Pf3D7_06_v3:1196041-1198038,-1.6498575245234453
Pf3D7_06_v3:1199853-1200995,-1.4616223920067426
Pf3D7_06_v3:1205190-1207781,-0.3403979583481615
Pf3D7_06_v3:1210420-1212762,-1.9621977092017342
Pf3D7_06_v3:1213948-1216005,-0.7544984886998066
Pf3D7_06_v3:1218307-1219251,-1.4466788518041762
Pf3D7_06_v3:1221941-1242922,-2.63563167868075
Pf3D7_06_v3:1243580-1247219,-2.2116218941474184
Pf3D7_06_v3:1250412-1251651,
Pf3D7_06_v3:1252052-1253985,-1.6949860160846038
Pf3D7_06_v3:1254907-1256940,-2.119461424444441
Pf3D7_06_v3:1258880-1259939,-1.2727893900912417
Pf3D7_06_v3:1260398-1269596,-2.3735000096648102
Pf3D7_06_v3:1272363-1273532,-0.7871895105631601
Pf3D7_06_v3:1276329-1277825,-1.9011794840045158
Pf3D7_06_v3:1279820-1283246,-1.425090365817871
Pf3D7_06_v3:1285058-1287031,-1.1939958139312912
Pf3D7_06_v3:1288237-1290805,-0.9619474440290322
Pf3D7_06_v3:1291035-1292972,-1.3941335797112033
Pf3D7_07_v3:101694-102285,
Pf3D7_07_v3:104957-105989,-1.3083075030792417
Pf3D7_07_v3:109915-110178,-1.5188404045162116
Pf3D7_07_v3:113144-113948,-1.493120563319235
Pf3D7_07_v3:115239-120770,-2.5973803180806123
Pf3D7_07_v3:122513-127135,-2.1600234193202033
Pf3D7_07_v3:129370-131832,-2.2913011552309013
Pf3D7_07_v3:135606-142505,-2.465435400692112
Pf3D7_07_v3:144019-145953,-1.4356389095788442
Pf3D7_07_v3:146645-147394,-1.3810560034905905
Pf3D7_07_v3:149804-152980,-2.2993153999375746
Pf3D7_07_v3:153320-166396,-2.242915861592281
Pf3D7_07_v3:167489-177295,-2.4847799656079954
Pf3D7_07_v3:180036-190715,-2.663720285289441
Pf3D7_07_v3:191309-194890,-2.4129217075343905
Pf3D7_07_v3:197691-203249,-2.5328595742941657
Pf3D7_07_v3:204718-207750,-2.07985647117267
Pf3D7_07_v3:208690-213501,-2.410857798033944
Pf3D7_07_v3:216024-229072,-2.2624853572403243
Pf3D7_07_v3:233401-237414,-2.336281607675828
Pf3D7_07_v3:238159-242052,-2.093693319179217
Pf3D7_07_v3:243898-245016,-1.6812877596718427
Pf3D7_07_v3:246259-250152,-2.2998451167014586
Pf3D7_07_v3:252282-255251,-1.986484271084253
Pf3D7_07_v3:256086-260684,-2.0652165316288578
Pf3D7_07_v3:261977-264454,-1.9542830885130564
Pf3D7_07_v3:264973-267438,-1.5834002655725374
Pf3D7_07_v3:270022-278706,-2.429874129266864
Pf3D7_07_v3:281035-284433,-2.3099446788186366
Pf3D7_07_v3:285472-286166,
Pf3D7_07_v3:287597-289088,-1.5849128135949706
Pf3D7_07_v3:290100-291220,-1.2903151375496675
Pf3D7_07_v3:293400-297089,-1.0695202610359102
Pf3D7_07_v3:297506-303059,-2.31274849282948
Pf3D7_07_v3:304315-304755,-1.4615474020118042
Pf3D7_07_v3:305563-306032,-1.4612185582671064
Pf3D7_07_v3:309902-315022,-2.0448601861270084
Pf3D7_07_v3:320248-322281,-2.404228231442524
Pf3D7_07_v3:322907-325528,-2.310333045007902
Pf3D7_07_v3:329936-336325,-2.332912268264904
Pf3D7_07_v3:338885-342083,-1.795221185140801
Pf3D7_07_v3:343912-345903,-1.9463219404174832
Pf3D7_07_v3:348277-353082,-2.5757620778452894
Pf3D7_07_v3:353986-354720,-1.6845721620036067
Pf3D7_07_v3:357700-360585,-1.5506337776861259
Pf3D7_07_v3:362005-365779,-2.2690899753555147
Pf3D7_07_v3:366929-367708,-1.4617066983844416
Pf3D7_07_v3:368707-371672,-1.9461208316844822
Pf3D7_07_v3:374243-377393,-1.2346480455454911
Pf3D7_07_v3:381592-384614,
Pf3D7_07_v3:385583-388321,-2.0652077913781386
Pf3D7_07_v3:389473-390365,-1.7385108043260589
Pf3D7_07_v3:391502-392188,
Pf3D7_07_v3:395711-398332,-1.718416237827933
Pf3D7_07_v3:399290-400243,-1.431075031869615
Pf3D7_07_v3:403222-406317,-0.17521664151971927
Pf3D7_07_v3:408215-411961,-1.7919250352106957
Pf3D7_07_v3:412343-413161,-1.1663949279680286
Pf3D7_07_v3:413560-421749,-0.9748827030040564
Pf3D7_07_v3:423236-427234,-1.848612538486017
Pf3D7_07_v3:428723-429346,-1.2110931957441045
Pf3D7_07_v3:429857-433758,-1.7853731409836502
Pf3D7_07_v3:435089-436195,-0.7242654555496932
Pf3D7_07_v3:437900-438094,
Pf3D7_07_v3:438557-445881,-2.3136932139304744
Pf3D7_07_v3:447515-458496,-1.4010746168624115
Pf3D7_07_v3:460057-461436,-1.3816553904458653
Pf3D7_07_v3:463105-471837,-0.0008259801147794827
Pf3D7_07_v3:472501-473541,
Pf3D7_07_v3:474623-475720,0.04907791485663203
Pf3D7_07_v3:476116-477552,-1.5837964142683358
Pf3D7_07_v3:478468-479138,-1.290929770020651
Pf3D7_07_v3:481369-481974,-1.2729196233615288
Pf3D7_07_v3:482701-483831,-1.627205825388072
Pf3D7_07_v3:484838-486037,-0.6718323070340514
Pf3D7_07_v3:487281-490970,-1.8145406473230714
Pf3D7_07_v3:492519-493232,
Pf3D7_07_v3:495238-498240,-1.3494026599062483
Pf3D7_07_v3:499336-499695,-0.8553960858166899
Pf3D7_07_v3:500408-502594,-1.7875384460408783
Pf3D7_07_v3:505245-507311,-0.9706363174022544
Pf3D7_07_v3:612458-613740,-1.3963722960043137
Pf3D7_07_v3:614385-617249,-1.3534231371486252
Pf3D7_07_v3:617933-620867,-0.30320368321461655
Pf3D7_07_v3:621463-623521,-1.4132366373966854
Pf3D7_07_v3:627067-637776,-2.086613363892528
Pf3D7_07_v3:643101-643472,
Pf3D7_07_v3:646719-648767,-2.133798172994959
Pf3D7_07_v3:650834-654919,-2.359260416036793
Pf3D7_07_v3:656871-661669,-2.3913021587399372
Pf3D7_07_v3:662284-663407,-1.2726243176783945
Pf3D7_07_v3:664956-666167,-1.8977897766114191
Pf3D7_07_v3:667985-669712,-2.0561423567375847
Pf3D7_07_v3:673451-674419,-1.7804519090755189
Pf3D7_07_v3:674610-675130,
Pf3D7_07_v3:676061-682681,-2.026872770926745
Pf3D7_07_v3:684539-686691,-1.7386270172991098
Pf3D7_07_v3:687891-688848,-1.5836187456487436
Pf3D7_07_v3:691068-693332,-1.8428657969068059
Pf3D7_07_v3:695600-696904,-1.6996381864011538
Pf3D7_07_v3:699239-700909,-1.4464812035395607
Pf3D7_07_v3:703207-706584,-1.8989750820685973
Pf3D7_07_v3:707699-710908,-2.051265076659569
Pf3D7_07_v3:712469-714967,-1.2504724513593575
Pf3D7_07_v3:717281-718968,-0.2345573458481989
Pf3D7_07_v3:720010-721467,
Pf3D7_07_v3:721717-724715,-2.0633082329483456
Pf3D7_07_v3:725296-727219,-1.9158343602485262
Pf3D7_07_v3:728109-731126,-2.2002222605929433
Pf3D7_07_v3:732070-733496,
Pf3D7_07_v3:736370-737338,-1.308507143265148
Pf3D7_07_v3:738578-741209,-1.2540127190307302
Pf3D7_07_v3:742010-744901,-2.2199951729362573
Pf3D7_07_v3:745191-746663,-1.897305473535162
Pf3D7_07_v3:748990-750699,-1.6619659465281316
Pf3D7_07_v3:751877-754132,-1.5971917803105244
Pf3D7_07_v3:755763-757696,
Pf3D7_07_v3:758720-762877,-1.8980300906878729
Pf3D7_07_v3:764794-766413,-1.4464812035395607
Pf3D7_07_v3:767357-771949,-2.454985338147076
Pf3D7_07_v3:772951-775264,-1.4457160325771072
Pf3D7_07_v3:776141-795637,-2.5981059130701145
Pf3D7_07_v3:796514-804739,-2.5011827129054196
Pf3D7_07_v3:812301-820635,-1.9151215941798783
Pf3D7_07_v3:822438-823015,-1.3556242755825998
Pf3D7_07_v3:824445-825884,
Pf3D7_07_v3:826837-831305,-2.1300853164955242
Pf3D7_07_v3:831549-832922,-1.8631268760452926
Pf3D7_07_v3:833630-835051,-1.585110205548294
Pf3D7_07_v3:835957-836861,-0.6957073843570986
Pf3D7_07_v3:838990-840024,-1.4465381927845389
Pf3D7_07_v3:844495-847593,-2.1472277171334353
Pf3D7_07_v3:848398-853593,-1.9234859103411548
Pf3D7_07_v3:854652-856654,-1.7959561099988766
Pf3D7_07_v3:858742-859492,-1.4620531548119173
Pf3D7_07_v3:861583-862487,
Pf3D7_07_v3:863452-864813,-1.9460745494641578
Pf3D7_07_v3:865927-876132,-2.533087332761095
Pf3D7_07_v3:877865-878632,-1.6662251514168775
Pf3D7_07_v3:879454-879946,
Pf3D7_07_v3:880465-880863,-1.1220501631212905
Pf3D7_07_v3:882936-884988,-1.9064070186735482
Pf3D7_07_v3:887816-889378,
Pf3D7_07_v3:891683-899051,-2.4497004087831122
Pf3D7_07_v3:899751-901137,
Pf3D7_07_v3:904143-914671,-2.121255807878778
Pf3D7_07_v3:916434-917168,-1.3087708527693644
Pf3D7_07_v3:917958-920816,-1.7496045744689963
Pf3D7_07_v3:922285-924984,-2.100289978036549
Pf3D7_07_v3:926692-928028,
Pf3D7_07_v3:928514-930853,-1.907968917504258
Pf3D7_07_v3:935497-936900,-1.6729248493961937
Pf3D7_07_v3:938279-938895,
Pf3D7_07_v3:939715-940250,
Pf3D7_07_v3:941776-942513,-2.1321493753484266
Pf3D7_07_v3:944023-945234,-1.6164286603523892
Pf3D7_07_v3:946363-948612,-2.0458533433184574
Pf3D7_07_v3:949449-953114,-2.2471453022268753
Pf3D7_07_v3:954784-956343,
Pf3D7_07_v3:956920-958017,-1.842918226891308
Pf3D7_07_v3:958886-960694,-1.555557282586342
Pf3D7_07_v3:962031-962447,-1.4619022287987684
Pf3D7_07_v3:963370-965109,-1.7594286220618005
Pf3D7_07_v3:965664-967782,-1.880478663850212
Pf3D7_07_v3:968836-969735,-1.6388855359314833
Pf3D7_07_v3:970492-971877,-2.123970755331829
Pf3D7_07_v3:972658-974272,-1.8337638492389021
Pf3D7_07_v3:975766-978408,-1.8428656514716437
Pf3D7_07_v3:978920-983188,-2.4662753001197926
Pf3D7_07_v3:986598-987365,-1.2869736317340725
Pf3D7_07_v3:988145-991243,-1.9948897041253222
Pf3D7_07_v3:993232-1000233,-2.39184373675563
Pf3D7_07_v3:1000701-1004746,-2.294535142353457
Pf3D7_07_v3:1006335-1012145,-2.547073147582263
Pf3D7_07_v3:1013295-1016449,-2.0217529001293006
Pf3D7_07_v3:1019384-1020667,-1.4512555430187422
Pf3D7_07_v3:1021508-1022630,-1.6614397829083614
Pf3D7_07_v3:1023651-1024121,
Pf3D7_07_v3:1024672-1026167,-2.0563057020881605
Pf3D7_07_v3:1026444-1033077,-2.5223225686956194
Pf3D7_07_v3:1034969-1046109,-2.552205569823439
Pf3D7_07_v3:1047427-1049362,-1.8456959191864686
Pf3D7_07_v3:1052465-1058158,-2.4386307825933784
Pf3D7_07_v3:1058933-1062976,-2.1806497624003964
Pf3D7_07_v3:1065252-1070240,-2.16541117855769
Pf3D7_07_v3:1072202-1074754,-2.227580461838511
Pf3D7_07_v3:1093566-1096122,-1.6692143839006017
Pf3D7_07_v3:1100134-1102967,-2.219348200030828
Pf3D7_07_v3:1104156-1108364,-2.3808298296497643
Pf3D7_07_v3:1108831-1124492,-2.6076264579502895
Pf3D7_07_v3:1126556-1136577,-2.6032817952605223
Pf3D7_07_v3:1140479-1142754,-2.194945303309071
Pf3D7_07_v3:1143303-1143815,
Pf3D7_07_v3:1144046-1144730,
Pf3D7_07_v3:1145648-1147207,-2.12781607886718
Pf3D7_07_v3:1147570-1151058,-2.105902269230674
Pf3D7_07_v3:1152155-1155355,-1.9599358860566565
Pf3D7_07_v3:1156748-1158409,-0.7969933525793476
Pf3D7_07_v3:1159700-1161820,-2.0650389078203695
Pf3D7_07_v3:1162710-1163831,
Pf3D7_07_v3:1164455-1166578,-1.961648100515366
Pf3D7_07_v3:1167441-1170817,-2.1071634006806197
Pf3D7_07_v3:1171286-1174156,-2.4139192690655995
Pf3D7_07_v3:1175944-1181700,-2.50942155495382
Pf3D7_07_v3:1184401-1190172,-2.461752819458455
Pf3D7_07_v3:1193616-1210301,-2.592645578918818
Pf3D7_07_v3:1211657-1213517,-2.0909509196380442
Pf3D7_07_v3:1213841-1214476,-1.7698318900055776
Pf3D7_07_v3:1215174-1215763,-1.4614275974434814
Pf3D7_07_v3:1216088-1217201,-1.8594847009349074
Pf3D7_07_v3:1218426-1225473,-2.4975563645403875
Pf3D7_07_v3:1226029-1228714,-2.295060141144372
Pf3D7_07_v3:1230589-1232180,-2.0887084704984598
Pf3D7_07_v3:1232272-1234672,-1.981861690355838
Pf3D7_07_v3:1235699-1236707,
Pf3D7_07_v3:1238446-1246188,-2.3874989151093216
Pf3D7_07_v3:1247398-1248264,
Pf3D7_07_v3:1248837-1251503,-2.2957218095754706
Pf3D7_07_v3:1252847-1254097,-1.721184988982889
Pf3D7_07_v3:1255371-1257653,-2.029295088371399
Pf3D7_07_v3:1258787-1259730,-1.3088838916787857
Pf3D7_07_v3:1260154-1262780,-1.2538994683869904
Pf3D7_07_v3:1264445-1264738,
Pf3D7_07_v3:1265910-1281347,-2.56235808235846
Pf3D7_07_v3:1281785-1282322,-1.5705045308152845
Pf3D7_07_v3:1282913-1285519,-2.362922315985487
Pf3D7_07_v3:1286057-1289399,-1.9867799837638915
Pf3D7_07_v3:1297459-1301454,-2.048608240631833
Pf3D7_07_v3:1304347-1305096,
Pf3D7_07_v3:1305894-1314215,-2.584128262585296
Pf3D7_07_v3:1325375-1331813,-2.025365159722666
Pf3D7_07_v3:1338959-1341790,-2.147343425459122
Pf3D7_07_v3:1342842-1343996,-1.8145959324771515
Pf3D7_07_v3:1350032-1351149,
Pf3D7_07_v3:1358055-1362929,0.24932203704601757
Pf3D7_07_v3:1368161-1370596,-1.8221711045668114
Pf3D7_07_v3:1372063-1372760,-1.7040359343214961
Pf3D7_07_v3:1378618-1380769,0.10025454328806582
Pf3D7_08_v3:84568-88422,-2.250491211629538
Pf3D7_08_v3:101954-102826,-0.6286782391085128
Pf3D7_08_v3:106593-108242,-2.149985891513672
Pf3D7_08_v3:109180-109557,-1.2908963513703475
Pf3D7_08_v3:112299-117877,-2.500020840270816
Pf3D7_08_v3:119032-122067,-2.087771637124606
Pf3D7_08_v3:128849-142837,-2.563906813825107
Pf3D7_08_v3:146089-150282,-2.338995806103806
Pf3D7_08_v3:151808-159668,-2.510864243703223
Pf3D7_08_v3:165416-166078,
Pf3D7_08_v3:167069-170434,-1.5516800305636294
Pf3D7_08_v3:171865-174385,-2.1890501877155866
Pf3D7_08_v3:174647-178906,-2.4169635068144193
Pf3D7_08_v3:180563-188113,-2.28546466760012
Pf3D7_08_v3:188566-190316,-2.1470634748983994
Pf3D7_08_v3:196581-198614,-1.9983445862972655
Pf3D7_08_v3:199181-202918,-2.3809474255703305
Pf3D7_08_v3:204241-206661,-1.9895125807673844
Pf3D7_08_v3:208451-210291,-1.6722419752883377
Pf3D7_08_v3:212252-215971,-2.04921125733804
Pf3D7_08_v3:217888-222291,-1.962990813729162
Pf3D7_08_v3:223762-230209,-2.1718382523861357
Pf3D7_08_v3:231398-232756,
Pf3D7_08_v3:233467-234426,
Pf3D7_08_v3:237853-241048,-1.8697938753419094
Pf3D7_08_v3:242103-244775,-2.105730725141205
Pf3D7_08_v3:245711-247933,-1.7179284835343716
Pf3D7_08_v3:250083-268437,-2.680584515954652
Pf3D7_08_v3:268856-270696,-1.7697139768716084
Pf3D7_08_v3:271417-277413,-2.5392045144488415
Pf3D7_08_v3:278381-279034,
Pf3D7_08_v3:279711-281186,-1.5906360439537661
Pf3D7_08_v3:283066-284522,-1.4459487873693961
Pf3D7_08_v3:286959-288620,-2.076224552227994
Pf3D7_08_v3:290902-291183,
Pf3D7_08_v3:293113-296871,-2.327503862064936
Pf3D7_08_v3:303370-304596,
Pf3D7_08_v3:305295-308549,-2.207415225853578
Pf3D7_08_v3:312034-312960,-1.5186491659304586
Pf3D7_08_v3:314172-318726,-2.337989645495575
Pf3D7_08_v3:322367-323677,-1.6208954348567837
Pf3D7_08_v3:324279-325655,-1.2371471727333903
Pf3D7_08_v3:326215-330004,-2.5002793752009835
Pf3D7_08_v3:330651-332678,-0.9188818371215368
Pf3D7_08_v3:333379-337727,-1.6058528583297353
Pf3D7_08_v3:337902-343254,-1.4716274443526873
Pf3D7_08_v3:344288-344821,-1.3089850905860445
Pf3D7_08_v3:345427-347454,-2.0008691627164286
Pf3D7_08_v3:349317-353362,-2.1135702862726085
Pf3D7_08_v3:354472-362396,-2.566430291796352
Pf3D7_08_v3:363260-366421,-1.4580213070983017
Pf3D7_08_v3:368607-369746,-1.371639712546968
Pf3D7_08_v3:370784-372623,-1.5704270237786584
Pf3D7_08_v3:372902-376867,-2.412115043639099
Pf3D7_08_v3:378024-379446,
Pf3D7_08_v3:387219-388364,
Pf3D7_08_v3:389596-394259,-2.0948341692732573
Pf3D7_08_v3:395648-398787,-2.0028989556458185
Pf3D7_08_v3:399591-401360,-0.46114426518807283
Pf3D7_08_v3:402595-404141,
Pf3D7_08_v3:404996-409084,-1.7610511294780635
Pf3D7_08_v3:409936-415168,-1.9357450869386483
Pf3D7_08_v3:416344-418065,-1.4716042910745566
Pf3D7_08_v3:421493-422640,
Pf3D7_08_v3:423527-424536,-1.4935478346647153
Pf3D7_08_v3:467943-471893,-0.8221537938491733
Pf3D7_08_v3:475573-478125,-1.4841235031055109
Pf3D7_08_v3:479980-497382,-2.103034456396096
Pf3D7_08_v3:499463-501569,-1.3406495202298365
Pf3D7_08_v3:502338-506698,-1.6218058191767117
Pf3D7_08_v3:508224-512428,-1.4759013132184249
Pf3D7_08_v3:519331-519991,
Pf3D7_08_v3:521187-524009,-1.857855826466424
Pf3D7_08_v3:525058-527604,-0.9825267973984078
Pf3D7_08_v3:532220-534031,-2.0432970420325227
Pf3D7_08_v3:541971-544796,-1.1454349271931419
Pf3D7_08_v3:546163-547365,
Pf3D7_08_v3:548200-550616,
Pf3D7_08_v3:554437-557205,-0.7840722999749778
Pf3D7_08_v3:557884-559506,-1.3084181666428139
Pf3D7_08_v3:560744-564276,-1.4161256841614918
Pf3D7_08_v3:567824-573148,-1.267633258674442
Pf3D7_08_v3:575986-578370,
Pf3D7_08_v3:579483-582221,-1.8525491325314163
Pf3D7_08_v3:582983-586953,-1.8627835904060852
Pf3D7_08_v3:589821-593489,-2.1571633361698614
Pf3D7_08_v3:593649-595412,-1.208271255808284
Pf3D7_08_v3:596190-600328,-1.9221868469422871
Pf3D7_08_v3:600525-602247,-1.6775636423839602
Pf3D7_08_v3:604923-612878,-2.0529667415863506
Pf3D7_08_v3:613325-614862,
Pf3D7_08_v3:614919-617821,-1.6844075265057652
Pf3D7_08_v3:618843-620228,-1.6405935623148669
Pf3D7_08_v3:626069-628945,-2.319034037627519
Pf3D7_08_v3:633990-634697,-1.35907521313719
Pf3D7_08_v3:636628-641458,-2.375854491624801
Pf3D7_08_v3:643086-644885,-1.519520310346628
Pf3D7_08_v3:647316-649304,-2.127561295442361
Pf3D7_08_v3:651417-652804,-2.0004913851799917
Pf3D7_08_v3:656078-657630,
Pf3D7_08_v3:658493-662095,-2.0762363310818426
Pf3D7_08_v3:665548-667095,-1.9214816492243005
Pf3D7_08_v3:669541-670734,-1.8374610274413579
Pf3D7_08_v3:671157-675416,-2.1510921181609515
Pf3D7_08_v3:676391-677464,-1.2908798648932711
Pf3D7_08_v3:677989-678725,-1.2022969283108138
Pf3D7_08_v3:680957-681809,
Pf3D7_08_v3:682518-683572,-1.4628911297383715
Pf3D7_08_v3:687340-688086,-1.3132646789783515
Pf3D7_08_v3:690541-694143,-2.0966156216826835
Pf3D7_08_v3:695215-697522,-1.749229022276467
Pf3D7_08_v3:700376-702652,-1.590325233739621
Pf3D7_08_v3:703502-704683,-2.0003359459604937
Pf3D7_08_v3:706076-706996,-0.9681405602026767
Pf3D7_08_v3:708228-708824,
Pf3D7_08_v3:711239-714166,-2.003687059629296
Pf3D7_08_v3:721928-725476,-2.3911968887443895
Pf3D7_08_v3:725781-726502,
Pf3D7_08_v3:727662-729728,-2.1007520904205244
Pf3D7_08_v3:729917-732187,-1.3099507302686093
Pf3D7_08_v3:733279-734573,-1.150451298346342
Pf3D7_08_v3:735680-741181,-2.2532463247064567
Pf3D7_08_v3:743505-745505,-1.9778178569982188
Pf3D7_08_v3:746013-747488,-2.1531173854140437
Pf3D7_08_v3:748653-749623,
Pf3D7_08_v3:750082-750711,-1.4681155269392412
Pf3D7_08_v3:751942-756173,-2.1208734156488522
Pf3D7_08_v3:757224-758207,
Pf3D7_08_v3:760138-761031,
Pf3D7_08_v3:762118-765330,-1.769565791972157
Pf3D7_08_v3:767110-767880,
Pf3D7_08_v3:767916-769792,-2.048836725310081
Pf3D7_08_v3:770946-771773,-1.7698293823687203
Pf3D7_08_v3:772568-773737,-1.7611996960323753
Pf3D7_08_v3:774299-776791,-2.1531655606161393
Pf3D7_08_v3:777257-779647,-2.2509978748009485
Pf3D7_08_v3:782909-789616,-2.3805221100948883
Pf3D7_08_v3:794287-797806,-2.16128790589163
Pf3D7_08_v3:798777-800205,-1.6845665479281888
Pf3D7_08_v3:800920-804034,-2.443417905968522
Pf3D7_08_v3:805797-813465,-1.495347566911575
Pf3D7_08_v3:815150-815451,
Pf3D7_08_v3:816803-817102,
Pf3D7_08_v3:821334-822452,-1.6357546230758602
Pf3D7_08_v3:824564-826518,-1.9893470002591866
Pf3D7_08_v3:830006-831454,-1.2015624329045924
Pf3D7_08_v3:833185-835334,-2.280413146579562
Pf3D7_08_v3:835978-836848,
Pf3D7_08_v3:842317-843215,-1.6501125994071488
Pf3D7_08_v3:845253-847380,-0.43432011638296936
Pf3D7_08_v3:848277-852947,-1.903325336331217
Pf3D7_08_v3:855654-856742,
Pf3D7_08_v3:860384-862417,
Pf3D7_08_v3:863505-868137,-2.5437608479921243
Pf3D7_08_v3:869562-870574,-1.9064317978831096
Pf3D7_08_v3:871410-873440,-2.0871816779907917
Pf3D7_08_v3:874367-877498,-2.3606516757380853
Pf3D7_08_v3:878495-880459,-2.312636344149867
Pf3D7_08_v3:881590-884390,
Pf3D7_08_v3:885198-886136,-1.4465111830039286
Pf3D7_08_v3:888126-890471,-2.373324294177632
Pf3D7_08_v3:891658-898502,-2.4196391361414986
Pf3D7_08_v3:900742-907714,-2.1117826421439743
Pf3D7_08_v3:909207-910716,-1.3045118856713196
Pf3D7_08_v3:912264-914249,-2.242626107479616
Pf3D7_08_v3:919055-920896,-1.3906464458961945
Pf3D7_08_v3:922208-923932,-1.958138118063701
Pf3D7_08_v3:925113-927671,-1.9668778673473937
Pf3D7_08_v3:929145-930861,-1.833684630887098
Pf3D7_08_v3:932321-935626,-1.913781600933189
Pf3D7_08_v3:936426-938876,-1.8332839271302217
Pf3D7_08_v3:939583-944645,-2.246326905842967
Pf3D7_08_v3:948745-950899,-1.582217917699786
Pf3D7_08_v3:953448-956314,-2.263506926142219
Pf3D7_08_v3:957498-958073,
Pf3D7_08_v3:958531-961740,-2.369766816330029
Pf3D7_08_v3:965822-966657,-1.2555706262704294
Pf3D7_08_v3:967901-968740,
Pf3D7_08_v3:969690-971714,-2.3189493639560737
Pf3D7_08_v3:973586-974267,
Pf3D7_08_v3:976074-976644,-1.308208840904559
Pf3D7_08_v3:978798-980634,-1.8151398714656992
Pf3D7_08_v3:981018-981722,-1.4316487866160572
Pf3D7_08_v3:982570-987696,-2.564781620373153
Pf3D7_08_v3:990250-992608,-1.6506062886338893
Pf3D7_08_v3:992655-993965,-1.570878258052175
Pf3D7_08_v3:997055-999529,-1.038547410958037
Pf3D7_08_v3:1000981-1003755,-1.9605210731788152
Pf3D7_08_v3:1005836-1006810,-1.404799278184853
Pf3D7_08_v3:1007777-1011307,-2.20150420703965
Pf3D7_08_v3:1012927-1017376,-2.4386376499304405
Pf3D7_08_v3:1018089-1019268,-1.9228570250317796
Pf3D7_08_v3:1022629-1023846,-1.5085062834828593
Pf3D7_08_v3:1028752-1033514,-2.0543296333782655
Pf3D7_08_v3:1034417-1036428,-2.293113021854217
Pf3D7_08_v3:1037100-1038608,-1.8051944161281115
Pf3D7_08_v3:1039907-1041211,-1.9541020702699883
Pf3D7_08_v3:1043813-1045780,-2.1778433445798417
Pf3D7_08_v3:1047551-1048507,-1.2727919155910996
Pf3D7_08_v3:1049282-1051705,-2.447590558508344
Pf3D7_08_v3:1052771-1053991,-2.306373661291987
Pf3D7_08_v3:1055135-1059003,-2.1959900421918634
Pf3D7_08_v3:1059246-1061567,-1.964311415168427
Pf3D7_08_v3:1062304-1064061,-1.2172022538829528
Pf3D7_08_v3:1066154-1067472,-1.9475926954703586
Pf3D7_08_v3:1068563-1069902,-1.290463482249401
Pf3D7_08_v3:1070988-1074417,-2.143012163780597
Pf3D7_08_v3:1075800-1079630,-2.2466954238246397
Pf3D7_08_v3:1080055-1082991,-2.4324990241567286
Pf3D7_08_v3:1086048-1091248,-2.612401097775756
Pf3D7_08_v3:1091998-1093221,-1.237908697274439
Pf3D7_08_v3:1093690-1094489,-1.4619442606246964
Pf3D7_08_v3:1095116-1095562,-1.308357412551264
Pf3D7_08_v3:1098484-1100376,-2.201089075389607
Pf3D7_08_v3:1100816-1101073,
Pf3D7_08_v3:1101887-1102804,-0.828147665026541
Pf3D7_08_v3:1103768-1105108,-1.3116691808322296
Pf3D7_08_v3:1106048-1107961,-2.02814530486128
Pf3D7_08_v3:1109276-1112794,-1.5158853055201535
Pf3D7_08_v3:1113369-1139144,-2.5822835845395944
Pf3D7_08_v3:1142499-1144307,-1.7689964107131453
Pf3D7_08_v3:1146167-1147504,-2.1663290247078875
Pf3D7_08_v3:1148010-1149830,-2.06374719330405
Pf3D7_08_v3:1152302-1156282,-2.2587206428668534
Pf3D7_08_v3:1157321-1158151,
Pf3D7_08_v3:1160164-1161708,-1.583532572941843
Pf3D7_08_v3:1164655-1167205,-2.3815391996300184
Pf3D7_08_v3:1167579-1171448,-2.2931633955424298
Pf3D7_08_v3:1172394-1176587,-2.3356353042123965
Pf3D7_08_v3:1177310-1180324,-2.4686434071905277
Pf3D7_08_v3:1181295-1183796,-2.2799274606118276
Pf3D7_08_v3:1184595-1185251,-1.4712302013162841
Pf3D7_08_v3:1186175-1187125,-1.7697139768716084
